Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
158.079,105.182,52.897,171793,0,TPD54,01-Registered,postRapalog_Cl35_cont_6a/
137.669,105.182,32.487,164132,1,TPD54,01-Registered,postRapalog_Cl35_cont_6a/
192.051,105.192,86.859,171793,0,ATG9,01-Registered,postRapalog_Cl35_cont_6a/
131.962,105.192,26.770,164132,1,ATG9,01-Registered,postRapalog_Cl35_cont_6a/
170.889,106.894,63.995,81414,0,TPD54,02-Registered,postRapalog_Cl35_cont_6a/
162.374,106.894,55.480,148444,1,TPD54,02-Registered,postRapalog_Cl35_cont_6a/
312.970,105.598,207.372,81414,0,ATG9,02-Registered,postRapalog_Cl35_cont_6a/
170.422,105.598,64.824,148444,1,ATG9,02-Registered,postRapalog_Cl35_cont_6a/
155.692,110.469,45.223,61277,0,TPD54,03-Registered,postRapalog_Cl35_cont_6a/
142.410,110.469,31.941,79060,1,TPD54,03-Registered,postRapalog_Cl35_cont_6a/
1354.118,106.202,1247.917,61277,0,ATG9,03-Registered,postRapalog_Cl35_cont_6a/
557.480,106.202,451.278,79060,1,ATG9,03-Registered,postRapalog_Cl35_cont_6a/
227.474,111.544,115.930,263313,0,TPD54,04-Registered,postRapalog_Cl35_cont_6a/
223.884,111.544,112.339,318406,1,TPD54,04-Registered,postRapalog_Cl35_cont_6a/
202.278,106.647,95.631,263313,0,ATG9,04-Registered,postRapalog_Cl35_cont_6a/
143.315,106.647,36.668,318406,1,ATG9,04-Registered,postRapalog_Cl35_cont_6a/
211.341,114.618,96.723,219191,0,TPD54,05-Registered,postRapalog_Cl35_cont_6a/
193.768,114.618,79.150,253286,1,TPD54,05-Registered,postRapalog_Cl35_cont_6a/
469.631,106.677,362.954,219191,0,ATG9,05-Registered,postRapalog_Cl35_cont_6a/
207.864,106.677,101.188,253286,1,ATG9,05-Registered,postRapalog_Cl35_cont_6a/
219.839,110.001,109.838,225926,0,TPD54,06-Registered,postRapalog_Cl35_cont_6a/
193.482,110.001,83.481,269815,1,TPD54,06-Registered,postRapalog_Cl35_cont_6a/
391.419,106.606,284.813,225926,0,ATG9,06-Registered,postRapalog_Cl35_cont_6a/
267.460,106.606,160.854,269815,1,ATG9,06-Registered,postRapalog_Cl35_cont_6a/
251.459,131.150,120.310,97421,0,TPD54,07-Registered,postRapalog_Cl35_cont_6a/
203.306,131.150,72.156,158437,1,TPD54,07-Registered,postRapalog_Cl35_cont_6a/
1519.686,107.350,1412.337,97421,0,ATG9,07-Registered,postRapalog_Cl35_cont_6a/
555.437,107.350,448.087,158437,1,ATG9,07-Registered,postRapalog_Cl35_cont_6a/
178.834,111.595,67.240,305495,0,TPD54,08-Registered,postRapalog_Cl35_cont_6a/
166.540,111.595,54.945,350190,1,TPD54,08-Registered,postRapalog_Cl35_cont_6a/
366.606,108.053,258.554,305495,0,ATG9,08-Registered,postRapalog_Cl35_cont_6a/
234.006,108.053,125.953,350190,1,ATG9,08-Registered,postRapalog_Cl35_cont_6a/
204.364,114.746,89.618,279375,0,TPD54,09-Registered,postRapalog_Cl35_cont_6a/
200.102,114.746,85.356,401117,1,TPD54,09-Registered,postRapalog_Cl35_cont_6a/
207.369,107.626,99.743,279375,0,ATG9,09-Registered,postRapalog_Cl35_cont_6a/
170.662,107.626,63.037,401117,1,ATG9,09-Registered,postRapalog_Cl35_cont_6a/
253.187,123.672,129.516,336128,0,TPD54,10-Registered,postRapalog_Cl35_cont_6a/
231.868,123.672,108.197,378313,1,TPD54,10-Registered,postRapalog_Cl35_cont_6a/
225.054,106.922,118.132,336128,0,ATG9,10-Registered,postRapalog_Cl35_cont_6a/
147.081,106.922,40.159,378313,1,ATG9,10-Registered,postRapalog_Cl35_cont_6a/
226.773,140.618,86.155,199168,0,TPD54,11-Registered,postRapalog_Cl35_cont_6a/
212.508,140.618,71.890,305571,1,TPD54,11-Registered,postRapalog_Cl35_cont_6a/
526.236,110.402,415.834,199168,0,ATG9,11-Registered,postRapalog_Cl35_cont_6a/
294.754,110.402,184.352,305571,1,ATG9,11-Registered,postRapalog_Cl35_cont_6a/
161.577,106.320,55.257,153287,0,TPD54,12-Registered,postRapalog_Cl35_cont_6a/
159.117,106.320,52.797,203142,1,TPD54,12-Registered,postRapalog_Cl35_cont_6a/
226.425,106.185,120.241,153287,0,ATG9,12-Registered,postRapalog_Cl35_cont_6a/
176.970,106.185,70.785,203142,1,ATG9,12-Registered,postRapalog_Cl35_cont_6a/
194.847,107.585,87.262,218428,0,TPD54,13-Registered,postRapalog_Cl35_cont_6a/
175.681,107.585,68.096,224521,1,TPD54,13-Registered,postRapalog_Cl35_cont_6a/
500.219,107.394,392.825,218428,0,ATG9,13-Registered,postRapalog_Cl35_cont_6a/
372.975,107.394,265.581,224521,1,ATG9,13-Registered,postRapalog_Cl35_cont_6a/
179.685,106.676,73.009,36768,0,TPD54,14-Registered,postRapalog_Cl35_cont_6a/
168.617,106.676,61.941,52553,1,TPD54,14-Registered,postRapalog_Cl35_cont_6a/
817.908,105.398,712.510,36768,0,ATG9,14-Registered,postRapalog_Cl35_cont_6a/
451.661,105.398,346.264,52553,1,ATG9,14-Registered,postRapalog_Cl35_cont_6a/
198.811,107.740,91.071,92536,0,TPD54,15-Registered,postRapalog_Cl35_cont_6a/
179.933,107.740,72.193,156967,1,TPD54,15-Registered,postRapalog_Cl35_cont_6a/
304.191,106.169,198.022,92536,0,ATG9,15-Registered,postRapalog_Cl35_cont_6a/
146.620,106.169,40.451,156967,1,ATG9,15-Registered,postRapalog_Cl35_cont_6a/
224.424,107.406,117.018,169937,0,TPD54,16-Registered,postRapalog_Cl35_cont_6a/
204.163,107.406,96.756,124635,1,TPD54,16-Registered,postRapalog_Cl35_cont_6a/
323.075,106.284,216.790,169937,0,ATG9,16-Registered,postRapalog_Cl35_cont_6a/
141.794,106.284,35.510,124635,1,ATG9,16-Registered,postRapalog_Cl35_cont_6a/
191.046,106.569,84.477,282434,0,TPD54,17-Registered,postRapalog_Cl35_cont_6a/
180.234,106.569,73.665,324051,1,TPD54,17-Registered,postRapalog_Cl35_cont_6a/
850.164,106.656,743.508,282434,0,ATG9,17-Registered,postRapalog_Cl35_cont_6a/
316.686,106.656,210.029,324051,1,ATG9,17-Registered,postRapalog_Cl35_cont_6a/
189.202,105.998,83.204,178248,0,TPD54,18-Registered,postRapalog_Cl35_cont_6a/
165.056,105.998,59.058,180109,1,TPD54,18-Registered,postRapalog_Cl35_cont_6a/
611.295,105.572,505.723,178248,0,ATG9,18-Registered,postRapalog_Cl35_cont_6a/
222.086,105.572,116.514,180109,1,ATG9,18-Registered,postRapalog_Cl35_cont_6a/
200.761,106.952,93.810,198356,0,TPD54,19-Registered,postRapalog_Cl35_cont_6a/
173.887,106.952,66.936,248570,1,TPD54,19-Registered,postRapalog_Cl35_cont_6a/
332.923,106.062,226.861,198356,0,ATG9,19-Registered,postRapalog_Cl35_cont_6a/
147.743,106.062,41.681,248570,1,ATG9,19-Registered,postRapalog_Cl35_cont_6a/
222.843,111.544,111.299,176418,0,TPD54,20-Registered,postRapalog_Cl35_cont_6a/
212.451,111.544,100.907,250511,1,TPD54,20-Registered,postRapalog_Cl35_cont_6a/
520.547,108.560,411.986,176418,0,ATG9,20-Registered,postRapalog_Cl35_cont_6a/
266.744,108.560,158.183,250511,1,ATG9,20-Registered,postRapalog_Cl35_cont_6a/
176.713,111.551,65.162,279108,0,TPD54,21-Registered,postRapalog_Cl35_cont_6a/
165.444,111.551,53.894,359885,1,TPD54,21-Registered,postRapalog_Cl35_cont_6a/
635.682,112.381,523.301,279108,0,ATG9,21-Registered,postRapalog_Cl35_cont_6a/
441.930,112.381,329.549,359885,1,ATG9,21-Registered,postRapalog_Cl35_cont_6a/
137.509,105.894,31.615,139321,0,TPD54,01-Registered,postRapalog_Cl35_cont_6b/
140.033,105.894,34.139,184723,1,TPD54,01-Registered,postRapalog_Cl35_cont_6b/
409.211,105.898,303.313,139321,0,ATG9,01-Registered,postRapalog_Cl35_cont_6b/
263.917,105.898,158.019,184723,1,ATG9,01-Registered,postRapalog_Cl35_cont_6b/
157.065,105.643,51.421,94610,0,TPD54,02-Registered,postRapalog_Cl35_cont_6b/
142.448,105.643,36.805,126862,1,TPD54,02-Registered,postRapalog_Cl35_cont_6b/
375.417,104.740,270.678,94610,0,ATG9,02-Registered,postRapalog_Cl35_cont_6b/
180.982,104.740,76.243,126862,1,ATG9,02-Registered,postRapalog_Cl35_cont_6b/
211.737,106.142,105.595,206505,0,TPD54,03-Registered,postRapalog_Cl35_cont_6b/
183.387,106.142,77.245,358870,1,TPD54,03-Registered,postRapalog_Cl35_cont_6b/
240.961,105.179,135.782,206505,0,ATG9,03-Registered,postRapalog_Cl35_cont_6b/
148.129,105.179,42.950,358870,1,ATG9,03-Registered,postRapalog_Cl35_cont_6b/
188.537,106.071,82.466,195243,0,TPD54,04-Registered,postRapalog_Cl35_cont_6b/
178.727,106.071,72.655,276078,1,TPD54,04-Registered,postRapalog_Cl35_cont_6b/
227.969,104.906,123.063,195243,0,ATG9,04-Registered,postRapalog_Cl35_cont_6b/
178.908,104.906,74.002,276078,1,ATG9,04-Registered,postRapalog_Cl35_cont_6b/
196.971,105.885,91.086,162598,0,TPD54,05-Registered,postRapalog_Cl35_cont_6b/
177.829,105.885,71.945,181089,1,TPD54,05-Registered,postRapalog_Cl35_cont_6b/
1023.200,104.840,918.361,162598,0,ATG9,05-Registered,postRapalog_Cl35_cont_6b/
359.640,104.840,254.801,181089,1,ATG9,05-Registered,postRapalog_Cl35_cont_6b/
178.140,109.388,68.751,111965,0,TPD54,06-Registered,postRapalog_Cl35_cont_6b/
151.910,109.388,42.522,112877,1,TPD54,06-Registered,postRapalog_Cl35_cont_6b/
462.972,105.182,357.790,111965,0,ATG9,06-Registered,postRapalog_Cl35_cont_6b/
224.414,105.182,119.233,112877,1,ATG9,06-Registered,postRapalog_Cl35_cont_6b/
179.742,121.173,58.569,247005,0,TPD54,07-Registered,postRapalog_Cl35_cont_6b/
171.329,121.173,50.156,303959,1,TPD54,07-Registered,postRapalog_Cl35_cont_6b/
201.104,109.086,92.018,247005,0,ATG9,07-Registered,postRapalog_Cl35_cont_6b/
163.685,109.086,54.599,303959,1,ATG9,07-Registered,postRapalog_Cl35_cont_6b/
191.735,121.687,70.048,173385,0,TPD54,08-Registered,postRapalog_Cl35_cont_6b/
183.134,121.687,61.447,214117,1,TPD54,08-Registered,postRapalog_Cl35_cont_6b/
167.330,108.290,59.040,173385,0,ATG9,08-Registered,postRapalog_Cl35_cont_6b/
139.782,108.290,31.492,214117,1,ATG9,08-Registered,postRapalog_Cl35_cont_6b/
216.114,108.619,107.495,305294,0,TPD54,09-Registered,postRapalog_Cl35_cont_6b/
180.001,108.619,71.382,280892,1,TPD54,09-Registered,postRapalog_Cl35_cont_6b/
258.469,106.048,152.421,305294,0,ATG9,09-Registered,postRapalog_Cl35_cont_6b/
185.404,106.048,79.356,280892,1,ATG9,09-Registered,postRapalog_Cl35_cont_6b/
171.778,108.021,63.757,252833,0,TPD54,10-Registered,postRapalog_Cl35_cont_6b/
164.711,108.021,56.690,316964,1,TPD54,10-Registered,postRapalog_Cl35_cont_6b/
230.203,106.022,124.181,252833,0,ATG9,10-Registered,postRapalog_Cl35_cont_6b/
179.107,106.022,73.085,316964,1,ATG9,10-Registered,postRapalog_Cl35_cont_6b/
200.498,106.428,94.070,334684,0,TPD54,11-Registered,postRapalog_Cl35_cont_6b/
157.365,106.428,50.938,382754,1,TPD54,11-Registered,postRapalog_Cl35_cont_6b/
502.586,105.766,396.820,334684,0,ATG9,11-Registered,postRapalog_Cl35_cont_6b/
228.172,105.766,122.406,382754,1,ATG9,11-Registered,postRapalog_Cl35_cont_6b/
181.173,108.216,72.957,177850,0,TPD54,12-Registered,postRapalog_Cl35_cont_6b/
174.510,108.216,66.294,282271,1,TPD54,12-Registered,postRapalog_Cl35_cont_6b/
419.558,107.224,312.334,177850,0,ATG9,12-Registered,postRapalog_Cl35_cont_6b/
268.429,107.224,161.205,282271,1,ATG9,12-Registered,postRapalog_Cl35_cont_6b/
193.053,106.565,86.488,67460,0,TPD54,13-Registered,postRapalog_Cl35_cont_6b/
176.682,106.565,70.116,97529,1,TPD54,13-Registered,postRapalog_Cl35_cont_6b/
2043.558,105.170,1938.388,67460,0,ATG9,13-Registered,postRapalog_Cl35_cont_6b/
966.937,105.170,861.766,97529,1,ATG9,13-Registered,postRapalog_Cl35_cont_6b/
201.322,138.882,62.440,260379,0,TPD54,14-Registered,postRapalog_Cl35_cont_6b/
189.098,138.882,50.215,333592,1,TPD54,14-Registered,postRapalog_Cl35_cont_6b/
316.154,110.242,205.912,260379,0,ATG9,14-Registered,postRapalog_Cl35_cont_6b/
208.548,110.242,98.305,333592,1,ATG9,14-Registered,postRapalog_Cl35_cont_6b/
177.652,106.182,71.469,153551,0,TPD54,15-Registered,postRapalog_Cl35_cont_6b/
159.453,106.182,53.271,177361,1,TPD54,15-Registered,postRapalog_Cl35_cont_6b/
383.478,105.008,278.470,153551,0,ATG9,15-Registered,postRapalog_Cl35_cont_6b/
200.517,105.008,95.509,177361,1,ATG9,15-Registered,postRapalog_Cl35_cont_6b/
174.811,106.011,68.800,140752,0,TPD54,16-Registered,postRapalog_Cl35_cont_6b/
152.848,106.011,46.837,141514,1,TPD54,16-Registered,postRapalog_Cl35_cont_6b/
859.951,104.846,755.105,140752,0,ATG9,16-Registered,postRapalog_Cl35_cont_6b/
309.755,104.846,204.909,141514,1,ATG9,16-Registered,postRapalog_Cl35_cont_6b/
197.533,111.418,86.114,137310,0,TPD54,17-Registered,postRapalog_Cl35_cont_6b/
191.533,111.418,80.114,148581,1,TPD54,17-Registered,postRapalog_Cl35_cont_6b/
329.569,107.610,221.960,137310,0,ATG9,17-Registered,postRapalog_Cl35_cont_6b/
174.398,107.610,66.789,148581,1,ATG9,17-Registered,postRapalog_Cl35_cont_6b/
206.754,106.588,100.166,108647,0,TPD54,18-Registered,postRapalog_Cl35_cont_6b/
184.512,106.588,77.924,104000,1,TPD54,18-Registered,postRapalog_Cl35_cont_6b/
2737.968,105.506,2632.462,108647,0,ATG9,18-Registered,postRapalog_Cl35_cont_6b/
1652.367,105.506,1546.861,104000,1,ATG9,18-Registered,postRapalog_Cl35_cont_6b/
195.490,106.311,89.179,120792,0,TPD54,19-Registered,postRapalog_Cl35_cont_6b/
186.571,106.311,80.259,179530,1,TPD54,19-Registered,postRapalog_Cl35_cont_6b/
534.762,104.958,429.804,120792,0,ATG9,19-Registered,postRapalog_Cl35_cont_6b/
344.226,104.958,239.268,179530,1,ATG9,19-Registered,postRapalog_Cl35_cont_6b/
170.093,106.326,63.767,118891,0,TPD54,20-Registered,postRapalog_Cl35_cont_6b/
163.579,106.326,57.253,147237,1,TPD54,20-Registered,postRapalog_Cl35_cont_6b/
266.361,104.767,161.594,118891,0,ATG9,20-Registered,postRapalog_Cl35_cont_6b/
164.007,104.767,59.239,147237,1,ATG9,20-Registered,postRapalog_Cl35_cont_6b/
203.698,111.786,91.912,166527,0,TPD54,21-Registered,postRapalog_Cl35_cont_6b/
189.977,111.786,78.191,259805,1,TPD54,21-Registered,postRapalog_Cl35_cont_6b/
208.434,108.600,99.835,166527,0,ATG9,21-Registered,postRapalog_Cl35_cont_6b/
145.405,108.600,36.805,259805,1,ATG9,21-Registered,postRapalog_Cl35_cont_6b/
115.117,107.086,8.030,596201,0,TPD54,01-Registered,postRapalog_Cl35_test_5a/
118.573,107.086,11.487,191851,1,TPD54,01-Registered,postRapalog_Cl35_test_5a/
107.470,105.762,1.708,596201,0,ATG9,01-Registered,postRapalog_Cl35_test_5a/
110.429,105.762,4.667,191851,1,ATG9,01-Registered,postRapalog_Cl35_test_5a/
211.287,106.646,104.641,245812,0,TPD54,02-Registered,postRapalog_Cl35_test_5a/
194.701,106.646,88.055,241146,1,TPD54,02-Registered,postRapalog_Cl35_test_5a/
263.900,105.425,158.475,245812,0,ATG9,02-Registered,postRapalog_Cl35_test_5a/
139.866,105.425,34.441,241146,1,ATG9,02-Registered,postRapalog_Cl35_test_5a/
165.107,107.768,57.339,150174,0,TPD54,03-Registered,postRapalog_Cl35_test_5a/
140.944,107.768,33.175,181846,1,TPD54,03-Registered,postRapalog_Cl35_test_5a/
292.917,108.246,184.671,150174,0,ATG9,03-Registered,postRapalog_Cl35_test_5a/
143.984,108.246,35.738,181846,1,ATG9,03-Registered,postRapalog_Cl35_test_5a/
259.920,109.199,150.721,201106,0,TPD54,04-Registered,postRapalog_Cl35_test_5a/
191.927,109.199,82.728,295059,1,TPD54,04-Registered,postRapalog_Cl35_test_5a/
816.824,106.904,709.919,201106,0,ATG9,04-Registered,postRapalog_Cl35_test_5a/
403.768,106.904,296.863,295059,1,ATG9,04-Registered,postRapalog_Cl35_test_5a/
227.867,107.189,120.678,239077,0,TPD54,05-Registered,postRapalog_Cl35_test_5a/
180.964,107.189,73.775,323661,1,TPD54,05-Registered,postRapalog_Cl35_test_5a/
