Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
171.420,105.615,65.805,172247,0,TPD54,01-Registered,postRapalog_Cl35_cont_6a/
134.266,105.615,28.651,202672,1,TPD54,01-Registered,postRapalog_Cl35_cont_6a/
385.602,104.348,281.254,172247,0,ATG9,01-Registered,postRapalog_Cl35_cont_6a/
188.042,104.348,83.694,202672,1,ATG9,01-Registered,postRapalog_Cl35_cont_6a/
170.262,105.850,64.413,79184,0,TPD54,02-Registered,postRapalog_Cl35_cont_6a/
149.255,105.850,43.405,97252,1,TPD54,02-Registered,postRapalog_Cl35_cont_6a/
442.674,104.506,338.169,79184,0,ATG9,02-Registered,postRapalog_Cl35_cont_6a/
230.701,104.506,126.196,97252,1,ATG9,02-Registered,postRapalog_Cl35_cont_6a/
169.749,108.174,61.575,280836,0,TPD54,03-Registered,postRapalog_Cl35_cont_6a/
145.214,108.174,37.040,432022,1,TPD54,03-Registered,postRapalog_Cl35_cont_6a/
360.734,107.281,253.453,280836,0,ATG9,03-Registered,postRapalog_Cl35_cont_6a/
215.404,107.281,108.122,432022,1,ATG9,03-Registered,postRapalog_Cl35_cont_6a/
176.113,106.799,69.315,174791,0,TPD54,04-Registered,postRapalog_Cl35_cont_6a/
154.117,106.799,47.318,281053,1,TPD54,04-Registered,postRapalog_Cl35_cont_6a/
582.485,104.928,477.557,174791,0,ATG9,04-Registered,postRapalog_Cl35_cont_6a/
320.104,104.928,215.175,281053,1,ATG9,04-Registered,postRapalog_Cl35_cont_6a/
195.130,105.689,89.441,204252,0,TPD54,05-Registered,postRapalog_Cl35_cont_6a/
156.253,105.689,50.564,197491,1,TPD54,05-Registered,postRapalog_Cl35_cont_6a/
822.692,105.650,717.041,204252,0,ATG9,05-Registered,postRapalog_Cl35_cont_6a/
308.442,105.650,202.791,197491,1,ATG9,05-Registered,postRapalog_Cl35_cont_6a/
181.084,106.271,74.813,256771,0,TPD54,06-Registered,postRapalog_Cl35_cont_6a/
145.667,106.271,39.395,424193,1,TPD54,06-Registered,postRapalog_Cl35_cont_6a/
565.539,105.959,459.580,256771,0,ATG9,06-Registered,postRapalog_Cl35_cont_6a/
325.781,105.959,219.822,424193,1,ATG9,06-Registered,postRapalog_Cl35_cont_6a/
215.142,106.415,108.727,102876,0,TPD54,07-Registered,postRapalog_Cl35_cont_6a/
192.757,106.415,86.342,115776,1,TPD54,07-Registered,postRapalog_Cl35_cont_6a/
1142.033,105.212,1036.821,102876,0,ATG9,07-Registered,postRapalog_Cl35_cont_6a/
709.550,105.212,604.338,115776,1,ATG9,07-Registered,postRapalog_Cl35_cont_6a/
206.771,106.281,100.491,30310,0,TPD54,08-Registered,postRapalog_Cl35_cont_6a/
193.147,106.281,86.866,52948,1,TPD54,08-Registered,postRapalog_Cl35_cont_6a/
1609.112,104.652,1504.460,30310,0,ATG9,08-Registered,postRapalog_Cl35_cont_6a/
428.231,104.652,323.579,52948,1,ATG9,08-Registered,postRapalog_Cl35_cont_6a/
213.425,105.980,107.445,55433,0,TPD54,09-Registered,postRapalog_Cl35_cont_6a/
185.953,105.980,79.973,79435,1,TPD54,09-Registered,postRapalog_Cl35_cont_6a/
383.547,104.904,278.644,55433,0,ATG9,09-Registered,postRapalog_Cl35_cont_6a/
234.996,104.904,130.092,79435,1,ATG9,09-Registered,postRapalog_Cl35_cont_6a/
201.861,106.111,95.750,280094,0,TPD54,10-Registered,postRapalog_Cl35_cont_6a/
173.541,106.111,67.430,352705,1,TPD54,10-Registered,postRapalog_Cl35_cont_6a/
263.721,104.882,158.839,280094,0,ATG9,10-Registered,postRapalog_Cl35_cont_6a/
142.060,104.882,37.178,352705,1,ATG9,10-Registered,postRapalog_Cl35_cont_6a/
222.250,106.122,116.128,53527,0,TPD54,11-Registered,postRapalog_Cl35_cont_6a/
197.144,106.122,91.022,64871,1,TPD54,11-Registered,postRapalog_Cl35_cont_6a/
682.198,108.445,573.752,53527,0,ATG9,11-Registered,postRapalog_Cl35_cont_6a/
215.619,108.445,107.174,64871,1,ATG9,11-Registered,postRapalog_Cl35_cont_6a/
214.341,109.097,105.244,281455,0,TPD54,12-Registered,postRapalog_Cl35_cont_6a/
191.323,109.097,82.226,395860,1,TPD54,12-Registered,postRapalog_Cl35_cont_6a/
702.929,109.432,593.497,281455,0,ATG9,12-Registered,postRapalog_Cl35_cont_6a/
327.818,109.432,218.386,395860,1,ATG9,12-Registered,postRapalog_Cl35_cont_6a/
206.329,107.124,99.205,185304,0,TPD54,13-Registered,postRapalog_Cl35_cont_6a/
182.371,107.124,75.248,214727,1,TPD54,13-Registered,postRapalog_Cl35_cont_6a/
693.722,109.118,584.604,185304,0,ATG9,13-Registered,postRapalog_Cl35_cont_6a/
315.344,109.118,206.226,214727,1,ATG9,13-Registered,postRapalog_Cl35_cont_6a/
