 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,945,999,23,962,1022,52,18,24,30,1,1,1,7100,0,7100,6766235,7180015,277150,952.991,1011.270,39.035,6766235,7180015,277150,952.991,1011.270,39.035,68039.553,9.583,17.878,1.866,68039.553,9.583,17.878,1.866
2,2,947,1104,23,965,1126,58,19,23,36,2,2,2,15998,0,7999,15291422,17838260,617454,955.833,1115.031,38.596,7645711,8919130,308727,955.833,1115.031,38.596,80804.441,10.102,20.129,1.993,80804.441,10.102,20.129,1.993
3,3,488,559,28,494,568,47,7,10,20,3,3,3,1755,0,585,861525,988335,67200,490.897,563.154,38.291,287175,329445,22400,490.897,563.154,38.291,2691.311,4.601,10.906,2.370,2691.311,4.601,10.906,2.370
4,4,838,702,28,853,714,47,16,13,20,4,4,4,10620,0,2655,8982700,7516820,396600,845.829,707.798,37.345,2245675,1879205,99150,845.829,707.798,37.345,18218.057,6.862,12.181,1.775,18218.057,6.862,12.181,1.775
5,5,641,715,28,650,725,47,10,11,20,5,5,5,3975,0,795,2564875,2860375,149250,645.252,719.591,37.547,512975,572075,29850,645.252,719.591,37.547,3666.615,4.612,10.101,2.190,3666.615,4.612,10.101,2.190
6,6,559,805,28,572,825,52,14,21,25,6,6,6,26520,0,4420,14987160,21601440,1054950,565.127,814.534,39.779,2497860,3600240,175825,565.127,814.534,39.779,36428.962,8.242,15.261,1.852,36428.962,8.242,15.261,1.852
7,7,896,852,28,912,869,47,17,18,20,7,7,7,21385,0,3055,19343205,18354980,804300,904.522,858.311,37.610,2763315,2622140,114900,904.522,858.311,37.610,21968.909,7.191,12.488,1.737,21968.909,7.191,12.488,1.737
8,8,559,852,28,578,862,52,20,11,25,8,8,8,21280,0,2660,12079560,18238040,865600,567.648,857.051,40.677,1509945,2279755,108200,567.648,857.051,40.677,19418.191,7.300,13.543,1.855,19418.191,7.300,13.543,1.855
9,9,863,872,28,882,890,52,20,19,25,9,9,9,43335,0,4815,37837980,38148660,1688625,873.151,880.320,38.967,4204220,4238740,187625,873.151,880.320,38.967,39726.404,8.251,14.762,1.789,39726.404,8.251,14.762,1.789
10,10,916,888,28,930,903,52,15,16,25,10,10,10,25250,0,2525,23311850,22597500,979000,923.242,894.950,38.772,2331185,2259750,97900,923.242,894.950,38.772,17631.346,6.983,13.889,1.989,17631.346,6.983,13.889,1.989
11,11,591,912,28,600,936,52,10,25,25,11,11,11,31130,0,2830,18555900,28721165,1185250,596.078,922.620,38.074,1686900,2611015,107750,596.078,922.620,38.074,23437.094,8.282,16.076,1.941,23437.094,8.282,16.076,1.941
12,12,915,928,28,926,940,47,12,13,20,12,12,12,19860,0,1655,18275100,18550200,784800,920.196,934.048,39.517,1522925,1545850,65400,920.196,934.048,39.517,9695.916,5.859,11.758,2.007,9695.916,5.859,11.758,2.007
13,13,987,929,28,1009,944,52,23,16,25,13,13,13,43680,0,3360,43584320,40924390,1760200,997.810,936.914,40.298,3352640,3148030,135400,997.810,936.914,40.298,27661.308,8.233,15.330,1.862,27661.308,8.233,15.330,1.862
14,14,427,984,28,431,987,42,5,4,15,14,14,14,2310,0,165,991130,2275910,83300,429.061,985.242,36.061,70795,162565,5950,429.061,985.242,36.061,621.781,3.768,8.323,2.209,621.781,3.768,8.323,2.209
15,15,1133,988,28,1150,1003,52,18,16,25,15,15,15,54600,0,3640,62301150,54333225,2119500,1141.047,995.114,38.819,4153410,3622215,141300,1141.047,995.114,38.819,27483.406,7.550,13.883,1.839,27483.406,7.550,13.883,1.839
16,16,570,992,28,579,1004,47,10,13,20,16,16,16,23200,0,1450,13326720,23148960,879600,574.428,997.800,37.914,832920,1446810,54975,574.428,997.800,37.914,8690.880,5.994,11.780,1.965,8690.880,5.994,11.780,1.965
17,17,768,1014,28,768,1014,37,1,1,10,17,17,17,170,0,10,130560,172380,5525,768.000,1014.000,32.500,7680,10140,325,768.000,1014.000,32.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
18,18,829,1011,28,842,1023,47,14,13,20,18,18,18,29520,0,1640,24661980,30030570,1102950,835.433,1017.296,37.363,1370110,1668365,61275,835.433,1017.296,37.363,10113.482,6.167,11.108,1.801,10113.482,6.167,11.108,1.801
19,19,935,1033,28,946,1046,47,12,14,20,19,19,19,36575,0,1925,34401685,38019570,1355175,940.579,1039.496,37.052,1810615,2001030,71325,940.579,1039.496,37.052,12138.386,6.306,11.169,1.771,12138.386,6.306,11.169,1.771
20,20,1022,1028,28,1043,1046,47,22,19,20,20,20,20,71200,0,3560,73592700,73873700,2697000,1033.605,1037.552,37.879,3679635,3693685,134850,1033.605,1037.552,37.879,27793.231,7.807,14.638,1.875,27793.231,7.807,14.638,1.875
21,21,982,1037,28,993,1047,52,12,11,25,21,21,21,41685,0,1985,41167035,43422855,1652700,987.574,1041.690,39.647,1960335,2067755,78700,987.574,1041.690,39.647,13047.880,6.573,12.795,1.947,13047.880,6.573,12.795,1.947
