 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,325,851,23,344,864,47,20,14,25,1,1,1,3070,0,3070,1022160,2633190,111425,332.951,857.717,36.295,1022160,2633190,111425,332.951,857.717,36.295,23612.384,7.691,14.667,1.907,23612.384,7.691,14.667,1.907
2,2,693,851,23,705,868,47,13,18,25,2,2,2,6640,0,3320,4640540,5707270,234400,698.877,859.529,35.301,2320270,2853635,117200,698.877,859.529,35.301,25199.581,7.590,13.533,1.783,25199.581,7.590,13.533,1.783
3,3,247,989,23,264,1009,47,18,21,25,3,3,3,14955,0,4985,3826740,14946075,531450,255.884,999.403,35.537,1275580,4982025,177150,255.884,999.403,35.537,42982.319,8.622,15.289,1.773,42982.319,8.622,15.289,1.773
4,4,525,92,28,552,111,52,28,20,25,4,4,4,21900,0,5475,11820720,2224860,883100,539.759,101.592,40.324,2955180,556215,220775,539.759,101.592,40.324,51529.679,9.412,17.679,1.878,51529.679,9.412,17.679,1.878
5,5,236,137,28,247,150,47,12,14,20,5,5,5,10625,0,2125,2566325,1526900,402375,241.536,143.708,37.871,513265,305380,80475,241.536,143.708,37.871,13492.057,6.349,11.351,1.788,13492.057,6.349,11.351,1.788
6,6,752,182,28,764,195,47,13,14,20,6,6,6,12510,0,2085,9479250,2363280,468900,757.734,188.911,37.482,1579875,393880,78150,757.734,188.911,37.482,13334.903,6.396,11.134,1.741,13334.903,6.396,11.134,1.741
7,7,996,172,28,1017,196,63,22,25,36,7,7,7,49826,0,7118,50138172,9110556,2287138,1006.265,182.847,45.903,7162596,1301508,326734,1006.265,182.847,45.903,71423.340,10.034,20.181,2.011,71423.340,10.034,20.181,2.011
8,8,1058,242,28,1067,253,47,10,12,20,8,8,8,12040,0,1505,12793040,2976600,475200,1062.545,247.226,39.468,1599130,372075,59400,1062.545,247.226,39.468,8732.397,5.802,11.707,2.018,8732.397,5.802,11.707,2.018
9,9,752,251,28,767,266,58,16,16,31,9,9,9,37377,0,4153,28387476,9665910,1581246,759.490,258.606,42.305,3154164,1073990,175694,759.490,258.606,42.305,34349.225,8.271,16.408,1.984,34349.225,8.271,16.408,1.984
10,10,1036,264,28,1047,273,52,12,10,25,10,10,10,13600,0,1360,14165000,3650550,545000,1041.544,268.423,40.074,1416500,365055,54500,1041.544,268.423,40.074,7511.266,5.523,12.166,2.203,7511.266,5.523,12.166,2.203
11,11,826,278,28,849,312,58,24,35,31,11,11,11,91773,0,8343,76917951,27112052,4004814,838.133,295.425,43.638,6992541,2464732,364074,838.133,295.425,43.638,89936.671,10.780,21.293,1.975,89936.671,10.780,21.293,1.975
12,12,932,288,28,953,307,52,22,20,25,12,12,12,60600,0,5050,57106200,18055140,2451300,942.347,297.940,40.450,4758850,1504595,204275,942.347,297.940,40.450,42995.132,8.514,15.542,1.826,42995.132,8.514,15.542,1.826
13,13,111,375,28,120,384,47,10,10,20,13,13,13,11375,0,875,1311830,4320290,430950,115.326,379.806,37.886,100910,332330,33150,115.326,379.806,37.886,4335.216,4.955,10.188,2.056,4335.216,4.955,10.188,2.056
14,14,853,399,28,862,414,47,10,16,20,14,14,14,24080,0,1720,20653290,9796220,938700,857.695,406.820,38.983,1475235,699730,67050,857.695,406.820,38.983,10724.630,6.235,11.747,1.884,10724.630,6.235,11.747,1.884
15,15,84,472,28,107,514,52,24,43,25,15,15,15,98700,0,6580,9330450,48573075,3819750,94.533,492.128,38.701,622030,3238205,254650,94.533,492.128,38.701,78285.745,11.898,24.908,2.094,78285.745,11.898,24.908,2.094
16,16,962,502,28,981,517,52,20,16,25,16,16,16,65440,0,4090,63587200,33370400,2700000,971.687,509.939,41.259,3974200,2085650,168750,971.687,509.939,41.259,32622.542,7.976,14.095,1.767,32622.542,7.976,14.095,1.767
17,17,72,511,28,74,513,42,3,3,15,17,17,17,1275,0,75,93500,652885,47175,73.333,512.067,37.000,5500,38405,2775,73.333,512.067,37.000,233.482,3.113,9.087,2.919,233.482,3.113,9.087,2.919
18,18,75,516,28,76,517,42,2,2,15,18,18,18,540,0,30,40680,278820,19350,75.333,516.333,35.833,2260,15490,1075,75.333,516.333,35.833,95.517,3.184,7.848,2.465,95.517,3.184,7.848,2.465
19,19,1,538,28,4,546,42,4,9,15,19,19,19,7790,0,410,16910,4221135,276450,2.171,541.866,35.488,890,222165,14550,2.171,541.866,35.488,1853.800,4.521,8.508,1.882,1853.800,4.521,8.508,1.882
20,20,1043,546,28,1057,558,52,15,13,25,20,20,20,45700,0,2285,47957500,25253400,1836000,1049.398,552.591,40.175,2397875,1262670,91800,1049.398,552.591,40.175,15310.316,6.700,12.880,1.922,15310.316,6.700,12.880,1.922
21,21,985,572,28,1003,590,52,19,19,25,21,21,21,81480,0,3880,80938725,47316570,3287025,993.357,580.714,40.341,3854225,2253170,156525,993.357,580.714,40.341,31361.273,8.083,15.147,1.874,31361.273,8.083,15.147,1.874
22,22,963,575,28,982,619,52,20,45,25,22,22,22,182050,0,8275,177078110,109140680,7211600,972.689,599.509,39.613,8049005,4960940,327800,972.689,599.509,39.613,106009.514,12.811,25.601,1.998,106009.514,12.811,25.601,1.998
23,23,1042,601,28,1056,612,47,15,12,20,23,23,23,25760,0,1120,27005795,15620105,950475,1048.362,606.371,36.897,1174165,679135,41325,1048.362,606.371,36.897,6330.718,5.652,10.531,1.863,6330.718,5.652,10.531,1.863
24,24,992,614,28,1009,648,52,18,35,25,24,24,24,159960,0,6665,160104240,100443240,6618000,1000.902,627.927,41.373,6671010,4185135,275750,1000.902,627.927,41.373,74528.706,11.182,21.916,1.960,74528.706,11.182,21.916,1.960
25,25,951,689,28,976,715,47,26,27,20,25,25,25,102625,0,4105,98897625,72242375,3883125,963.680,703.945,37.838,3955905,2889695,155325,963.680,703.945,37.838,37374.122,9.105,21.065,2.314,37374.122,9.105,21.065,2.314
26,26,127,715,28,137,724,42,11,10,15,26,26,26,22100,0,850,2935140,15909660,801450,132.812,719.894,36.265,112890,611910,30825,132.812,719.894,36.265,4111.728,4.837,9.138,1.889,4111.728,4.837,9.138,1.889
27,27,453,735,28,463,745,47,11,11,20,27,27,27,28080,0,1040,12853080,20784735,1038825,457.731,740.197,36.995,476040,769805,38475,457.731,740.197,36.995,5197.402,4.998,10.343,2.070,5197.402,4.998,10.343,2.070
28,28,957,754,28,969,769,47,13,16,20,28,28,28,57820,0,2065,55724480,44018940,2202900,963.758,761.310,38.099,1990160,1572105,78675,963.758,761.310,38.099,13449.374,6.513,12.138,1.864,13449.374,6.513,12.138,1.864
29,29,607,832,28,615,844,47,9,13,20,29,29,29,34365,0,1185,20984690,28781485,1326750,610.641,837.523,38.608,723610,992465,45750,610.641,837.523,38.608,6342.551,5.352,10.841,2.026,6342.551,5.352,10.841,2.026
30,30,307,908,28,323,921,47,17,14,20,30,30,30,80400,0,2680,25259850,73539450,3006000,314.177,914.670,37.388,841995,2451315,100200,314.177,914.670,37.388,18515.592,6.909,12.610,1.825,18515.592,6.909,12.610,1.825
31,31,905,968,28,913,981,47,9,14,20,31,31,31,28520,0,920,25925455,27806225,1060200,909.027,974.973,37.174,836305,896975,34200,909.027,974.973,37.174,4734.650,5.146,10.222,1.986,4734.650,5.146,10.222,1.986
