 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,130,771,23,138,779,37,9,9,15,1,1,1,510,0,510,68585,395305,16425,134.480,775.108,32.206,68585,395305,16425,134.480,775.108,32.206,2074.899,4.068,9.287,2.283,2074.899,4.068,9.287,2.283
2,2,113,790,23,117,793,37,5,4,15,2,2,2,300,0,150,34520,237380,9450,115.067,791.267,31.500,17260,118690,4725,115.067,791.267,31.500,533.200,3.555,8.598,2.419,533.200,3.555,8.598,2.419
3,3,185,880,23,192,889,42,8,10,20,3,3,3,2070,0,690,389745,1830405,64650,188.283,884.254,31.232,129915,610135,21550,188.283,884.254,31.232,3260.237,4.725,10.865,2.299,3260.237,4.725,10.865,2.299
4,4,887,120,28,906,141,58,20,22,31,4,4,4,22824,0,5706,20459088,2988472,1001292,896.385,130.936,43.870,5114772,747118,250323,896.385,130.936,43.870,50198.518,8.797,16.462,1.871,50198.518,8.797,16.462,1.871
5,5,853,174,28,867,188,58,15,15,31,5,5,5,19855,0,3971,17063700,3598825,891115,859.416,181.255,44.881,3412740,719765,178223,859.416,181.255,44.881,32528.566,8.192,17.459,2.131,32528.566,8.192,17.459,2.131
6,6,181,307,28,198,323,52,18,17,25,6,6,6,23250,0,3875,4379850,7309890,977700,188.381,314.404,42.052,729975,1218315,162950,188.381,314.404,42.052,30767.732,7.940,15.131,1.906,30767.732,7.940,15.131,1.906
7,7,134,311,28,146,321,52,13,11,25,7,7,7,12775,0,1825,1791055,4034380,509250,140.200,315.803,39.863,255865,576340,72750,140.200,315.803,39.863,11484.184,6.293,12.482,1.984,11484.184,6.293,12.482,1.984
8,8,137,373,28,152,396,52,16,24,25,8,8,8,41600,0,5200,6028880,15993000,1610200,144.925,384.447,38.707,753610,1999125,201275,144.925,384.447,38.707,45617.251,8.773,15.819,1.803,45617.251,8.773,15.819,1.803
9,9,161,401,28,174,414,52,14,14,25,9,9,9,15930,0,1770,2647305,6504615,625500,166.184,408.325,39.266,294145,722735,69500,166.184,408.325,39.266,11615.938,6.563,15.036,2.291,11615.938,6.563,15.036,2.291
10,10,142,461,28,153,471,47,12,11,20,10,10,10,16300,0,1630,2401750,7596500,603750,147.347,466.043,37.040,240175,759650,60375,147.347,466.043,37.040,9911.603,6.081,11.058,1.818,9911.603,6.081,11.058,1.818
