 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,585,35,13,592,44,32,8,10,20,1,1,1,685,0,685,403260,26785,15200,588.701,39.102,22.190,403260,26785,15200,588.701,39.102,22.190,3229.086,4.714,10.370,2.200,3229.086,4.714,10.370,2.200
2,2,66,564,13,74,572,32,9,9,20,2,2,2,1070,0,535,74740,607450,23550,69.850,567.710,22.009,37370,303725,11775,69.850,567.710,22.009,2382.106,4.453,10.895,2.447,2382.106,4.453,10.895,2.447
3,3,105,589,13,117,603,42,13,15,30,3,3,3,8925,0,2975,993510,5315955,238575,111.318,595.625,26.731,331170,1771985,79525,111.318,595.625,26.731,21789.500,7.324,15.358,2.097,21789.500,7.324,15.358,2.097
4,4,422,1191,13,436,1198,37,15,8,25,4,4,4,6480,0,1620,2777220,7747040,163500,428.583,1195.531,25.231,694305,1936760,40875,428.583,1195.531,25.231,10807.596,6.671,13.293,1.993,10807.596,6.671,13.293,1.993
5,5,18,557,18,28,566,32,11,10,15,5,5,5,5325,0,1065,121150,2988875,135250,22.751,561.291,25.399,24230,597775,27050,22.751,561.291,25.399,5520.071,5.183,9.087,1.753,5520.071,5.183,9.087,1.753
6,6,205,619,18,210,627,32,6,9,15,6,6,6,1950,0,325,405240,1214280,44700,207.815,622.708,22.923,67540,202380,7450,207.815,622.708,22.923,1244.610,3.830,9.507,2.483,1244.610,3.830,9.507,2.483
7,7,894,826,18,921,853,52,28,28,35,7,7,7,83930,0,11990,76138650,70368690,2889775,907.168,838.421,34.431,10876950,10052670,412825,907.168,838.421,34.431,133184.607,11.108,19.873,1.789,133184.607,11.108,19.873,1.789
8,8,1026,826,18,1036,835,42,11,10,25,8,8,8,9400,0,1175,9691000,7810120,287400,1030.957,830.864,30.574,1211375,976265,35925,1030.957,830.864,30.574,6395.870,5.443,12.612,2.317,6395.870,5.443,12.612,2.317
9,9,620,851,18,641,870,47,22,20,30,9,9,9,51840,0,5760,32695200,44554860,1767600,630.694,859.469,34.097,3632800,4950540,196400,630.694,859.469,34.097,52089.166,9.043,16.627,1.839,52089.166,9.043,16.627,1.839
10,10,536,244,23,536,244,32,1,1,10,10,10,10,100,0,10,53600,24400,2750,536.000,244.000,27.500,5360,2440,275,536.000,244.000,27.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
11,11,812,601,23,837,631,58,26,31,36,11,11,11,99693,0,9063,82150651,61566285,3910104,824.036,617.559,39.221,7468241,5596935,355464,824.036,617.559,39.221,101520.474,11.202,23.387,2.088,101520.474,11.202,23.387,2.088
12,12,701,611,23,716,628,52,16,18,30,12,12,12,55980,0,4665,39639660,34668960,2165400,708.104,619.310,38.682,3303305,2889080,180450,708.104,619.310,38.682,39974.986,8.569,17.395,2.030,39974.986,8.569,17.395,2.030
13,13,689,635,23,696,642,42,8,8,20,13,13,13,5785,0,445,4004715,3693755,189800,692.258,638.506,32.809,308055,284135,14600,692.258,638.506,32.809,1880.918,4.227,10.348,2.448,1880.918,4.227,10.348,2.448
14,14,371,735,23,372,735,32,2,1,10,14,14,14,280,0,20,104020,205800,7700,371.500,735.000,27.500,7430,14700,550,371.500,735.000,27.500,51.604,2.580,4.528,1.755,51.604,2.580,4.528,1.755
15,15,663,737,23,679,759,47,17,23,25,15,15,15,71850,0,4790,48185700,53890425,2537625,670.643,750.041,35.318,3212380,3592695,169175,670.643,750.041,35.318,40851.006,8.528,16.526,1.938,40851.006,8.528,16.526,1.938
16,16,841,762,23,853,772,47,13,11,25,16,16,16,33200,0,2075,28130880,25473520,1120400,847.316,767.275,33.747,1758180,1592095,70025,847.316,767.275,33.747,13898.162,6.698,13.727,2.049,13898.162,6.698,13.727,2.049
17,17,634,785,23,657,816,65,24,32,43,17,17,17,188853,0,11109,121754901,151520524,8471457,644.707,802.320,44.857,7162053,8912972,498321,644.707,802.320,44.857,140864.923,12.680,27.046,2.133,140864.923,12.680,27.046,2.133
18,18,381,822,23,389,831,42,9,10,20,18,18,18,12510,0,695,4810770,10346400,400500,384.554,827.050,32.014,267265,574800,22250,384.554,827.050,32.014,3383.159,4.868,10.749,2.208,3383.159,4.868,10.749,2.208
19,19,446,979,23,455,988,42,10,10,20,19,19,19,19380,0,1020,8740475,19064410,614175,451.005,983.716,31.691,460025,1003390,32325,451.005,983.716,31.691,5405.056,5.299,10.641,2.008,5405.056,5.299,10.641,2.008
20,20,941,1062,23,959,1074,47,19,13,25,20,20,20,59100,0,2955,56180800,63120800,2118000,950.606,1068.034,35.838,2809040,3156040,105900,950.606,1068.034,35.838,21456.356,7.261,13.889,1.913,21456.356,7.261,13.889,1.913
21,21,534,241,28,534,241,37,1,1,10,21,21,21,210,0,10,112140,50610,6825,534.000,241.000,32.500,5340,2410,325,534.000,241.000,32.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
22,22,662,732,28,662,732,37,1,1,10,22,22,22,220,0,10,145640,161040,7150,662.000,732.000,32.500,6620,7320,325,662.000,732.000,32.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
23,23,375,737,28,375,737,37,1,1,10,23,23,23,230,0,10,86250,169510,7475,375.000,737.000,32.500,3750,7370,325,375.000,737.000,32.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
24,24,715,735,28,730,758,58,16,24,31,24,24,24,155208,0,6467,112177824,115856784,6730944,722.758,746.461,43.367,4674076,4827366,280456,722.758,746.461,43.367,60729.464,9.391,17.401,1.853,60729.464,9.391,17.401,1.853
25,25,510,798,28,519,806,47,10,9,20,25,25,25,22375,0,895,11525000,17948250,821250,515.084,802.156,36.704,461000,717930,32850,515.084,802.156,36.704,4404.233,4.921,10.682,2.171,4404.233,4.921,10.682,2.171
26,26,561,810,28,565,817,42,5,8,15,26,26,26,5200,0,200,2922920,4229940,185900,562.100,813.450,35.750,112420,162690,7150,562.100,813.450,35.750,820.030,4.100,8.659,2.112,820.030,4.100,8.659,2.112
27,27,803,822,28,813,830,47,11,9,20,27,27,27,24840,0,920,20083545,20504070,899775,808.516,825.446,36.223,743835,759410,33325,808.516,825.446,36.223,4662.930,5.068,11.063,2.183,4662.930,5.068,11.063,2.183
28,28,818,824,28,839,842,52,22,19,25,28,28,28,122080,0,4360,101321640,101599680,4975600,829.961,832.239,40.757,3618630,3628560,177700,829.961,832.239,40.757,37965.978,8.708,16.264,1.868,37965.978,8.708,16.264,1.868
29,29,842,887,28,846,892,37,5,6,10,29,29,29,4060,0,140,3427510,3611660,131950,844.214,889.571,32.500,118190,124540,4550,844.214,889.571,32.500,461.363,3.295,5.323,1.615,461.363,3.295,5.323,1.615
30,30,912,889,28,921,896,42,10,8,15,30,30,30,8550,0,285,7830150,7635000,318000,915.807,892.982,37.193,261005,254500,10600,915.807,892.982,37.193,1224.453,4.296,11.284,2.627,1224.453,4.296,11.284,2.627
31,31,150,286,33,157,292,52,8,7,20,31,31,31,9455,0,305,1456690,2741020,400675,154.066,289.902,42.377,46990,88420,12925,154.066,289.902,42.377,1154.071,3.784,9.883,2.612,1154.071,3.784,9.883,2.612
32,32,160,608,33,164,615,42,5,8,10,32,32,32,4800,0,150,776320,2935680,180000,161.733,611.600,37.500,24260,91740,5625,161.733,611.600,37.500,547.268,3.648,5.781,1.584,547.268,3.648,5.781,1.584
33,33,157,610,33,157,610,42,1,1,10,33,33,33,330,0,10,51810,201300,12375,157.000,610.000,37.500,1570,6100,375,157.000,610.000,37.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
34,34,122,636,33,124,639,42,3,4,10,34,34,34,1360,0,40,167620,867000,51000,123.250,637.500,37.500,4930,25500,1500,123.250,637.500,37.500,117.780,2.945,4.905,1.666,117.780,2.945,4.905,1.666
35,35,120,641,33,122,642,42,3,2,10,35,35,35,1400,0,40,169400,897750,52500,121.000,641.250,37.500,4840,25650,1500,121.000,641.250,37.500,107.616,2.690,4.617,1.716,107.616,2.690,4.617,1.716
36,36,708,662,33,721,678,58,14,17,26,36,36,36,114984,0,3194,82136376,76989528,5343192,714.329,669.567,46.469,2281566,2138598,148422,714.329,669.567,46.469,24554.219,7.688,14.698,1.912,24554.219,7.688,14.698,1.912
37,37,507,866,33,515,874,52,9,9,20,37,37,37,29785,0,805,15227535,25903700,1264475,511.248,869.689,42.453,411555,700100,34175,511.248,869.689,42.453,4254.203,5.285,10.417,1.971,4254.203,5.285,10.417,1.971
38,38,579,881,33,588,890,47,10,10,15,38,38,38,22800,0,600,13314440,20185980,899650,583.967,885.350,39.458,350380,531210,23675,583.967,885.350,39.458,2864.097,4.773,9.220,1.931,2864.097,4.773,9.220,1.931
39,39,793,958,33,807,970,52,15,13,20,39,39,39,74295,0,1905,59444385,71614725,3094650,800.113,963.924,41.654,1524215,1836275,79350,800.113,963.924,41.654,11817.683,6.204,11.443,1.845,11817.683,6.204,11.443,1.845
40,40,518,648,38,518,648,47,1,1,10,40,40,40,400,0,10,207200,259200,17000,518.000,648.000,42.500,5180,6480,425,518.000,648.000,42.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
41,41,511,648,38,520,655,52,10,8,15,41,41,41,17425,0,425,8978180,11353720,817950,515.247,651.576,46.941,218980,276920,19950,515.247,651.576,46.941,1765.768,4.155,9.733,2.343,1765.768,4.155,9.733,2.343
42,42,746,672,38,754,682,52,9,11,15,42,42,42,38220,0,910,28673400,25848690,1728300,750.220,676.313,45.220,682700,615445,41150,750.220,676.313,45.220,4603.286,5.059,9.271,1.833,4603.286,5.059,9.271,1.833
43,43,805,732,38,835,748,63,31,17,26,43,43,43,192554,0,4478,157748854,142335289,9175297,819.245,739.197,47.651,3668578,3310123,213379,819.245,739.197,47.651,40812.666,9.114,18.898,2.074,40812.666,9.114,18.898,2.074
44,44,736,844,38,747,855,63,12,12,26,44,44,44,64592,0,1468,47861044,54916400,3212176,740.975,850.204,49.730,1087751,1248100,73004,740.975,850.204,49.730,8736.336,5.951,13.324,2.239,8736.336,5.951,13.324,2.239
45,45,706,894,38,722,906,58,17,13,21,45,45,45,105705,0,2349,75512970,95229630,5081715,714.375,900.900,48.074,1678066,2116214,112927,714.375,900.900,48.074,16427.203,6.993,13.033,1.864,16427.203,6.993,13.033,1.864
46,46,676,711,43,682,720,65,7,10,23,46,46,46,17572,0,382,11947074,12562002,981548,679.893,714.887,55.859,259719,273087,21338,679.893,714.887,55.859,1949.531,5.103,12.920,2.532,1949.531,5.103,12.920,2.532
