 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,485,363,13,512,387,63,28,25,51,1,1,1,15393,0,15393,7667037,5767432,608834,498.086,374.679,39.553,7667037,5767432,608834,498.086,374.679,39.553,197946.944,12.860,26.765,2.081,197946.944,12.860,26.765,2.081
2,2,123,511,13,151,534,58,29,24,46,2,2,2,37948,0,18974,5169886,19813078,1394244,136.236,522.111,36.741,2584943,9906539,697122,136.236,522.111,36.741,256337.583,13.510,25.544,1.891,256337.583,13.510,25.544,1.891
3,3,432,1009,13,449,1027,52,18,19,40,3,3,3,22725,0,7575,10013235,23136810,779100,440.626,1018.121,34.284,3337745,7712270,259700,440.626,1018.121,34.284,78172.899,10.320,21.550,2.088,78172.899,10.320,21.550,2.088
4,4,806,330,18,823,345,52,18,16,35,4,4,4,21880,0,5470,17834580,7383460,756700,815.109,337.452,34.584,4458645,1845865,189175,815.109,337.452,34.584,49494.998,9.048,17.904,1.979,49494.998,9.048,17.904,1.979
5,5,463,535,18,474,546,52,12,12,35,5,5,5,12500,0,2500,5854600,6755650,461750,468.368,540.452,36.940,1170920,1351130,92350,468.368,540.452,36.940,19291.876,7.717,18.951,2.456,19291.876,7.717,18.951,2.456
6,6,41,545,18,60,564,52,20,20,35,6,6,6,48780,0,8130,2455950,27032160,1699200,50.347,554.165,34.834,409325,4505360,283200,50.347,554.165,34.834,83598.731,10.283,18.789,1.827,83598.731,10.283,18.789,1.827
7,7,622,552,18,635,565,52,14,14,35,7,7,7,25515,0,3645,16030140,14251055,920325,628.263,558.536,36.070,2290020,2035865,131475,628.263,558.536,36.070,31127.855,8.540,18.414,2.156,31127.855,8.540,18.414,2.156
8,8,254,629,18,269,643,52,16,15,35,8,8,8,45400,0,5675,11877000,28862800,1657600,261.608,635.744,36.511,1484625,3607850,207200,261.608,635.744,36.511,55627.433,9.802,19.301,1.969,55627.433,9.802,19.301,1.969
9,9,471,754,18,486,770,52,16,17,35,9,9,9,50220,0,5580,24028425,38238075,1816425,478.463,761.411,36.169,2669825,4248675,201825,478.463,761.411,36.169,53596.940,9.605,18.888,1.966,53596.940,9.605,18.888,1.966
10,10,435,958,18,453,975,52,19,18,35,10,10,10,65650,0,6565,29113500,63447400,2368250,443.465,966.449,36.074,2911350,6344740,236825,443.465,966.449,36.074,61734.925,9.404,18.800,1.999,61734.925,9.404,18.800,1.999
11,11,948,129,23,968,145,63,21,17,41,11,11,11,89309,0,8119,85558209,12266034,4122602,958.002,137.344,46.161,7778019,1115094,374782,958.002,137.344,46.161,86430.291,10.645,23.170,2.177,86430.291,10.645,23.170,2.177
