 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,770,539,13,788,558,52,19,20,40,1,1,1,7865,0,7865,6124485,4317100,240275,778.701,548.900,30.550,6124485,4317100,240275,778.701,548.900,30.550,83392.312,10.603,21.904,2.066,83392.312,10.603,21.904,2.066
2,2,248,584,13,279,605,47,32,22,35,2,2,2,20430,0,10215,5407360,12172740,641350,264.677,595.827,31.393,2703680,6086370,320675,264.677,595.827,31.393,116727.243,11.427,20.436,1.788,116727.243,11.427,20.436,1.788
3,3,272,634,13,294,657,52,23,24,40,3,3,3,34305,0,11435,9701985,22148700,1075950,282.815,645.641,31.364,3233995,7382900,358650,282.815,645.641,31.364,130255.627,11.391,22.372,1.964,130255.627,11.391,22.372,1.964
4,4,402,781,13,427,798,58,26,18,46,4,4,4,37056,0,9264,15331708,29283448,1299588,413.744,790.248,35.071,3832927,7320862,324897,413.744,790.248,35.071,104798.941,11.312,24.764,2.189,104798.941,11.312,24.764,2.189
5,5,451,965,13,476,987,52,26,23,40,5,5,5,61625,0,12325,28556425,60161650,2018375,463.390,976.254,32.753,5711285,12032330,403675,463.390,976.254,32.753,140042.305,11.362,22.310,1.964,140042.305,11.362,22.310,1.964
6,6,556,1006,13,575,1026,52,20,21,40,6,6,6,44460,0,7410,25085550,45187860,1405500,564.227,1016.371,31.613,4180925,7531310,234250,564.227,1016.371,31.613,73925.213,9.976,21.092,2.114,73925.213,9.976,21.092,2.114
7,7,856,1036,13,874,1053,47,19,18,35,7,7,7,40810,0,5830,35331730,42634585,1248275,865.762,1044.709,30.587,5047390,6090655,178325,865.762,1044.709,30.587,54060.658,9.273,18.450,1.990,54060.658,9.273,18.450,1.990
8,8,627,1081,13,661,1115,68,35,35,56,8,8,8,176480,0,22060,113786768,193059184,6631640,644.757,1093.944,37.577,14223346,24132398,828955,644.757,1093.944,37.577,329758.297,14.948,32.801,2.194,329758.297,14.948,32.801,2.194
9,9,600,23,18,610,29,42,11,7,25,9,9,9,9405,0,1045,5693895,244800,275175,605.411,26.029,29.258,632655,27200,30575,605.411,26.029,29.258,6553.948,6.272,13.237,2.111,6553.948,6.272,13.237,2.111
10,10,713,39,18,723,50,42,11,12,25,10,10,10,19650,0,1965,14108250,873950,604250,717.977,44.476,30.751,1410825,87395,60425,717.977,44.476,30.751,13403.670,6.821,13.265,1.945,13403.670,6.821,13.265,1.945
11,11,501,54,18,514,72,52,14,19,35,11,11,11,38940,0,3540,19744945,2413070,1377750,507.061,61.969,35.381,1794995,219370,125250,507.061,61.969,35.381,30336.548,8.570,18.631,2.174,30336.548,8.570,18.631,2.174
12,12,659,144,18,673,164,47,15,21,30,12,12,12,48060,0,4005,31986660,7396560,1544700,665.557,153.903,32.141,2665555,616380,128725,665.557,153.903,32.141,32810.355,8.192,16.447,2.008,32810.355,8.192,16.447,2.008
13,13,652,169,18,666,182,47,15,14,30,13,13,13,38545,0,2965,25374895,6766240,1149525,658.319,175.541,29.823,1951915,520480,88425,658.319,175.541,29.823,22750.688,7.673,17.588,2.292,22750.688,7.673,17.588,2.292
14,14,164,255,18,169,259,32,6,5,15,14,14,14,2660,0,190,443310,683760,72100,166.658,257.053,27.105,31665,48840,5150,166.658,257.053,27.105,647.285,3.407,9.402,2.760,647.285,3.407,9.402,2.760
15,15,754,282,18,765,293,47,12,12,30,15,15,15,41550,0,2770,31553400,11961225,1339875,759.408,287.875,32.247,2103560,797415,89325,759.408,287.875,32.247,21903.161,7.907,15.401,1.948,21903.161,7.907,15.401,1.948
16,16,765,361,18,779,373,42,15,13,25,16,16,16,38560,0,2410,29721520,14191840,1142800,770.786,368.046,29.637,1857595,886990,71425,770.786,368.046,29.637,17746.341,7.364,13.974,1.898,17746.341,7.364,13.974,1.898
17,17,243,501,18,255,512,47,13,12,30,17,17,17,44965,0,2645,11204870,22762830,1351500,249.191,506.234,30.057,659110,1338990,79500,249.191,506.234,30.057,19634.003,7.423,17.109,2.305,19634.003,7.423,17.109,2.305
18,18,1029,540,18,1041,554,42,13,15,25,18,18,18,47250,0,2625,48891240,25832160,1509750,1034.735,546.712,31.952,2716180,1435120,83875,1034.735,546.712,31.952,18345.488,6.989,14.699,2.103,18345.488,6.989,14.699,2.103
19,19,262,607,18,279,630,47,18,24,30,19,19,19,103455,0,5445,27958690,64083960,3258500,270.250,619.438,31.497,1471510,3372840,171500,270.250,619.438,31.497,51298.526,9.421,18.953,2.012,51298.526,9.421,18.953,2.012
20,20,410,729,18,423,744,47,14,16,30,20,20,20,67600,0,3380,28134900,49827900,2248000,416.197,737.099,33.254,1406745,2491395,112400,416.197,737.099,33.254,27506.588,8.138,15.848,1.947,27506.588,8.138,15.848,1.947
21,21,313,815,18,324,827,42,12,13,25,21,21,21,45780,0,2180,14590275,37583385,1347150,318.704,820.956,29.427,694775,1789685,64150,318.704,820.956,29.427,14946.825,6.856,13.245,1.932,14946.825,6.856,13.245,1.932
