"Channel","Frame","Filename","expt","Condition","id","cell","mito","cyto","mito_cell","cyto_cell","mito_cyto","tt","area_mito","area_cyto","intden_mito","intden_cyto","frac_mito","frac_mean_mito"
"TPD54",11,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",80.171,48.872,58.151,0.609596986441481,0.725337091965923,0.840432666678131,109.7111,1343600,53033,65664419.2,3083921.983,0.955141870626508,0.456649505246536
"TPD54",12,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",79.766,48.682,56.315,0.610310157209839,0.706002557480631,0.864458847553938,120.1295,1347303,50250,65589404.646,2829828.75,0.958639864705566,0.463651342419307
"TPD54",13,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",79.482,48.195,56.79,0.606363704989809,0.714501396542613,0.8486529318542,130.7126,1337445,57149,64458161.775,3245491.71,0.952063270696033,0.459065580797257
"TPD54",14,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",79.261,47.735,56.942,0.60225079168822,0.718411324611095,0.83830915668575,141.0043,1335803,58586,63764556.205,3336004.012,0.9502835147544,0.456021857714684
"TPD54",15,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",79.111,47.793,56.36,0.60412584849136,0.712416730922375,0.847995031937544,151.2489,1339980,55605,64041664.14,3133897.8,0.953347650402997,0.458873004138143
"TPD54",16,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",78.906,47.596,55.628,0.603198742807898,0.70499074848554,0.855612281584813,161.6678,1340204,55835,63788349.584,3105989.38,0.953568726022219,0.461094319150585
"TPD54",17,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",78.521,47.221,55.307,0.601380522408018,0.704359343360375,0.853797891767769,171.8886,1338022,56609,63182736.862,3130873.963,0.95278685741812,0.460566869538077
"TPD54",18,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",77.708,46.938,54.669,0.604030473052967,0.703518299274206,0.858585304285792,182.0087,1339868,56055,62890724.184,3064470.795,0.953537082318145,0.461956361274322
"TPD54",19,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",77.293,46.662,54.059,0.603702793267178,0.699403568240332,0.863168020126158,192.2358,1339838,56181,62519520.756,3037088.679,0.953672273395846,0.463279752981007
"TPD54",20,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",76.905,46.66,53.856,0.606722579806254,0.700292568753657,0.866384432560903,202.62,1343768,53652,62700214.88,2889482.112,0.955946097565408,0.46420470372876
"TPD54",21,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",76.163,46.316,53.566,0.608116802121765,0.703307380223993,0.864652951499085,213.0128,1342945,54494,62199840.62,2919025.604,0.955173887795298,0.46370717446587
"TPD54",22,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",75.641,45.963,52.463,0.60764664665988,0.693578879179281,0.876103158416408,223.3035,1344908,53024,61816006.404,2781798.112,0.956936646177952,0.466980269441001
"TPD54",23,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",75.369,45.74,53.07,0.60688081306638,0.704135652589261,0.861880535142265,233.6352,1338160,57140,61207438.4,3032419.8,0.952795353461724,0.462908612488614
"TPD54",24,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",74.429,45.26,52.228,0.608096306547179,0.701715729084094,0.866584973577391,243.8639,1340994,53581,60693388.44,2798428.468,0.955924580453337,0.464262268176596
"TPD54",25,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",74.242,44.931,51.447,0.605196519490315,0.692963551628458,0.873345384570529,254.2675,1340263,54554,60219356.853,2806639.638,0.955468540058692,0.466195604806076
"TPD54",26,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",73.805,44.527,52.154,0.603306009077976,0.706645891199783,0.853760018407025,264.3988,1336525,56142,59511448.675,2928029.868,0.953106112729888,0.46055584861555
"TPD54",27,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",73.33,44.583,52.48,0.607977635347061,0.715668894040638,0.84952362804878,274.8108,1345980,53186,60007826.34,2791201.28,0.955553431545315,0.459320235311087
"TPD54",28,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",72.472,44.179,51.185,0.609600949332156,0.706272767413622,0.863123962098271,285.0785,1338774,55736,59145696.546,2852847.16,0.953985255306506,0.46326706094543
"TPD54",29,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",71.93,43.733,51.73,0.607993882941749,0.719171416655081,0.845408853663251,295.3153,1331865,60222,58246452.045,3115284.06,0.949230835733376,0.458114662225155
"TPD54",30,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",71.607,43.768,51.853,0.61122515955144,0.724133115477537,0.844078452548551,305.5431,1345539,54978,58891550.952,2850774.234,0.953827876980467,0.457723721776597
"TPD54",31,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",71.106,43.327,50.832,0.609329733074565,0.714876381739938,0.852356783128738,315.8354,1341316,55017,58115198.332,2796624.144,0.954087334275675,0.460147197824956
"TPD54",32,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",70.46,42.941,50.759,0.609437978995174,0.720394550099347,0.845978053153135,326.0957,1334170,58504,57290593.97,2969604.536,0.950720299474216,0.458281750266809
"TPD54",33,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",69.657,42.921,49.322,0.616176407252681,0.708069540749673,0.87022018571834,336.3993,1349552,51558,57924121.392,2542943.676,0.957944979252089,0.465303600273191
"TPD54",34,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",68.706,42.206,48.686,0.614298605653073,0.708613512648095,0.866902189541141,346.6823,1333871,58538,56297359.426,2849981.068,0.951815566952007,0.464353298420103
"TPD54",35,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",68.737,42.254,48.431,0.614719874303505,0.704584139546387,0.872457723359006,356.8839,1348771,51774,56990969.834,2507466.594,0.957856596836216,0.465942548381761
"ATG9",1,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",208.1,44.285,150.3,0.212806343104277,0.722248918789044,0.294644045242848,2.1498,1359583,42604,60209133.155,6403381.2,0.903871198047348,0.227586915743762
"ATG9",2,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",201.047,41.3,163.456,0.205424602207444,0.813023820300726,0.25266738449491,12.7496,1349938,45027,55752439.4,7359933.312,0.88338366954471,0.201703490984391
"ATG9",3,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",198.427,40.406,162.42,0.203631562236994,0.818537799795391,0.248774781430858,23.2541,1346008,48355,54386799.248,7853819.1,0.873815214108451,0.199215090767456
"ATG9",4,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",194.241,39.776,152.26,0.204776540483214,0.783871582209729,0.26123735715224,33.8374,1346987,48407,53577754.912,7370449.82,0.879070272005399,0.207127830198504
"ATG9",5,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",190.13,38.809,149.618,0.204118234891916,0.786924735707148,0.259387239503268,44.5385,1347013,47998,52276227.517,7181364.764,0.879218708856214,0.205963052004224
"ATG9",6,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",191.538,39.211,146.208,0.204716557549938,0.763336779124769,0.268186419347779,54.9918,1349411,47965,52911754.721,7012866.72,0.882971864463013,0.211472394954131
"ATG9",7,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",198.528,41.479,129.163,0.208932745003224,0.650603441328175,0.321136858078552,65.6544,1354341,45811,56176710.339,5917086.193,0.904707289238618,0.243076147724476
"ATG9",8,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",189.753,40.261,110.895,0.21217582857715,0.584417637665808,0.363055142251679,77.0162,1349910,49158,54348726.51,5451376.41,0.908840016257283,0.266353965439678
"ATG9",9,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",184.2,40.162,90.822,0.218034744842562,0.493061889250814,0.44220563299641,87.8291,1354917,46022,54416176.554,4179810.084,0.928667297475125,0.306617602149881
"ATG9",10,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",179.004,38.704,96.408,0.216218631985877,0.538580143460481,0.401460459712887,99.0547,1346979,50629,52133475.216,4881040.632,0.914389510120321,0.286458641719462
"ATG9",11,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",175.167,37.767,91.431,0.215605679151895,0.521964753635103,0.413065590445254,109.7111,1343600,53033,50743741.2,4848860.223,0.912778677397998,0.292318766544374
"ATG9",12,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",171.686,37.475,81.835,0.218276388290251,0.476655056323754,0.457933646972567,120.1295,1347303,50250,50490179.925,4112208.75,0.924688116220036,0.314097728606152
"ATG9",13,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",166.353,36.058,85.662,0.216755934669047,0.514941119186309,0.420933436062665,130.7126,1337445,57149,48225591.81,4895497.638,0.907842672489009,0.296237265856063
"ATG9",14,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",164.135,35.544,83.959,0.21655344685777,0.511524050324428,0.423349492013959,141.0043,1335803,58586,47479781.832,4918821.974,0.906126850398316,0.297431863635223
"ATG9",15,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",162.116,35.526,78.417,0.219139381677317,0.483709195884429,0.453039519491947,151.2489,1339980,55605,47604129.48,4360377.285,0.916089316411315,0.31178747268371
"ATG9",16,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",160.711,35.432,76.157,0.220470285170275,0.473875465898414,0.465249418963457,161.6678,1340204,55835,47486108.128,4252226.095,0.917812852716281,0.31752233643101
"ATG9",17,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",158.134,34.78,74.444,0.219940050842956,0.470765300314923,0.467196819085487,171.8886,1338022,56609,46536405.16,4214200.396,0.916962559365919,0.318428184281843
"ATG9",18,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",155.655,34.275,69.545,0.220198515948733,0.446789373935948,0.492846358472931,182.0087,1339868,56055,45923975.7,3898344.975,0.921755050303064,0.330138701598921
"ATG9",19,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",155.293,34.16,69.905,0.219971280096334,0.450149073042571,0.488663185752092,192.2358,1339838,56181,45768866.08,3927332.805,0.920973175149913,0.328256378225148
"ATG9",20,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",152.828,33.86,66.167,0.221556259324208,0.432950768183841,0.511735457252105,202.62,1343768,53652,45499984.48,3549991.884,0.927625003167066,0.338508602677277
"ATG9",21,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",150.749,33.408,64.914,0.221613410370881,0.430609821624024,0.514650152509474,213.0128,1342945,54494,44865106.56,3537423.516,0.926916557658336,0.339781534142918
"ATG9",22,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",148.807,33.019,60.548,0.221891443278878,0.406889460845256,0.545335931822686,223.3035,1344908,53024,44407517.252,3210497.152,0.932578096920179,0.352891510895936
"ATG9",23,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",147.596,32.6,66.066,0.220873194395512,0.447613756470365,0.493445947991403,233.6352,1338160,57140,43624016,3775011.24,0.92035677819113,0.330407637889445
"ATG9",24,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",144.166,32.065,61.291,0.222417213490005,0.425141850366938,0.523160007178868,243.8639,1340994,53581,42998972.61,3284033.071,0.929044515958302,0.343470157247526
"ATG9",25,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",142.166,31.696,59.371,0.222950635172967,0.417617433141539,0.533863333950919,254.2675,1340263,54554,42480976.048,3238925.534,0.929157206775896,0.348051434657999
"ATG9",26,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",139.231,31.051,60.922,0.223017862401333,0.437560600728286,0.509684514625259,264.3988,1336525,56142,41500437.775,3420282.924,0.923859571467736,0.337609950746415
"ATG9",27,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",135.925,31.071,52.342,0.228589295567409,0.385080007356998,0.593615070115777,274.8108,1345980,53186,41820944.58,2783861.612,0.937588303824997,0.372495893925407
"ATG9",28,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",134.144,30.402,57.248,0.226637046755725,0.426765267175573,0.531057853549469,285.0785,1338774,55736,40701407.148,3190774.528,0.927304262258973,0.346856816885339
"ATG9",29,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",129.615,29.103,60.276,0.224534197430853,0.465038768661035,0.482828986661358,295.3153,1331865,60222,38761267.095,3629941.272,0.914370422268364,0.325613399120599
"ATG9",30,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",126.248,29.411,48.618,0.232962106330397,0.38509916988784,0.604940556995352,305.5431,1345539,54978,39573647.529,2672920.404,0.936730472206901,0.376923964167169
"ATG9",31,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",124.1,28.747,49.556,0.231643835616438,0.399323126510878,0.580091209944305,315.8354,1341316,55017,38558811.052,2726422.452,0.933961316901942,0.367125142076293
"ATG9",32,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",122.492,28.074,54.014,0.229190477745485,0.440959409594096,0.519754137816122,326.0957,1334170,58504,37455488.58,3160035.056,0.922196372886374,0.341998830523341
"ATG9",33,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",120.104,28.36,43.64,0.236128688469993,0.363351761806435,0.649862511457379,336.3993,1349552,51558,38273294.72,2249991.12,0.94447658739018,0.393888888888889
"ATG9",34,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",118.521,27.323,51.513,0.230532985715612,0.434631837395904,0.530409799468095,346.6823,1333871,58538,36445357.333,3015467.994,0.923583250755357,0.346580242528794
"ATG9",35,"s10_rapalog_xy1-Registered","MF041","rapalog","MF041_s10_rapalog_xy1-Registered",117.818,27.572,42.262,0.234021966083281,0.358705800471914,0.6524064171123,356.8839,1348771,51774,37188314.012,2188072.788,0.944431854575342,0.394822006472492
"TPD54",1,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",96.832,71.273,87.869,0.736048000660939,0.907437623925975,0.811127929076238,9.0704,1319890,69787,94072519.97,6132113.903,0.938804088533751,0.447857887923992
"TPD54",2,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",95.602,70.191,86.711,0.734200121336374,0.906999853559549,0.809482072632076,19.6066,1320754,68827,92705044.014,5968057.997,0.939516870602338,0.447355674242521
"TPD54",3,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",95.269,69.519,90.404,0.729712708226181,0.948934070893995,0.768981460997301,30.0824,1310316,74429,91091858.004,6728679.316,0.931214042568704,0.43470295079507
"TPD54",4,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",93.871,68.973,88.716,0.734763665029668,0.945084211311268,0.777458406600838,40.89,1313747,72013,90613071.831,6388705.308,0.934138265334611,0.437398930806841
"TPD54",5,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",93.654,68.673,85.312,0.733262861169838,0.910927456382002,0.804962959489872,51.3703,1320879,69268,90708723.567,5909391.616,0.93883764338802,0.44597201026074
"TPD54",6,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",95.59,69.814,89.316,0.730348362799456,0.934365519405796,0.781651663755654,61.7375,1316314,71876,91897145.596,6419676.816,0.934704187355668,0.438723056620373
"TPD54",7,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",93.836,69.302,81.769,0.738543842448527,0.871403299373375,0.847533906492681,73.1023,1320994,70316,91547526.188,5749669.004,0.940906117667072,0.458737944410244
"TPD54",8,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",92.517,68.663,79.986,0.742166304571052,0.864554622393722,0.858437726602155,83.9642,1316830,71353,90417498.29,5707241.058,0.940626720064872,0.461913635476862
"TPD54",9,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",91.775,67.829,81.188,0.739079269953691,0.884641786979025,0.835455978716066,94.8013,1301888,81552,88305761.152,6621043.776,0.930251062584252,0.455176255058148
"TPD54",10,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",90.761,67.269,75.15,0.74116636000044,0.82799881006159,0.895129740518962,105.8823,1315782,73266,88511339.358,5505939.9,0.941436936449834,0.472331641143387
"TPD54",11,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",89.828,66.718,73.461,0.742730551721067,0.817796232800463,0.908209798396428,116.4166,1312545,76550,87570377.31,5623439.55,0.939658662565052,0.475948608564764
"TPD54",12,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",89.51,66.055,74.488,0.737962238855994,0.832175175957994,0.886787133498013,127.0686,1307949,78952,86396571.195,5880976.576,0.936268607932728,0.469998505795379
"TPD54",13,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",88.463,65.59,71.485,0.741439924036038,0.808077953494682,0.917535147233685,137.4207,1313041,75322,86122359.19,5384393.17,0.94115851528839,0.47849717308043
"TPD54",14,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",87.915,65.112,69.491,0.740624466814537,0.790433941875675,0.936984645493661,147.6479,1314069,76156,85561660.728,5292156.596,0.941750861418103,0.483733646352607
"TPD54",15,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",87.396,64.456,70.596,0.737516591148336,0.807771522724152,0.913026233780951,157.9927,1310458,77504,84466880.848,5471472.384,0.93916419205624,0.477268015283002
"TPD54",16,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",86.821,64.302,68.949,0.740627267596549,0.794151184621232,0.932602358264805,168.3165,1311455,77292,84329179.41,5329206.108,0.940560985152581,0.482562982641781
"TPD54",17,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",86.085,63.691,69.196,0.739861764535052,0.803810187605274,0.920443378229956,178.4398,1309383,77801,83395912.653,5383517.996,0.939360751058605,0.47928691294107
"TPD54",18,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",85.291,63.267,66.157,0.741778147752987,0.775662144892193,0.956316036095953,188.7116,1314903,75123,83189968.101,4969912.311,0.943626145047226,0.48883514649524
"TPD54",19,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",84.927,63.008,66.401,0.741907756072862,0.781859714813899,0.94890137196729,198.8644,1314058,74876,82796166.464,4971841.276,0.943352465163293,0.486890401749492
"TPD54",20,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",84.842,62.817,63.645,0.740399801984866,0.750159119304118,0.986990337025689,209.3924,1320847,72358,82971645.999,4605224.91,0.947415055342806,0.496726289320112
"TPD54",21,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",84.048,61.867,68.191,0.736091281172663,0.811333999619265,0.907260488920826,219.7718,1306748,78400,80844578.516,5346174.4,0.937972761356311,0.475687770071814
"TPD54",22,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",83.275,61.191,67.628,0.734806364455119,0.812104473131192,0.904817531200095,230.0488,1302029,80970,79672456.539,5475839.16,0.935690560626637,0.475015331589284
"TPD54",23,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",83.215,61.256,63.336,0.736117286546897,0.76111278014781,0.967159277504105,240.304,1317546,72491,80707597.776,4591289.976,0.946174093273657,0.491652754590985
"TPD54",24,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",82.263,60.697,64.034,0.73784082758956,0.778405844668928,0.947887059999376,250.592,1313210,74340,79707907.37,4760287.56,0.943644024073855,0.486623213154709
"TPD54",25,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",82.134,60.094,66.376,0.731658022256313,0.808142791048774,0.905357358081234,260.8549,1304417,78813,78387635.198,5231291.688,0.937438904290987,0.475164070530561
"TPD54",26,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",81.251,59.889,63.482,0.737086312783843,0.781307306986991,0.943401279102738,271.0924,1314145,74632,78702829.905,4737788.624,0.943219636820485,0.485438231026741
"TPD54",27,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",80.441,59.372,63.783,0.73808132668664,0.792916547531731,0.930843641722716,281.5157,1308267,77889,77674428.324,4967994.087,0.939885667166277,0.48209167309488
"TPD54",28,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",80.011,58.937,63.401,0.736611215957806,0.792403544512629,0.929591015914575,291.7509,1306026,79252,76973254.362,5024656.052,0.938722145154298,0.481755464369207
"TPD54",29,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",79.614,58.362,63.659,0.733062024267089,0.799595548521617,0.916791027191756,301.9593,1301586,81467,75963162.132,5186107.753,0.936091750913478,0.478294719761353
"TPD54",30,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",79.073,57.999,60.267,0.733486778040545,0.762169134850075,0.962367464781721,312.2634,1311556,75770,76068936.444,4566430.59,0.943369382964741,0.490411445385825
"TPD54",31,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",78.728,57.801,62.303,0.734186058327406,0.791370287572401,0.927740237227742,322.5146,1304194,79849,75383717.394,4974832.247,0.938092060282012,0.481257909811497
"TPD54",32,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",78.479,57.353,62.094,0.730806967469005,0.791218032849552,0.923648017521822,332.8064,1305722,78722,74887073.866,4888163.868,0.938725800049648,0.480154378092376
"TPD54",33,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",77.751,56.664,61.07,0.728788054172937,0.785456135612404,0.927853283117734,343.1191,1307271,77746,74075203.944,4747948.22,0.93976454772931,0.481288327925663
"TPD54",34,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",77.047,56.098,62.494,0.728101029241891,0.811115293262554,0.897654174800781,353.303,1300125,81546,72934412.25,5096135.724,0.934690504471428,0.473033594171614
"TPD54",35,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",76.498,55.754,61.294,0.728829511882664,0.801249705874663,0.909615949358828,363.5186,1302128,80201,72598844.512,4915840.094,0.936581821638226,0.476334495249812
"ATG9",1,"s10_rapalog_xy3-Registered","MF041","rapalog","MF041_s10_rapalog_xy3-Registered",61.518,33.11,51.205,0.538216456971943,0.832358009038005,0.646616541353384,9.0704,1319890,69787,43701557.9,3573443.335,0.924411565486023,0.392694063926941
