"Channel","Frame","Filename","expt","Condition","id","cell","mito","cyto","mito_cell","cyto_cell","mito_cyto","tt","area_mito","area_cyto","intden_mito","intden_cyto","frac_mito","frac_mean_mito"
"TPD54",11,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",59.943,62.852,63.973,1.04852943629782,1.06723053567556,0.982476982476982,104.3616,896726,282307,56361022.552,18060025.711,0.757326372947921,0.495580524344569
"TPD54",12,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",59.624,62.574,64.56,1.04947672078358,1.08278545552127,0.969237918215614,114.3661,871990,284932,54563902.26,18395209.92,0.747869602982332,0.492189343527302
"TPD54",13,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",59.332,62.346,62.796,1.05079889435718,1.05838333445695,0.992833938467419,124.3863,901966,284430,56233972.236,17861066.28,0.75894382892934,0.498202042479743
"TPD54",14,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",59.051,61.745,63.229,1.04562158134494,1.07075240046739,0.97652975691534,134.3985,892219,285185,55090062.155,18031962.365,0.753399027401546,0.494062765055132
"TPD54",15,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",58.646,61.623,62.211,1.05076220032057,1.06078845957099,0.990548295317548,144.4743,898944,284713,55395626.112,17712280.443,0.75772414670806,0.497625853965793
"TPD54",16,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",58.324,61.065,63.8,1.0469960908031,1.09388930800357,0.957131661442006,154.3658,874382,282259,53394136.83,18008124.2,0.747793361999646,0.489048172025788
"TPD54",17,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",57.657,60.75,63.047,1.05364483063635,1.09348387880049,0.963566862816629,164.4851,870032,282626,52854444,17818721.422,0.747871468391125,0.490722715413136
"TPD54",18,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",57.497,60.467,60.521,1.05165486894968,1.05259404838513,0.99910774772393,174.3497,906782,281011,54830387.194,17007066.731,0.763256270903535,0.499776837372301
"TPD54",19,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",57.225,59.999,60.146,1.0484753167322,1.05104412407165,0.997555947195158,184.3111,907664,283441,54458932.336,17047842.386,0.761591227512671,0.499388239210953
"TPD54",20,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",56.614,59.248,60.32,1.04652559437595,1.06546084007489,0.982228116710875,194.4833,895678,284720,53067130.144,17174310.4,0.755496039560267,0.495517195236184
"TPD54",21,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",56.01,58.859,60.209,1.05086591680057,1.07496875557936,0.977578102941421,204.258,876564,283421,51593680.476,17064494.989,0.751457202679396,0.494330970537844
"TPD54",22,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",55.636,58.472,58.34,1.05097418937379,1.04860162484722,1.00226259856016,214.3316,908116,282272,53099358.752,16467748.48,0.763282546375235,0.500565010444132
"TPD54",23,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",55.032,57.91,57.908,1.05229684547173,1.05226050298008,1.00003453754231,224.2294,900335,282206,52138399.85,16341985.048,0.761362540932838,0.500008634236474
"TPD54",24,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",54.951,57.671,59.094,1.04949864424669,1.07539444232134,0.97591972112228,234.1232,878500,282207,50663973.5,16676740.458,0.75235278217571,0.493906564467092
"TPD54",25,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",54.375,57.526,55.462,1.05794942528736,1.0199908045977,1.03721466950344,244.1957,920737,277899,52966316.662,15412834.338,0.774597459714,0.509133713314688
"TPD54",26,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",54.179,57.117,55.059,1.0542276527806,1.01624245556396,1.03737808532665,254.396,922251,279319,52676210.367,15379024.821,0.774021428645188,0.509173085151904
"TPD54",27,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",53.576,56.579,54.888,1.05605121696282,1.02448857697477,1.03080819122577,264.2912,917464,281621,51909195.656,15457613.448,0.77054556014169,0.507585204589699
"TPD54",28,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",53.596,56.296,57.349,1.05037689379804,1.07002388237928,0.981638738251757,274.2282,873243,285580,49160087.928,16377727.42,0.750102634135183,0.495367152096441
"TPD54",29,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",53.57,56.088,56.333,1.04700392010454,1.05157737539668,0.995650861839419,284.455,895915,286424,50250080.52,16135123.192,0.756946995869753,0.49891034593181
"TPD54",30,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",53.085,56.219,52.602,1.05903739286051,0.990901384571913,1.06876164404395,294.3481,940933,276127,52898312.327,14524832.454,0.784572011566967,0.51661903492892
"TPD54",31,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",52.578,55.752,53.775,1.06036745406824,1.02276617596713,1.03676429567643,304.5354,914727,282104,50997859.704,15170142.6,0.770732951399941,0.509025171875428
"TPD54",32,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",52.218,55.315,53.42,1.05930905051898,1.02301888237772,1.03547360539124,314.4971,914062,281508,50561339.53,15038157.36,0.770758038202387,0.508713845587897
"TPD54",33,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",51.975,54.807,54.658,1.05448773448773,1.05162097162097,1.00272604193348,324.3904,891509,285016,48860933.763,15578404.528,0.758246981717133,0.500680582834696
"TPD54",34,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",51.405,54.405,52.338,1.05836008170411,1.01814998540998,1.03949329359165,334.2909,918780,279950,49986225.9,14652023.1,0.773322710211411,0.509682133723054
"TPD54",35,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",51.094,54.202,53.197,1.06082906016362,1.04115943163581,1.01889204278437,344.4279,899458,282058,48752422.516,15004639.426,0.764659177054774,0.504678814514102
"TPD54",36,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",51.004,54.092,52.204,1.06054427103757,1.02352756646538,1.03616581104896,354.3425,914106,282163,49445821.752,14730037.252,0.770473859164364,0.508880860991947
"TPD54",37,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",50.601,53.824,51.491,1.06369439339143,1.01758858520583,1.04530888893205,364.4622,920525,279139,49546337.6,14373146.249,0.77513669724001,0.51107629492475
"ATG9",1,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",142.686,98.897,137.701,0.693109344995305,0.965063145648487,0.718201029767395,4.4043,941372,274085,93098866.684,37741778.585,0.711543928055343,0.417995925578407
"ATG9",2,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",139.585,92.004,145.738,0.65912526417595,1.04408066769352,0.631297259465616,14.4708,873195,280504,80337432.78,40880091.952,0.662754275486306,0.386990939758225
"ATG9",3,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",138.475,92.513,140.707,0.668084491785521,1.01611843293013,0.657486834343707,24.4623,891193,285723,82446938.009,40203226.161,0.672212210777997,0.396676957379298
"ATG9",4,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",135.01,92.346,133.671,0.683993778238649,0.990082216132138,0.690845433938551,34.3918,918792,277012,84846766.032,37028471.052,0.696177238806281,0.408579885583828
"ATG9",5,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",132.719,90.868,131.384,0.684664592108138,0.98994115386644,0.691621506423918,44.3346,919023,278310,83509781.964,36565481.04,0.695478651262401,0.408851213937332
"ATG9",6,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",131.733,86.955,136.306,0.660085172280294,1.03471415666538,0.637939635819406,54.2743,875116,283414,76095711.78,38631028.684,0.663277902538145,0.389476890276403
"ATG9",7,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",129.452,86.963,130.918,0.671777956308129,1.01132466087816,0.664255488168166,64.4039,892225,280050,77590562.675,36663585.9,0.679104992183869,0.399130718144308
"ATG9",8,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",127.328,85.14,130.559,0.668666750439809,1.02537540839407,0.652118965371978,74.3425,875725,281801,74559226.5,36791656.759,0.669588101304744,0.394716711714009
"ATG9",9,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",124.286,84.436,124.771,0.67936855317574,1.00390228987979,0.676727765265967,84.3241,897933,280653,75817870.788,35017355.463,0.684059331609078,0.403600261941522
"ATG9",10,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",122.409,85.183,119.541,0.69588837422085,0.976570350219347,0.712583967007136,94.3802,923854,277824,78696655.282,33211358.784,0.703226269707432,0.416087024481741
"ATG9",11,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",121.033,82.38,122.097,0.680640816967273,1.00879099088678,0.674709452320696,104.3616,896726,282307,73872287.88,34468837.779,0.68184899714362,0.402881497674555
"ATG9",12,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",118.851,79.952,121.957,0.672707844275605,1.02613356219132,0.65557532572956,114.3661,871990,284932,69717344.48,34749451.924,0.667363668455813,0.395980367393232
"ATG9",13,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",116.93,80.356,116.589,0.687214572821346,0.997083725305738,0.689224540908662,124.3863,901966,284430,72478379.896,33161409.27,0.686089781778238,0.408012389245728
"ATG9",14,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",115.983,78.957,117.119,0.680763560176922,1.00979453885483,0.674160469266302,134.3985,892219,285185,70446935.583,33400582.015,0.678368989576663,0.402685693302597
"ATG9",15,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",113.945,78.063,114.71,0.685093685550046,1.00671376541314,0.680524801673786,144.4743,898944,284713,70174265.472,32659428.23,0.682405376542797,0.404947788331353
"ATG9",16,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",112.626,75.891,115.652,0.673831974854829,1.02686768596949,0.656201362708816,154.3658,874382,282259,66357724.362,32643817.868,0.670269602546574,0.3962086842119
"ATG9",17,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",110.185,74.355,114.011,0.674819621545583,1.03472341970323,0.652173913043478,164.4851,870032,282626,64691229.36,32222472.886,0.667513755648212,0.394736842105263
"ATG9",18,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",107.699,74.723,107.005,0.693813313029833,0.993556114727156,0.698313162936312,174.3497,906782,281011,67757471.386,30069582.055,0.692625086851511,0.411180445500969
"ATG9",19,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",106.761,74.148,105.647,0.694523280973389,0.989565478030367,0.701846715950287,184.3111,907664,283441,67301470.272,29944691.327,0.692073282537581,0.412403014544342
"ATG9",20,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",105.065,72.277,105.06,0.687926521677057,0.999952410412602,0.687959261374453,194.4833,895678,284720,64736918.806,29912683.2,0.683963983302288,0.407568640498035
"ATG9",21,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",102.543,69.948,104.005,0.682133348936544,1.01425743346694,0.672544589202442,204.258,876564,283421,61313898.672,29477201.105,0.675329397073044,0.402108615545578
"ATG9",22,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",101.19,70.539,100.471,0.697094574562704,0.992894554797905,0.702083188183655,214.3316,908116,282272,64057594.524,28360150.112,0.693130900091748,0.412484650020467
"ATG9",23,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",99.54,69.351,98.528,0.69671488848704,0.989833232871208,0.703870980837934,224.2294,900335,282206,62439132.585,27805192.768,0.69188984837288,0.413101102579834
"ATG9",24,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",98.311,67.385,99.896,0.685426859659651,1.01612230574402,0.674551533594939,234.1232,878500,282207,59197722.5,28191350.472,0.677404170644622,0.402825186363066
"ATG9",25,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",97.179,68.718,94.933,0.707128083227858,0.976888010784223,0.723857878714462,244.1957,920737,277899,63271205.166,26381785.767,0.705734460251128,0.419905775094561
"ATG9",26,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",96.155,68.215,93.762,0.709427486870157,0.975113098642816,0.727533542373243,254.396,922251,279319,62911351.965,26189508.078,0.706068964257349,0.421140038400514
"ATG9",27,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",94.495,67.207,92.427,0.711222816022012,0.978115244192815,0.727136010040356,264.2912,917464,281621,61660003.048,26029384.167,0.703163803583435,0.421006803062004
"ATG9",28,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",93.662,64.404,95.466,0.687621447331895,1.01926074608699,0.674627616114638,274.2282,873243,285580,56240342.172,27263180.28,0.673508620002568,0.402852317507975
"ATG9",29,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",92.632,64.623,92.471,0.697631488038691,0.998261939718456,0.698846124730997,284.455,895915,286424,57896715.045,26485913.704,0.686121253904242,0.411365169898277
"ATG9",30,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",90.984,65.955,86.814,0.724907676074914,0.954167765761013,0.759727693689958,294.3481,940933,276127,62059236.015,23971689.378,0.72135962424565,0.431730259411268
"ATG9",31,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",88.922,63.646,86.654,0.715750882796158,0.974494500798453,0.734484270778037,304.5354,914727,282104,58218714.642,24445440.016,0.704280045962652,0.423459747172322
"ATG9",32,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",88.128,63.079,86.068,0.71576570442992,0.976624909222948,0.732897244039597,314.4971,914062,281508,57658116.898,24228830.544,0.704118528033285,0.422931738486191
"ATG9",33,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",86.915,61.076,87.117,0.702709543807168,1.00232410976241,0.701080156571048,324.3904,891509,285016,54449803.684,24829738.872,0.686807742937452,0.412138225152335
"ATG9",34,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",85.639,61.642,83.056,0.719788881234017,0.969838508156331,0.74217395492198,334.2909,918780,279950,56635436.76,23251527.2,0.708944663216364,0.426004505936502
"ATG9",35,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",84.262,60.067,83.204,0.712859889392609,0.987443924900904,0.721924426710254,344.4279,899458,282058,54027743.686,23468353.832,0.697167282177673,0.419254419945418
"ATG9",36,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",83.74,60.514,81.726,0.722641509433962,0.975949367088607,0.740449795658664,354.3425,914106,282163,55316210.484,23060053.338,0.705777588602953,0.425435883014623
"ATG9",37,"s9_norapalog_xy2-Registered","MF041","norapalog","MF041_s9_norapalog_xy2-Registered",82.35,59.842,80.207,0.726678809957498,0.97397692774742,0.746094480531624,364.4622,920525,279139,55086057.05,22388901.773,0.711017571185163,0.427293304486287
"TPD54",1,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",53.97,65.519,55.636,1.21398925328886,1.03086900129702,1.17763678193975,7.4563,1145097,166478,75025610.343,9262170.008,0.890112540994323,0.540786595683216
"TPD54",2,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",52.467,64.013,55.061,1.22006213429394,1.04944060075857,1.16258331668513,17.639,1136282,171996,72736819.666,9470271.756,0.884799819672666,0.537590070040479
"TPD54",3,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",51.956,63.477,54.401,1.22174532296559,1.04705904996536,1.16683516847117,27.5101,1138433,169945,72264311.541,9245177.945,0.886575440438896,0.538497429545802
"TPD54",4,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",50.975,62.404,53.951,1.22420794507111,1.05838155958803,1.15667920891179,37.4881,1129803,175465,70504226.412,9466512.215,0.881625299734272,0.536324180310257
"TPD54",5,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",50.869,62.372,54.297,1.22612986298138,1.06738878295229,1.14871908208557,47.3225,1127079,176832,70298171.388,9601447.104,0.879831127041472,0.534606450728128
"TPD54",6,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",49.745,61.361,51.78,1.23351090561866,1.04090863403357,1.18503283120896,57.2688,1141247,167961,70028057.167,8697020.58,0.889526681600115,0.542340972768492
"TPD54",7,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",49.567,60.803,51.613,1.22668307543325,1.04127746282809,1.17805591614516,67.4478,1141174,167269,69386802.722,8633254.897,0.889345699548707,0.540874964417876
"TPD54",8,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",48.67,59.951,51.366,1.23178549414424,1.05539346620095,1.16713390180275,77.4024,1133625,171809,67961952.375,8825141.094,0.885069994248932,0.538561046381056
"TPD54",9,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",48.194,59.501,51.507,1.23461426733618,1.06874299705358,1.15520220552546,87.3839,1122087,177402,66765298.587,9137444.814,0.879616409044319,0.536006413952148
"TPD54",10,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",47.544,59.204,49.988,1.24524650849739,1.05140501430254,1.18436424741938,97.4299,1139113,169065,67440046.052,8451221.22,0.888640399300354,0.542200893838376
"TPD54",11,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",47.099,58.702,49.086,1.24635342576275,1.04218773222361,1.19590107158864,107.4253,1141515,167522,67009213.53,8222984.892,0.890698596286196,0.544606078598731
"TPD54",12,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",45.626,56.921,45.883,1.24755621794591,1.00563275325472,1.24056840224048,117.4413,1161187,155054,66095925.227,7114342.682,0.902823157390394,0.553684681529901
"TPD54",13,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",46.286,57.37,46.97,1.23946765760705,1.01477768655749,1.22141792633596,127.5218,1151834,160908,66080716.58,7557848.76,0.897365616438828,0.549837071113667
"TPD54",14,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",46.052,57.145,46.881,1.240879874924,1.01800138973335,1.21893730935774,137.4438,1151892,161420,65824868.34,7567531.02,0.896889445147035,0.549333820391056
"TPD54",15,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",44.772,55.887,47.428,1.24825783972125,1.05932279103011,1.17835455848866,147.6757,1124458,176642,62842584.246,8377776.776,0.882368234929164,0.540937908338576
"TPD54",16,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",44.64,55.904,46.675,1.25232974910394,1.04558691756272,1.1977289769684,157.5761,1135747,172011,63492800.288,8028613.425,0.887745319783288,0.544984840951852
"TPD54",17,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",44.169,55.262,45.619,1.2511489959021,1.03282845434581,1.21138122273614,167.706,1149720,163538,63535826.64,7460440.022,0.894917854518777,0.547793935428872
"TPD54",18,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",43.06,54.064,45.528,1.25555039479796,1.05731537389689,1.18748901774732,177.5893,1125503,178170,60849194.192,8111723.76,0.88237216091517,0.542854847778938
"TPD54",19,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",43.038,54.291,45.143,1.26146661090199,1.0489102653469,1.20264492833883,187.6206,1137082,170321,61733318.862,7688800.903,0.889245662203527,0.546000362049198
"TPD54",20,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",43.287,54.493,45.546,1.25887679903897,1.05218656871578,1.19643876520441,197.605,1136689,172058,61941593.677,7836553.668,0.887693297025297,0.544717560151541
"TPD54",21,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",42.954,54.374,45.097,1.26586580993621,1.04989058062113,1.20571213162738,207.4516,1136878,171686,61816604.372,7742523.542,0.888691480554895,0.546631681595641
"TPD54",22,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",41.955,53.135,44.732,1.26647598617566,1.06618996543916,1.18785209693284,217.4238,1118458,178979,59429265.83,8006088.628,0.881277577728366,0.542930712088855
"TPD54",23,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",41.293,52.387,43.57,1.26866539122854,1.05514251810234,1.20236401193482,227.4361,1132394,173304,59322724.478,7550855.28,0.887087616554627,0.545942453390581
"TPD54",24,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",41.331,52.533,42.64,1.27103142919358,1.0316711427258,1.23201219512195,237.4425,1147266,163318,60269324.778,6963879.52,0.89642201955549,0.55197377407458
"TPD54",25,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",40.903,51.981,43.577,1.2708358800088,1.06537417793316,1.19285402850127,247.5139,1119379,181054,58186439.799,7889790.158,0.880595636840443,0.54397329370644
"TPD54",26,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",40.56,51.667,42.942,1.27384122287968,1.05872781065089,1.20318103488426,257.6509,1124278,178024,58088071.426,7644706.608,0.883700235458696,0.546110835121394
"TPD54",27,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.805,50.693,41.295,1.27353347569401,1.03743248335636,1.22758203172297,267.5877,1148738,162043,58232975.434,6691565.685,0.896933184745425,0.551082749923903
"TPD54",28,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.847,50.628,41.221,1.27055989158531,1.03448189324165,1.22820892263652,277.4433,1147383,164016,58089706.524,6760903.536,0.895746492905082,0.551209049635815
"TPD54",29,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.857,50.821,41.43,1.27508342323808,1.03946609127631,1.22667149408641,287.7399,1144174,164931,58148066.854,6833091.33,0.894845036300346,0.550899177244691
"TPD54",30,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.417,50.289,41.898,1.27582007763148,1.06294238526524,1.20027208935987,297.471,1128952,174561,56773867.128,7313756.778,0.885878796369056,0.545510755312571
"TPD54",31,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.019,49.687,41.57,1.2734052641021,1.06537840539224,1.19526100553284,307.6563,1132505,171187,56270775.935,7116243.59,0.887733424866375,0.544473300678304
"TPD54",32,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",39.608,50.309,41.899,1.27017269238538,1.05784185013129,1.20072078092556,317.4958,1128866,173317,56792119.594,7261808.983,0.886629764257621,0.545603418358494
"TPD54",33,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",38.449,49.126,40.596,1.27769252776405,1.05584020390647,1.21011922356882,327.4469,1135708,169006,55792791.208,6860967.576,0.890493919133355,0.547535721450703
"TPD54",34,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",38.091,49.018,40.693,1.2868656638051,1.06831009949857,1.20458064040498,337.3299,1135935,168745,55681261.83,6866740.285,0.890216472903885,0.546398992319783
"TPD54",35,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",38.565,49.52,40.457,1.28406586282899,1.04906002852327,1.22401562152409,347.6013,1151247,160622,57009751.44,6498284.254,0.897677763404452,0.550362870511353
"TPD54",36,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",37.966,48.923,39.792,1.28860032660802,1.04809566454196,1.22946823482107,357.3886,1150420,160724,56281997.66,6395529.408,0.897961363391677,0.55146254861072
"TPD54",37,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",37.595,48.406,39.859,1.28756483574943,1.0602207740391,1.21443086881256,367.5948,1130166,171630,54706815.396,6841000.17,0.888850642267488,0.548416699711097
"ATG9",1,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",119.006,71.25,114.953,0.598709308774347,0.965942893635615,0.619818534531504,7.4563,1145097,166478,81588161.25,19137145.534,0.810006579825678,0.382646896129493
"ATG9",2,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",115.551,68.472,113.552,0.592569514759716,0.98270027953025,0.603001268141468,17.639,1136282,171996,77803501.104,19530489.792,0.799345638535791,0.376170175361491
"ATG9",3,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",112.937,66.619,112.682,0.589877542346618,0.997742104004887,0.591212438543867,27.5101,1138433,169945,75841268.027,19149742.49,0.798404687077491,0.371548401849404
"ATG9",4,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",110.546,64.491,112.224,0.583386101713314,1.01517920141841,0.574663173652694,37.4881,1129803,175465,72862125.273,19691384.16,0.78724324684571,0.364943553178847
"ATG9",5,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",108.41,63.664,109.617,0.587252098514897,1.01113365925653,0.580785827015883,47.3225,1127079,176832,71754357.456,19383793.344,0.787314168941861,0.367403235207553
"ATG9",6,"s9_norapalog_xy3-Registered","MF041","norapalog","MF041_s9_norapalog_xy3-Registered",106.118,62.984,104.406,0.593527959441376,0.983867015963361,0.603260349022087,57.2688,1141247,167961,71880301.048,17536136.166,0.803882410076004,0.376270983929745
