batchCurveFitRun0_ResultsCopy
	y0	A	tau	Chi2	y0 Sigma	A Sigma	tau Sigma	XOffset
ATG9_norapalog_18_y	6.013326926433394	-5.012114629912388	27660.94400814724	0.006687703501473945	1706.458091937695	1706.450295717891	9453411.907161633	44.33459854125977
ATG9_norapalog_19_y	0.8503202300746998	0.1696742294502754	1036.583452145692	0.01131615956160865	3.11250446250054	3.102480160549277	21012.83919674985	47.3224983215332
ATG9_norapalog_22_y	0.9811031534696354	0.0466185017940852	486.4107511372803	0.00893083031956509	0.6126249233849244	0.6039198317793874	7877.271101055906	41.88819885253906
ATG9_norapalog_23_y	4.544000210220091	-3.551280324858988	27200.48706509464	0.004627364180032807	1372.37129634875	1372.364848538082	10552018.50503197	45.94129943847656
ATG9_norapalog_25_y	1.349295438566328	-0.3007324488005342	10714.65506123941	0.1919704559159604	1370.902626409225	1370.860860158616	49323619.12328225	46.11439895629883
ATG9_norapalog_28_y	1.013695048265383	0.01122177016217891	6.77731755496719	0.02976757726370009	0.009125965287303054	0.04046494692870276	68.16240233197546	42.12269973754883
ATG9_norapalog_29_y	1.477747368795828	-0.4914251568374962	1546.494316441625	0.07102588818911783	17.38823005952996	17.36297938547219	58526.87882921991	46.43769836425781
ATG9_norapalog_30_y	10.43328703082375	-9.431744995905847	23835.43758622085	0.02349235884526063	2373.133475675593	2373.118872463337	6023719.65017178	42.2218017578125
ATG9_norapalog_31_y	1.043077024897218	-0.06259037389078531	38.96694324899411	0.07789526314061306	0.02413077301660334	0.05237744260029831	72.58083824568379	46.66519927978516
ATG9_norapalog_34_y	1.063476265278536	-0.06612004161414052	185.6870651451138	0.003899580103403072	0.037339567500545	0.03290752073785179	200.9111836314762	59.88150024414062
ATG9_norapalog_35_y	0.7159189647380201	0.320756191583743	3558.477141707452	0.05982257645639828	50.77016263742533	50.74689348171551	584987.2827141092	64.06109619140625
ATG9_norapalog_38_y	1.09707406311919	-0.0828215580908217	722.8902407907569	0.01631472482277473	1.826043340333037	1.814102914996036	18371.0868795976	46.82199859619141
ATG9_norapalog_41_y	1.025679428260955	-0.02775830678020932	56.08948111849361	0.003004162722532542	0.006920020995173243	0.009645345450112733	52.12975190215783	42.0724983215332
ATG9_norapalog_44_y	6.646235835859697	-5.657836292663475	26490.01545627828	0.007659739004437218	1672.666706072745	1672.658363386285	7862525.028580636	42.13919830322266
ATG9_norapalog_45_y	1.071399671924654	-0.104735137121177	267.1676665870944	0.009163220909141807	0.1892049474435434	0.1807955860744413	699.2107683165112	46.32410049438477
ATG9_norapalog_48_y	1.131401648332775	-0.1179628524472981	92.49114444389389	0.03037850860289833	0.04686810644905928	0.04126993382966076	93.7108378410402	42.02170181274414
ATG9_norapalog_49_y	0.8742944777834909	0.1543503852293513	1814.747621202414	0.004483009023478485	6.015980036532553	6.00963757891386	74905.81883673366	46.02679824829102
ATG9_norapalog_51_y	57.49901956498586	-56.55759171166081	74470.46662141707	0.07237157524817682	40752.04281783279	40752.01714898543	53734633.39802413	42.28879928588867
ATG9_norapalog_52_y	1.210465370347011	-0.1672127278687998	6451.146481275311	0.02372132702622775	175.118210572952	175.1035341529805	6866644.240535224	46.66429901123047
ATG9_norapalog_55_y	14.80328624086779	-13.84808019403342	14334.34614919943	0.4094985819933358	3582.849308245621	3582.788300718098	3735899.777542537	41.85229873657227
								
ATG9_norapalog_59_y	1.088849453808518	-0.1164557675384196	1.18988531895387	0.1671309007992346	0.02097227591252492	0.09610514821049508	488.3773442901778	41.86539840698242
ATG9_norapalog_60_y	3.75172451277799	-2.752947198842876	17687.82435010562	0.001911967969235591	372.7242170998984	372.7200480351935	2409020.906594139	45.73690032958984
ATG9_norapalog_61_y	-3.870995938563847	4.902427907211237	-167592.9805248174	0.02151181219151591	112507.5770309266	112507.5629953798	3843741377.564701	42.48580169677734
ATG9_norapalog_62_y	1.095002632313994	-0.06695001194115376	142301893.039353	0.4516856639079677	1520730.698636307	1520730.698636043	3236103574998050	47.00439834594727
ATG9_norapalog_64_y	1.05224111591866	-0.08980723059725133	108.4966734726403	0.04029501331802211	0.07128594943303659	0.06111456125421958	196.7433214173728	41.9739990234375
ATG9_norapalog_65_y	3.937933406031196	-2.944426895932023	23711.22019161849	0.001603296350681809	612.4928162736574	612.4889798054206	4954279.640822472	45.95259857177734
ATG9_norapalog_68_y	1.07421608651521	-0.106939304962161	92.04505745544543	0.04873134776946805	0.0394531225742435	0.04095109237453542	104.7810505841792	53.92539978027344
ATG9_norapalog_69_y	-0.5087655991590883	1.517703755319008	-26446.8083055914	0.06729140199336379	3021.6104685052	3021.585773915018	52386297.87393384	58.27389907836914
ATG9_norapalog_70_y	1.031399161880892	-0.02155579339471626	6486.54156775764	0.01068673770170174	72.49917905746743	72.4893692638685	22271094.54526184	62.56729888916016
ATG9_norapalog_73_y	-2.029647086890803	3.037515192899093	7869.935504831872	0.01721760001655741	221.4284857014755	221.4159953579637	581391.3851064501	42.25659942626953
ATG9_norapalog_74_y	0.9417803704399801	-0.009797201819089297	20531512700.68229	0.02299141267500122	418931.1857760364	418931.1857760365	5.100128506994081e+18	46.30390167236328
ATG9_norapalog_77_y	1.165953714587147	-0.06692873396128057	319.4505875703891	0.06914268161402574	0.7409454858063734	0.7175415553085616	4832.05414974412	42.42309951782227
								
ATG9_norapalog_79_y	1.003486219995585	-0.03097333947580358	35.48863000913459	0.01426025482810305	0.009605434725219512	0.02305879279640996	56.54569606524622	42.25220108032227
ATG9_norapalog_80_y	0.775020444136551	0.2704657585288048	-78882014.45523956	0.115422154007815	2143038.878823825	2143038.87882261	625050843530812.4	46.59040069580078
ATG9_norapalog_85_y	0.8429490907151663	0.1394657106763513	9750.47626752931	0.005231114387392346	187.470151373258	187.463256175517	13248264.98120897	42.26850128173828
ATG9_norapalog_86_y	0.9676398502483815	0.02956902254303915	192.9061171657026	0.001686491282937846	0.04306039439534078	0.03970572125687048	463.2114757875676	46.52119827270508
TPD54_rapalog_0_y	1.130394171252124	-0.1391037295849835	42.97975849658171	0.002032679585801079	0.004056114594784724	0.008379464914385914	5.913547462656938	44.53850173950195
TPD54_rapalog_1_y	1.105828051502431	-0.1061619516647133	54.37141652344133	0.004492002615292021	0.007683772897552296	0.01194372111525465	15.62360102354648	51.37030029296875
TPD54_rapalog_8_y	1.283393434960969	-0.325628842503794	80.67247589640854	0.008072375845507676	0.01771904935389045	0.01745441628334087	12.96092926907812	44.16360092163086
TPD54_rapalog_9_y	1.237351655203288	-0.2623801636919025	67.83046726780267	0.002650899865881443	0.007815146364523788	0.009216442925562784	6.821078128959093	47.78099822998047
TPD54_rapalog_10_y	21.44018599614392	-20.45059581204767	25863.94251229745	0.01826174581648228	2230.679759040499	2230.666778471864	2833215.425857133	51.19290161132812
TPD54_rapalog_11_y	1.188484064368791	-0.196070081965726	77.9928124441124	0.0005491098539972637	0.004241392093679535	0.004396970457772474	5.204123569730839	45.37540054321289
TPD54_rapalog_12_y	1.151908156417776	-0.1822043894981873	110.9619682417134	0.009876971516163046	0.0364567621540373	0.03128623050193638	50.08019473698285	41.67440032958984
TPD54_rapalog_13_y	1.761643573482622	-0.7087395901065044	97.44741513745267	0.2033920001625905	0.1314931513984475	0.1144593886428285	44.54781662029141	44.9739990234375
TPD54_rapalog_14_y	1.174525250934457	-0.2049253056997841	46.00287241559878	0.007553028268495493	0.008683994139894905	0.01571544539790724	8.409158033463173	48.26219940185547
TPD54_rapalog_15_y	1.047072807324637	-0.07519050345375811	174.4647442452406	0.002277037697620328	0.03598086839607102	0.03233168509435373	149.8121603745778	44.8026008605957
TPD54_rapalog_16_y	1.159131886684056	-0.2282218957676745	75.3511425378954	0.01589007698035991	0.02173351220792041	0.02327419013318221	22.63540039559098	51.65530014038086
TPD54_rapalog_20_y	1.723840960141358	-0.7053776424416186	1086.222615852551	0.04391331504535465	6.337670538646305	6.317913458828002	10767.27941252039	46.05770111083984
								
TPD54_rapalog_24_y	1.129474879451866	-0.1268937225267004	119.1962649080786	0.002117534920788099	0.01938965905043795	0.01666331789689911	39.12166006933168	41.93939971923828
TPD54_rapalog_26_y	1.309288069762522	-0.3411030723849326	40.16957096701103	0.1255104071345589	0.03141094943943602	0.06651955468315746	17.53774282337393	42.0177001953125
TPD54_rapalog_27_y	1.112952222930756	-0.1131089839695696	59.70080409587923	0.003742761084287265	0.008378736188908895	0.01087106450536898	15.76597965610174	46.18420028686523
TPD54_rapalog_32_y	1.202979178627593	-0.2262707120416822	46.33504300441109	0.04947884220048415	0.02255694815200641	0.04022817442725009	19.83215419627027	42.11040115356445
TPD54_rapalog_33_y	1.089518588338291	0.03098074507653443	447.9526402305332	0.9403301328289693	5.351717170884517	5.262597524247966	97009.53392292182	46.57609939575195
TPD54_rapalog_36_y	1.121156450923375	-0.1248995379239675	66.04131632059421	0.001471718142277365	0.00431250783889927	0.006891972086515417	9.181871161208825	57.72859954833984
TPD54_rapalog_37_y	1.146519932274137	-0.138021441925094	29.07580319335573	0.001823992483604594	0.002716861960427715	0.009184582872437765	3.82067276596799	61.78099822998047
TPD54_rapalog_39_y	1.133631633699625	-0.1409255482812413	49.04959982364221	0.0009150667799688666	0.003265217625962445	0.005432647330905348	4.687695685460947	42.40700149536133
TPD54_rapalog_40_y	1.229039369881804	-0.2624334086387883	41.34965546228152	0.009071947327275308	0.008669015367992099	0.01782847196375833	6.350367280735992	46.60559844970703
TPD54_rapalog_42_y	1.135668406518198	-0.1225191572632511	60.34768080689308	0.002673627292372879	0.007177529335631705	0.009152143690458118	12.49344479496759	42.16419982910156
TPD54_rapalog_43_y	1.122735588212826	-0.1685584655700046	36.75859942764982	0.0122255298334584	0.009121385715307587	0.02121098593988516	9.983015658378376	46.61190032958984
TPD54_rapalog_46_y	1.191086420384517	-0.2179560103687446	49.39329228593711	0.01299089865007628	0.01237638805471165	0.02041516912985395	11.5059208608358	42.34220123291016
TPD54_rapalog_47_y	1.235417528623711	-0.2608403691935556	98.28771188430647	0.002474399468259316	0.01489872076755088	0.0128832897344052	13.72285858066233	46.8025016784668
TPD54_rapalog_50_y	1.120076611682058	-0.1171351821993396	52.9366392305234	0.002874226674016825	0.006293488834280491	0.009542080926398249	11.09098544069701	41.99739837646484
TPD54_rapalog_53_y	1.129118543809727	-0.1480836523060561	67.67093899914543	0.003028233584202754	0.00898254788134239	0.009965494031775044	13.2724973147743	41.86439895629883
TPD54_rapalog_54_y	1.257077326004051	-0.2028592241439093	57.41743471757204	0.01535272769886146	0.01624802445950904	0.02170474256702741	16.77381818863225	46.93249893188477
								
TPD54_rapalog_58_y	8.760940223780946	-7.816694205280446	8115.132745416956	0.01435083692393004	217.5559392233279	217.5441559989028	228811.3253337916	45.91279983520508
TPD54_rapalog_63_y	1.151226340281754	-0.1609886760668719	58.65522672959941	0.006659345926638994	0.01094282690026199	0.01450703616934327	14.4374926940759	46.07780075073242
TPD54_rapalog_66_y	1.202038484108186	-0.1897022862590582	39.17069778876576	0.02080689949646878	0.01253676395432053	0.0270410269216759	12.44651604426907	42.2307014465332
TPD54_rapalog_71_y	1.255238960547733	-0.2609093682296889	31.85222685318316	0.003484212269288187	0.004428167451191335	0.01163436558037995	2.960741151374327	42.43080139160156
TPD54_rapalog_72_y	1.17322664497298	-0.2083791694112849	39.48986266876339	0.006533714659309726	0.007069801953496725	0.01517235496101277	6.423097043952946	46.83639907836914
TPD54_rapalog_75_y	1.212332178481278	-0.2404740998328211	40.46900199323498	0.008208958824790231	0.008083912718591534	0.01708516040137324	6.432694787128105	42.13890075683594
TPD54_rapalog_76_y	1.162957690903297	-0.1712973872673804	31.8020023094456	0.003421217778717183	0.004381291733463974	0.01170630204823915	4.460345988983278	46.34510040283203
TPD54_rapalog_81_y	1.172849918270558	-0.2113191407837501	20.74433902865616	0.01166094178970314	0.006728531213382014	0.0234749925450181	4.527821782862145	42.09109878540039
TPD54_rapalog_82_y	1.149387551395171	-0.1813272724624253	14.85861325371294	0.01975479586069978	0.008097949986823566	0.03196694870139261	5.334128968714386	46.09859848022461
TPD54_rapalog_83_y	1.599354292914773	-0.5928218528101784	120.5040446325352	0.04505658591277768	0.09135045030679805	0.07856096944926386	39.60550636336029	42.06029891967773
TPD54_rapalog_84_y	1.311361274986125	-0.2822738288389435	114.5662543389156	0.02656582775880228	0.06408862676727425	0.05489190196540147	57.31385157442926	46.24039840698242
TPD54_rapalog_87_y	1.260821406964131	-0.2779782455983907	185.4939297710556	0.003081156220647435	0.05389022543519943	0.0493918913901381	60.43062201842303	42.27920150756836
TPD54_rapalog_88_y	1.267890846223068	-0.2894875875086403	77.15192644592955	0.01134968237184534	0.02128000737619677	0.02075182192478984	16.57682042916696	46.65629959106445
TPD54_norapalog_2_y	1.009914654437194	-0.04649900592050487	24.91826934085273	0.006750822229546734	0.005329259796018702	0.01731536028256124	18.49713813924672	43.37030029296875
TPD54_norapalog_3_y	1.025352879183179	-0.03067905662385885	70.73176415753987	0.001750297731364146	0.00661281067640873	0.007494078673393979	50.07805185477285	47.01039886474609
TPD54_norapalog_4_y	1.078937622241894	-0.0690890273235918	6117.253591193443	0.02048337731732547	128.5481415288373	128.5345653718421	11591453.25170432	50.27849960327148
								
TPD54_norapalog_6_y	1.011823090950268	-0.04565978958388005	110.7786907131455	0.005154026370449349	0.02258796509715678	0.01946384633696906	131.0373283520084	48.00230026245117
TPD54_norapalog_7_y	1.023621297882487	-0.03378688343035632	49.70969244301582	0.00655040804419609	0.008067343620786385	0.01469287011615727	51.46825945689433	51.62210083007812
TPD54_norapalog_18_y	2.208798561536906	-1.21375132542963	17091.57987852856	0.002122241359697809	367.0266180318046	367.0222271230454	5200134.390947474	44.33459854125977
TPD54_norapalog_19_y	1.016594815564257	-0.01994531665131489	35.65309849448155	0.0009701908101272633	0.002512255702082339	0.005982577430699364	23.00871335494555	47.3224983215332
TPD54_norapalog_22_y	0.9411191088189035	0.06669091690866535	1626.265776269871	0.001098339804730108	2.390855342434834	2.387723100296224	62148.91983097858	41.88819885253906
TPD54_norapalog_23_y	0.9953503795231667	0.009136187413571127	33.08071292249662	0.0002496850486916398	0.001214583358494149	0.003073530502567393	23.55465068142357	45.94129943847656
TPD54_norapalog_25_y	1.110944329638564	-0.09093266012054513	785480.3039750513	0.02261599062439477	1036716.288477453	1036716.282594746	8956398071563.303	46.11439895629883
TPD54_norapalog_28_y	0.9952371081174994	0.03120117194872609	10.12786382905511	0.0008746150523266205	0.001616059811761473	0.006863121159841863	5.070976308978605	42.12269973754883
TPD54_norapalog_29_y	6.766294875682352	-5.769942088925858	20692.55904045154	0.01249598458124808	1305.258004173481	1305.247338576416	4704809.669020467	46.43769836425781
TPD54_norapalog_30_y	6.77812235272093	-5.785989658353391	25863.48157760256	0.006719983756138132	1494.414583736853	1494.406773136232	6707213.603166764	42.2218017578125
TPD54_norapalog_31_y	0.9986199236436902	-0.0002290028958585776	80.51478624035197	0.02041312176709698	0.03050044573518421	0.02880052500003529	30308.91204766435	46.66519927978516
TPD54_norapalog_34_y	1.00888560565843	-0.009950447217767102	229.9445931834415	0.001136728657203835	0.03030131507976888	0.02762081919884789	1199.121614149873	59.88150024414062
TPD54_norapalog_35_y	1.010211947396275	0.002139824693033086	4.195821424587709	0.001571487590348381	0.002043662354595945	0.009320314084203606	129.2713178182383	64.06109619140625
TPD54_norapalog_38_y	1.003804400197064	-0.000123442050066383	-2.763081039432561e+17	0.0006154347936686937			0	46.82199859619141
TPD54_norapalog_41_y	0.9767155772465956	0.02168263039645695	1057.375233161407	0.001584660051643278	1.213625961522892	1.209882071707398	65267.21147107086	42.0724983215332
TPD54_norapalog_44_y	1.606268226341688	-0.6058331067395595	13177.26304163559	0.0009621368750450934	146.6927389594237	146.6897833613382	3216163.381192354	42.13919830322266
TPD54_norapalog_45_y	0.9925925899272077	-0.02441626705885265	80.40775096558581	0.004481821960115226	0.01424752720486144	0.01347547430105152	132.8702591727098	46.32410049438477
TPD54_norapalog_48_y	1.078249137672737	-0.07143308919434273	94.89451561021502	0.01206163069538815	0.03086052028973209	0.02696912453096446	102.635218574377	42.02170181274414
TPD54_norapalog_49_y	1.015845763160184	-0.01825899061129896	68.92674398056734	0.0008619447343898311	0.004928677103004677	0.005349121732836745	59.18362278440355	46.02679824829102
TPD54_norapalog_51_y	10.25853443612273	-9.291150985941753	38507.3581474809	0.01481953716418695	4926.585160218706	4926.573555663669	20474015.90840526	42.28879928588867
TPD54_norapalog_52_y	2.218060330365678	-1.202030982506706	17128.51188266587	0.003335961357637082	462.9424204967677	462.9369111850657	6637254.490229971	46.66429901123047
TPD54_norapalog_55_y	5.722395473300465	-4.730017460737614	12794.96432023143	0.03665766928421396	854.0987377512015	854.0804860992594	2329403.426821239	41.85229873657227
TPD54_norapalog_56_y	0.9967952165898579	0.003478478280347248	4789278.268926986	0.002088415846993943				45.75529861450195
TPD54_norapalog_59_y	1.096993940425514	-0.1062027446387542	27.36802595049963	0.1685561980502478	0.02840794516376672	0.08378631012240274	43.72659687193359	41.86539840698242
TPD54_norapalog_60_y	1.014435805484236	-0.01698539596795956	315.3787949544877	0.0002763172831612338	0.04556293273541061	0.04407499811786067	1161.346399945881	45.73690032958984
TPD54_norapalog_61_y	0.9589392047967675	0.05355224244642044	-61168469404.94978	0.00226862937819855			2.556804716923571e+18	42.48580169677734
TPD54_norapalog_62_y	0.9437592390101924	0.09835272657808072	124.0880106075816	0.3016110184956631	0.2491723659349193	0.2152487184287884	657.6302829668747	47.00439834594727
TPD54_norapalog_64_y	1.034769009590313	-0.05982931978270659	155.701490770547	0.01449418652290625	0.08344733030250444	0.07444391448849115	398.6300502786011	41.9739990234375
								
TPD54_norapalog_68_y	1.041748293180228	-0.0576892949299088	133.6244534668725	0.01831996601323622	0.04495934036779545	0.03862769320399901	244.1340176663326	53.92539978027344
TPD54_norapalog_69_y	0.8197981586154931	0.1883788561863258	-6273.313163789224	0.0408998123096874	132.5481815474112	132.5289014663445	4320285.285289858	58.27389907836914
TPD54_norapalog_70_y	1.055567783223387	-0.04961820425386152	-10739259.07423508	0.01214504130434639				62.56729888916016
TPD54_norapalog_73_y	0.8871678331573701	0.1166005618175912	978.2130788498821	0.002660078032611705	1.346359817204938	1.341507133968733	12553.91222029619	42.25659942626953
TPD54_norapalog_74_y	1.00059838279132	-0.03985365839805473	258.7022109505808	0.004156235906018916	0.1194402837069322	0.1138106744751354	1136.212351408496	46.30390167236328
TPD54_norapalog_77_y	1.19905327808112	-0.1293314091923754	553.2137518508782	0.04504237121521844	1.779629838590737	1.760063725598782	9151.029123890712	42.42309951782227
TPD54_norapalog_78_y	0.9412668393440022	0.06553044294623431	147.7124684449904	0.004617539143059628	0.04273913818724521	0.03788789395898794	181.5045593544566	46.4906005859375
TPD54_norapalog_79_y	0.2152407543111399	0.7653537986468786	7349.292695885744	0.008203195543135148	133.278381113816	133.2697182164134	1298205.825875753	42.25220108032227
TPD54_norapalog_80_y	0.8377536997836538	0.1912242191793799	-34971.1954275027	0.04500894773730155	7056.478780057234	7056.458431097159	1286612989.446866	46.59040069580078
TPD54_norapalog_85_y	0.9683986047365974	0.02719022347024536	753.1557686829485	0.0006704566232450012	0.4012823073796673	0.3988551666145649	12741.77115424338	42.26850128173828
TPD54_norapalog_86_y	0.5086747151850534	0.4870094352195465	1849.49205556076	0.003134562809647301	5.228206039222104	5.222900067200247	21003.84119529313	46.52119827270508
