 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,310,90,11,314,95,33,5,6,23,1,1,1,346,0,346,108118,31976,8812,312.480,92.416,25.468,108118,31976,8812,312.480,92.416,25.468,1617.123,4.674,14.564,3.116,1617.123,4.674,14.564,3.116
2,2,634,132,11,638,137,33,5,6,23,2,2,2,772,0,386,490824,103780,18784,635.782,134.430,24.332,245412,51890,9392,635.782,134.430,24.332,2052.214,5.317,13.431,2.526,2052.214,5.317,13.431,2.526
3,3,1121,159,11,1127,165,33,7,7,23,3,3,3,2442,0,814,2744595,396441,57144,1123.913,162.343,23.400,914865,132147,19048,1123.913,162.343,23.400,4923.657,6.049,12.755,2.109,4923.657,6.049,12.755,2.109
4,4,501,170,11,531,203,49,31,34,39,4,4,4,43600,0,10900,22374948,7984088,1240832,513.187,183.121,28.459,5593737,1996022,310208,513.187,183.121,28.459,141658.047,12.996,27.105,2.086,141658.047,12.996,27.105,2.086
5,5,425,183,11,438,200,49,14,18,39,5,5,5,19035,0,3807,8206655,3629505,564950,431.135,190.675,29.680,1641331,725901,112990,431.135,190.675,29.680,31206.816,8.197,19.915,2.430,31206.816,8.197,19.915,2.430
6,6,664,185,11,671,193,41,8,9,31,6,6,6,7110,0,1185,4745166,1339944,198660,667.393,188.459,27.941,790861,223324,33110,667.393,188.459,27.941,8133.646,6.864,17.068,2.487,8133.646,6.864,17.068,2.487
7,7,689,318,11,701,331,33,13,14,23,7,7,7,13930,0,1990,9680223,4527012,339640,694.919,324.983,24.382,1382889,646716,48520,694.919,324.983,24.382,13637.705,6.853,14.420,2.104,13637.705,6.853,14.420,2.104
8,8,734,414,11,743,423,41,10,10,31,8,8,8,13416,0,1677,9919576,5617784,380272,739.384,418.738,28.345,1239947,702223,47534,739.384,418.738,28.345,12500.707,7.454,17.686,2.373,12500.707,7.454,17.686,2.373
9,9,1148,422,11,1157,429,41,10,8,31,9,9,9,14310,0,1590,16495515,6085404,383328,1152.726,425.255,26.787,1832835,676156,42592,1152.726,425.255,26.787,12252.288,7.706,16.355,2.122,12252.288,7.706,16.355,2.122
10,10,527,483,11,534,494,33,8,12,23,10,10,10,14920,0,1492,7918970,7298430,336840,530.762,489.171,22.576,791897,729843,33684,530.762,489.171,22.576,10080.808,6.757,12.666,1.875,10080.808,6.757,12.666,1.875
11,11,604,486,11,616,501,41,13,16,31,11,11,11,34485,0,3135,20989980,17030442,841962,608.670,493.851,24.415,1908180,1548222,76542,608.670,493.851,24.415,25234.702,8.049,17.360,2.157,25234.702,8.049,17.360,2.157
12,12,281,493,11,285,498,33,5,6,23,12,12,12,5664,0,472,1602732,2808576,131808,282.968,495.864,23.271,133561,234048,10984,282.968,495.864,23.271,2748.290,5.823,12.498,2.146,2748.290,5.823,12.498,2.146
13,13,27,621,11,34,629,41,8,9,31,13,13,13,14443,0,1111,430950,9031308,349206,29.838,625.307,24.178,33150,694716,26862,29.838,625.307,24.178,7146.352,6.432,16.893,2.626,7146.352,6.432,16.893,2.626
14,14,884,707,11,888,713,33,5,7,23,14,14,14,9408,0,672,8338092,6680380,213696,886.277,710.074,22.714,595578,477170,15264,886.277,710.074,22.714,4166.907,6.201,12.233,1.973,4166.907,6.201,12.233,1.973
15,15,579,744,11,591,757,41,13,14,31,15,15,15,43335,0,2889,25388760,32553195,1159890,585.872,751.199,26.766,1692584,2170213,77326,585.872,751.199,26.766,23938.451,8.286,16.903,2.040,23938.451,8.286,16.903,2.040
16,16,661,811,11,673,819,33,13,9,23,16,16,16,24288,0,1518,16209024,19795280,600576,667.368,815.023,24.727,1013064,1237205,37536,667.368,815.023,24.727,9545.665,6.288,14.405,2.291,9545.665,6.288,14.405,2.291
17,17,627,826,11,644,848,41,18,23,31,17,17,17,119578,0,7034,75983948,100065808,3306568,635.434,836.825,27.652,4469644,5886224,194504,635.434,836.825,27.652,69418.091,9.869,18.727,1.898,69418.091,9.869,18.727,1.898
18,18,657,846,11,664,854,33,8,9,23,18,18,18,17532,0,974,11583018,14890626,392688,660.679,849.340,22.398,643501,827257,21816,660.679,849.340,22.398,6174.870,6.340,12.318,1.943,6174.870,6.340,12.318,1.943
19,19,782,846,11,787,851,33,6,6,23,19,19,19,8360,0,440,6558059,7094049,199880,784.457,848.570,23.909,345161,373371,10520,784.457,848.570,23.909,2441.448,5.549,13.148,2.370,2441.448,5.549,13.148,2.370
20,20,619,912,11,637,926,41,19,15,31,20,20,20,87460,0,4373,54912740,80302660,2360440,627.861,918.164,26.989,2745637,4015133,118022,627.861,918.164,26.989,37026.162,8.467,18.218,2.152,37026.162,8.467,18.218,2.152
21,21,353,986,11,364,996,41,12,11,31,21,21,21,41223,0,1963,14768061,40863711,1198218,358.248,991.284,29.067,703241,1945891,57058,358.248,991.284,29.067,14233.287,7.251,18.528,2.555,14233.287,7.251,18.528,2.555
22,22,257,1011,11,318,1076,56,62,66,46,22,22,22,1288936,0,58588,367673812,1352917170,45802438,285.254,1049.639,35.535,16712446,61496235,2081929,285.254,1049.639,35.535,1176170.121,20.075,51.789,2.580,1176170.121,20.075,51.789,2.580
23,23,343,1141,11,352,1153,41,10,13,31,23,23,23,37582,0,1634,13069589,43068466,1017336,347.762,1145.987,27.070,568243,1872542,44232,347.762,1145.987,27.070,11215.497,6.864,16.335,2.380,11215.497,6.864,16.335,2.380
24,24,650,54,19,658,62,49,9,9,31,24,24,24,31920,0,1330,20879928,1848360,1010208,654.133,57.906,31.648,869997,77015,42092,654.133,57.906,31.648,9155.516,6.884,17.586,2.555,9155.516,6.884,17.586,2.555
25,25,565,152,19,568,154,33,4,3,15,25,25,25,2625,0,105,1486875,402375,68250,566.429,153.286,26.000,59475,16095,2730,566.429,153.286,26.000,420.103,4.001,7.210,1.802,420.103,4.001,7.210,1.802
26,26,496,193,19,501,199,33,6,7,15,26,26,26,11700,0,450,5834010,2289690,304200,498.633,195.700,26.000,224385,88065,11700,498.633,195.700,26.000,2024.058,4.498,7.748,1.722,2024.058,4.498,7.748,1.722
27,27,667,299,19,669,300,33,3,2,15,27,27,27,1620,0,60,1082565,485595,42120,668.250,299.750,26.000,40095,17985,1560,668.250,299.750,26.000,235.696,3.928,7.115,1.811,235.696,3.928,7.115,1.811
28,28,641,352,19,644,354,33,4,3,15,28,28,28,4200,0,150,2698500,1481760,109200,642.500,352.800,26.000,96375,52920,3900,642.500,352.800,26.000,607.996,4.053,7.203,1.777,607.996,4.053,7.203,1.777
29,29,719,358,19,724,363,33,6,6,15,29,29,29,12615,0,435,9102375,4552710,327990,721.552,360.897,26.000,313875,156990,11310,721.552,360.897,26.000,1951.259,4.486,7.742,1.726,1951.259,4.486,7.742,1.726
30,30,579,362,19,586,369,41,8,8,23,30,30,30,20310,0,677,11835720,7431930,679500,582.753,365.925,33.456,394524,247731,22650,582.753,365.925,33.456,3424.235,5.058,14.602,2.887,3424.235,5.058,14.602,2.887
31,31,967,405,19,972,410,33,6,6,15,31,31,31,13950,0,450,13526385,5686485,362700,969.633,407.633,26.000,436335,183435,11700,969.633,407.633,26.000,2018.708,4.486,7.603,1.695,2018.708,4.486,7.603,1.695
32,32,606,435,19,612,443,41,7,9,23,32,32,32,32384,0,1012,19719008,14216960,1015680,608.912,439.012,31.364,616219,444280,31740,608.912,439.012,31.364,6286.927,6.212,12.766,2.055,6286.927,6.212,12.766,2.055
33,33,1118,448,19,1118,449,33,1,2,15,33,33,33,990,0,30,1106820,444015,25740,1118.000,448.500,26.000,33540,13455,780,1118.000,448.500,26.000,114.263,3.809,7.018,1.843,114.263,3.809,7.018,1.843
34,34,343,456,19,347,460,33,5,5,15,34,34,34,9690,0,285,3345090,4441590,251940,345.211,458.368,26.000,98385,130635,7410,345.211,458.368,26.000,1214.900,4.263,7.407,1.738,1214.900,4.263,7.407,1.738
35,35,621,487,19,626,494,33,6,8,15,35,35,35,12075,0,345,7534800,5917275,313950,624.000,490.043,26.000,215280,169065,8970,624.000,490.043,26.000,1599.754,4.637,8.286,1.787,1599.754,4.637,8.286,1.787
36,36,487,498,19,490,500,33,4,3,15,36,36,36,6480,0,180,3165480,3233520,168480,488.500,499.000,26.000,87930,89820,4680,488.500,499.000,26.000,738.210,4.101,7.228,1.763,738.210,4.101,7.228,1.763
