 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,819,412,11,832,426,41,14,15,31,1,1,1,1817,0,1817,1502329,763021,49286,826.818,419.935,27.125,1502329,763021,49286,826.818,419.935,27.125,12462.800,6.859,16.434,2.396,12462.800,6.859,16.434,2.396
2,2,611,726,11,634,741,49,24,16,39,2,2,2,9724,0,4862,6046044,7134034,309160,621.765,733.652,31.794,3023022,3567017,154580,621.765,733.652,31.794,51007.692,10.491,22.320,2.128,51007.692,10.491,22.320,2.128
3,3,243,810,11,252,819,41,10,10,31,3,3,3,4698,0,1566,1164903,3828474,128496,247.957,814.916,27.351,388301,1276158,42832,247.957,814.916,27.351,11160.036,7.126,16.754,2.351,11160.036,7.126,16.754,2.351
4,4,541,931,11,552,944,41,12,14,31,4,4,4,7972,0,1993,4358324,7469384,229544,546.704,936.952,28.794,1089581,1867346,57386,546.704,936.952,28.794,14634.112,7.343,18.574,2.530,14634.112,7.343,18.574,2.530
5,5,743,128,19,748,135,33,6,8,15,5,5,5,2775,0,555,2069850,364350,72150,745.892,131.297,26.000,413970,72870,14430,745.892,131.297,26.000,2589.562,4.666,8.195,1.756,2589.562,4.666,8.195,1.756
6,6,431,167,19,464,197,56,34,31,38,6,6,6,65754,0,10959,29328198,11824902,2417046,446.029,179.835,36.759,4888033,1970817,402841,446.029,179.835,36.759,131003.151,11.954,24.144,2.020,131003.151,11.954,24.144,2.020
7,7,745,223,19,764,274,56,20,52,38,7,7,7,79177,0,11311,59878217,19826856,2826572,756.258,250.412,35.699,8554031,2832408,403796,756.258,250.412,35.699,159712.595,14.120,29.073,2.059,159712.595,14.120,29.073,2.059
8,8,722,279,19,764,324,56,43,46,38,8,8,8,268848,0,33606,200872056,81739448,9936808,747.158,304.036,36.961,25109007,10217431,1242101,747.158,304.036,36.961,537143.925,15.984,30.109,1.884,537143.925,15.984,30.109,1.884
9,9,799,365,19,815,377,49,17,13,31,9,9,9,35208,0,3912,28432971,13051989,1167372,807.571,370.711,33.156,3159219,1450221,129708,807.571,370.711,33.156,34858.699,8.911,17.201,1.930,34858.699,8.911,17.201,1.930
10,10,784,465,19,787,470,41,4,6,23,10,10,10,3640,0,364,2858980,1701940,102000,785.434,467.566,28.022,285898,170194,10200,785.434,467.566,28.022,1980.781,5.442,13.069,2.402,1980.781,5.442,13.069,2.402
11,11,756,512,19,761,517,33,6,6,15,11,11,11,3300,0,300,2501070,1700490,85800,757.900,515.300,26.000,227370,154590,7800,757.900,515.300,26.000,1320.149,4.400,7.969,1.811,1320.149,4.400,7.969,1.811
12,12,726,533,19,734,541,41,9,9,23,12,12,12,13188,0,1099,9628980,7080300,423000,730.132,536.874,32.075,802415,590025,35250,730.132,536.874,32.075,6637.253,6.039,13.491,2.234,6637.253,6.039,13.491,2.234
13,13,634,684,19,639,689,33,6,6,15,13,13,13,4680,0,360,2980380,3211260,121680,636.833,686.167,26.000,229260,247020,9360,636.833,686.167,26.000,1581.365,4.393,7.641,1.740,1581.365,4.393,7.641,1.740
14,14,643,684,19,643,686,33,1,3,15,14,14,14,630,0,45,405090,431550,16380,643.000,685.000,26.000,28935,30825,1170,643.000,685.000,26.000,174.754,3.883,7.071,1.821,174.754,3.883,7.071,1.821
15,15,294,690,19,295,693,33,2,4,15,15,15,15,1350,0,90,397800,933525,35100,294.667,691.500,26.000,26520,62235,2340,294.667,691.500,26.000,357.531,3.973,7.167,1.804,357.531,3.973,7.167,1.804
16,16,277,697,19,297,720,56,21,24,38,16,16,16,75584,0,4724,21657456,53631248,2502240,286.535,709.558,33.105,1353591,3351953,156390,286.535,709.558,33.105,51722.362,10.949,25.765,2.353,51722.362,10.949,25.765,2.353
17,17,738,718,19,740,720,41,3,3,23,17,17,17,1411,0,83,1042729,1014509,42330,739.000,719.000,30.000,61337,59677,2490,739.000,719.000,30.000,432.856,5.215,11.045,2.118,432.856,5.215,11.045,2.118
18,18,297,813,19,310,824,41,14,12,23,18,18,18,38646,0,2147,11689848,31625910,1215540,302.485,818.349,31.453,649436,1756995,67530,302.485,818.349,31.453,14930.739,6.954,14.030,2.017,14930.739,6.954,14.030,2.017
19,19,313,837,19,328,849,56,16,13,38,19,19,19,69711,0,3669,22387719,58771484,2664826,321.150,843.073,38.227,1178301,3093236,140254,321.150,843.073,38.227,34810.333,9.488,19.926,2.100,34810.333,9.488,19.926,2.100
20,20,338,907,19,353,912,41,16,6,23,20,20,20,24140,0,1207,8341680,21948380,749400,345.554,909.212,31.044,417084,1097419,37470,345.554,909.212,31.044,8416.004,6.973,14.239,2.042,8416.004,6.973,14.239,2.042
21,21,688,113,27,703,134,56,16,22,30,21,21,21,93576,0,4456,65069088,11748849,3714984,695.361,125.554,39.700,3098528,559469,176904,695.361,125.554,39.700,38909.172,8.732,20.743,2.376,38909.172,8.732,20.743,2.376
22,22,602,149,27,604,156,41,3,8,15,22,22,22,4290,0,195,2587860,656700,145860,603.231,153.077,34.000,117630,29850,6630,603.231,153.077,34.000,894.486,4.587,8.104,1.767,894.486,4.587,8.104,1.767
23,23,693,215,27,697,218,41,5,4,15,23,23,23,5865,0,255,4076865,1269255,199410,695.118,216.412,34.000,177255,55185,8670,695.118,216.412,34.000,1075.204,4.216,7.385,1.751,1075.204,4.216,7.385,1.751
24,24,706,537,27,725,556,56,20,20,30,24,24,24,147480,0,6145,105434424,80501688,5920032,714.907,545.848,40.141,4393101,3354237,246668,714.907,545.848,40.141,57834.155,9.412,17.728,1.884,57834.155,9.412,17.728,1.884
25,25,10,573,27,15,577,41,6,5,15,25,25,25,8625,0,345,110250,4958625,293250,12.783,574.913,34.000,4410,198345,11730,12.783,574.913,34.000,1499.204,4.346,7.533,1.734,1499.204,4.346,7.533,1.734
26,26,657,627,27,675,643,56,19,17,30,26,26,26,82602,0,3177,55188042,52554398,3346408,668.120,636.236,40.512,2122617,2021323,128708,668.120,636.236,40.512,28663.083,9.022,17.975,1.992,28663.083,9.022,17.975,1.992
27,27,211,672,27,214,677,49,4,6,23,27,27,27,7965,0,295,1691415,5373837,328374,212.356,674.681,41.227,62645,199031,12162,212.356,674.681,41.227,1373.394,4.656,14.390,3.091,1373.394,4.656,14.390,3.091
28,28,107,685,27,110,688,41,4,4,15,28,28,28,5040,0,180,545580,3459540,171360,108.250,686.417,34.000,19485,123555,6120,108.250,686.417,34.000,738.616,4.103,7.250,1.767,738.616,4.103,7.250,1.767
29,29,82,696,27,82,697,41,1,2,15,29,29,29,870,0,30,71340,605955,29580,82.000,696.500,34.000,2460,20895,1020,82.000,696.500,34.000,114.263,3.809,7.018,1.843,114.263,3.809,7.018,1.843
30,30,683,740,27,688,745,49,6,6,23,30,30,30,14850,0,495,10178460,11025330,570420,685.418,742.446,38.412,339282,367511,19014,685.418,742.446,38.412,2898.865,5.856,11.803,2.015,2898.865,5.856,11.803,2.015
31,31,392,773,27,404,799,56,13,27,30,31,31,31,102920,0,3320,40965477,80899491,4227346,398.032,786.042,41.074,1321467,2609661,136366,398.032,786.042,41.074,32155.003,9.685,19.848,2.049,32155.003,9.685,19.848,2.049
32,32,309,805,27,313,811,41,5,7,15,32,32,32,12000,0,375,3731040,9694080,408000,310.920,807.840,34.000,116595,302940,12750,310.920,807.840,34.000,1685.769,4.495,7.917,1.761,1685.769,4.495,7.917,1.761
33,33,422,849,27,431,856,49,10,8,23,33,33,33,36993,0,1121,15768918,31534338,1474110,426.268,852.441,39.848,477846,955586,44670,426.268,852.441,39.848,6858.557,6.118,13.480,2.203,6858.557,6.118,13.480,2.203
34,34,666,180,34,687,197,64,22,18,31,34,34,34,208148,0,6122,140744428,39384750,10369388,676.175,189.215,49.817,4139542,1158375,304982,676.175,189.215,49.817,58327.504,9.528,18.828,1.976,58327.504,9.528,18.828,1.976
35,35,742,356,34,751,365,56,10,10,23,35,35,35,53795,0,1537,40149900,19417160,2452695,746.350,360.947,45.593,1147140,554776,70077,746.350,360.947,45.593,10346.667,6.732,12.753,1.895,10346.667,6.732,12.753,1.895
36,36,721,584,34,721,584,49,1,1,16,36,36,36,576,0,16,415296,336384,23904,721.000,584.000,41.500,11536,9344,664,721.000,584.000,41.500,64.000,4.000,7.500,1.875,64.000,4.000,7.500,1.875
37,37,384,618,34,387,619,49,4,2,16,37,37,37,2960,0,80,1141376,1831648,122840,385.600,618.800,41.500,30848,49504,3320,385.600,618.800,41.500,337.764,4.222,7.671,1.817,337.764,4.222,7.671,1.817
38,38,609,618,34,616,629,64,8,12,31,38,38,38,73530,0,1935,45041552,45833776,3723658,612.560,623.334,50.641,1185304,1206152,97991,612.560,623.334,50.641,15204.848,7.858,17.206,2.190,15204.848,7.858,17.206,2.190
39,39,250,647,34,258,653,56,9,7,23,39,39,39,28158,0,722,7150299,18307107,1365390,253.935,650.157,48.490,183341,469413,35010,253.935,650.157,48.490,3709.904,5.138,14.620,2.845,3709.904,5.138,14.620,2.845
40,40,376,715,34,377,716,49,2,2,16,40,40,40,1920,0,48,722560,1374080,79680,376.333,715.667,41.500,18064,34352,1992,376.333,715.667,41.500,196.627,4.096,7.537,1.840,196.627,4.096,7.537,1.840
41,41,97,720,34,106,729,56,10,10,23,41,41,41,46412,0,1132,4682610,33639680,1939300,100.892,724.806,41.784,114210,820480,47300,100.892,724.806,41.784,6344.827,5.605,14.364,2.563,6344.827,5.605,14.364,2.563
42,42,324,772,34,333,780,56,10,9,23,42,42,42,51072,0,1216,16760772,39646992,2384256,328.179,776.296,46.684,399066,943976,56768,328.179,776.296,46.684,7602.018,6.252,13.551,2.168,7602.018,6.252,13.551,2.168
43,43,526,367,42,552,386,79,27,20,38,43,43,43,240671,0,5597,129637862,90313674,14807222,538.652,375.258,61.525,3014834,2100318,344354,538.652,375.258,61.525,54383.824,9.717,20.976,2.159,54383.824,9.717,20.976,2.159
44,44,715,440,42,715,440,56,1,1,15,44,44,44,660,0,15,471900,290400,32340,715.000,440.000,49.000,10725,6600,735,715.000,440.000,49.000,56.000,3.733,7.000,1.875,56.000,3.733,7.000,1.875
45,45,468,406,42,546,516,87,79,111,46,45,45,45,3000870,0,66686,1519760160,1383485490,196803000,506.440,461.028,65.582,33772448,30744122,4373400,506.440,461.028,65.582,1830150.599,27.444,65.893,2.401,1830150.599,27.444,65.893,2.401
46,46,677,542,42,680,545,56,4,4,15,46,46,46,8280,0,180,5621430,4498800,405720,678.917,543.333,49.000,122205,97800,8820,678.917,543.333,49.000,739.366,4.108,7.277,1.772,739.366,4.108,7.277,1.772
47,47,487,676,42,490,678,56,4,3,15,47,47,47,5640,0,120,2753730,3818985,276360,488.250,677.125,49.000,58590,81255,5880,488.250,677.125,49.000,484.626,4.039,7.268,1.800,484.626,4.039,7.268,1.800
48,48,354,793,42,356,795,64,3,3,23,48,48,48,5808,0,121,2063280,4611168,322224,355.248,793.934,55.479,42985,96066,6713,355.248,793.934,55.479,592.433,4.896,13.514,2.760,592.433,4.896,13.514,2.760
