 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,846,451,19,853,458,41,8,8,23,1,1,1,951,0,951,807892,432233,29610,849.518,454.504,31.136,807892,432233,29610,849.518,454.504,31.136,5902.922,6.207,12.725,2.050,5902.922,6.207,12.725,2.050
2,2,622,471,19,631,477,41,10,7,23,2,2,2,1556,0,778,974896,737964,50880,626.540,474.270,32.699,487448,368982,25440,626.540,474.270,32.699,4377.058,5.626,14.410,2.561,4377.058,5.626,14.410,2.561
3,3,844,543,19,849,547,41,6,5,23,3,3,3,1113,0,371,941823,606585,35910,846.202,545.000,32.264,313941,202195,11970,846.202,545.000,32.264,1981.519,5.341,13.356,2.501,1981.519,5.341,13.356,2.501
4,4,400,568,19,417,576,41,18,9,23,4,4,4,5384,0,1346,2205872,3082588,180480,409.709,572.546,33.522,551468,770647,45120,409.709,572.546,33.522,9441.583,7.015,15.465,2.205,9441.583,7.015,15.465,2.205
5,5,519,609,19,533,623,49,15,15,31,5,5,5,18065,0,3613,9499215,11139335,644950,525.835,616.625,35.702,1899843,2227867,128990,525.835,616.625,35.702,31548.566,8.732,18.155,2.079,31548.566,8.732,18.155,2.079
6,6,536,688,19,556,709,49,21,22,31,6,6,6,30162,0,5027,16494894,21013008,1016220,546.877,696.672,33.692,2749149,3502168,169370,546.877,696.672,33.692,47578.293,9.465,21.573,2.279,47578.293,9.465,21.573,2.279
7,7,956,721,19,964,728,41,9,8,23,7,7,7,7098,0,1014,6815697,5144160,223860,960.228,724.734,31.538,973671,734880,31980,960.228,724.734,31.538,6177.199,6.092,13.288,2.181,6177.199,6.092,13.288,2.181
8,8,773,738,19,783,747,49,11,10,31,8,8,8,15320,0,1915,11917152,11376224,527728,777.882,742.573,34.447,1489644,1422028,65966,777.882,742.573,34.447,14470.850,7.557,16.005,2.118,14470.850,7.557,16.005,2.118
9,9,344,781,19,344,782,33,1,2,15,9,9,9,270,0,30,92880,211005,7020,344.000,781.500,26.000,10320,23445,780,344.000,781.500,26.000,114.263,3.809,7.018,1.843,114.263,3.809,7.018,1.843
10,10,814,859,19,827,876,49,14,18,31,10,10,10,25810,0,2581,21189060,22412700,868340,820.963,868.373,33.644,2118906,2241270,86834,820.963,868.373,33.644,20025.850,7.759,16.298,2.101,20025.850,7.759,16.298,2.101
