 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,1172,131,11,1181,139,41,10,9,31,1,1,1,1989,0,1989,2339857,268513,53362,1176.399,134.999,26.829,2339857,268513,53362,1176.399,134.999,26.829,16310.715,8.200,16.550,2.018,16310.715,8.200,16.550,2.018
2,2,776,201,11,785,209,41,10,9,31,2,2,2,3462,0,1731,2701424,709550,89180,780.307,204.954,25.760,1350712,354775,44590,780.307,204.954,25.760,14063.085,8.124,15.803,1.945,14063.085,8.124,15.803,1.945
3,3,1127,291,11,1141,302,41,15,12,31,3,3,3,10242,0,3414,11614080,3033939,276264,1133.966,296.225,26.974,3871360,1011313,92088,1133.966,296.225,26.974,30015.081,8.792,16.956,1.929,30015.081,8.792,16.956,1.929
4,4,868,567,11,880,579,41,13,13,31,4,4,4,12580,0,3145,10991908,7203584,355384,873.761,572.622,28.250,2747977,1800896,88846,873.761,572.622,28.250,26920.425,8.560,18.197,2.126,26920.425,8.560,18.197,2.126
5,5,886,599,11,899,612,41,14,14,31,5,5,5,19540,0,3908,17441860,11843615,539260,892.623,606.122,27.598,3488372,2368723,107852,892.623,606.122,27.598,35097.446,8.981,17.802,1.982,35097.446,8.981,17.802,1.982
6,6,739,627,11,748,637,41,10,11,31,6,6,6,14532,0,2422,10803360,9185976,392424,743.419,632.121,27.004,1800560,1530996,65404,743.419,632.121,27.004,20541.391,8.481,16.791,1.980,20541.391,8.481,16.791,1.980
7,7,675,676,11,686,686,41,12,11,31,7,7,7,14749,0,2107,10027031,10048913,434574,679.845,681.328,29.465,1432433,1435559,62082,679.845,681.328,29.465,15708.538,7.455,18.685,2.506,15708.538,7.455,18.685,2.506
8,8,113,831,11,118,836,33,6,6,23,8,8,8,4240,0,530,491296,3535256,87456,115.872,833.787,20.626,61412,441907,10932,115.872,833.787,20.626,3064.926,5.783,12.580,2.175,3064.926,5.783,12.580,2.175
9,9,247,874,11,257,884,41,11,11,31,9,9,9,18126,0,2014,4572225,15931404,431496,252.247,878.926,23.805,508025,1770156,47944,252.247,878.926,23.805,15767.912,7.829,17.851,2.280,15767.912,7.829,17.851,2.280
10,10,541,1051,11,555,1063,41,15,13,31,10,10,10,34540,0,3454,18933560,36498260,941240,548.163,1056.695,27.251,1893356,3649826,94124,548.163,1056.695,27.251,30752.046,8.903,17.908,2.011,30752.046,8.903,17.908,2.011
11,11,1014,150,19,1019,154,33,6,5,15,11,11,11,4455,0,405,4528920,676830,115830,1016.593,151.926,26.000,411720,61530,10530,1016.593,151.926,26.000,1794.970,4.432,7.649,1.726,1794.970,4.432,7.649,1.726
12,12,672,368,19,683,379,49,12,12,31,12,12,12,36000,0,3000,24374076,13451412,1268784,677.058,373.650,35.244,2031173,1120951,105732,677.058,373.650,35.244,26193.829,8.731,17.092,1.958,26193.829,8.731,17.092,1.958
13,13,453,425,19,462,434,49,10,10,31,13,13,13,23231,0,1787,10627721,9981205,801606,457.480,429.650,34.506,817517,767785,61662,457.480,429.650,34.506,14001.752,7.835,16.196,2.067,14001.752,7.835,16.196,2.067
14,14,686,626,19,699,637,56,14,12,38,14,14,14,53396,0,3814,36991640,33725090,1941184,692.779,631.603,36.354,2642260,2408935,138656,692.779,631.603,36.354,37224.261,9.760,20.681,2.119,37224.261,9.760,20.681,2.119
15,15,607,631,19,613,636,41,7,6,23,15,15,15,8775,0,585,5352255,5560155,277650,609.944,633.636,31.641,356817,370677,18510,609.944,633.636,31.641,3397.109,5.807,12.862,2.215,3397.109,5.807,12.862,2.215
16,16,488,651,19,493,656,41,6,6,23,16,16,16,7664,0,479,3759184,5011568,228000,490.499,653.910,29.749,234949,313223,14250,490.499,653.910,29.749,2836.598,5.922,11.632,1.964,2836.598,5.922,11.632,1.964
17,17,502,678,19,508,684,41,7,7,23,17,17,17,10183,0,599,5146104,6935609,289170,505.362,681.097,28.397,302712,407977,17010,505.362,681.097,28.397,3471.750,5.796,13.081,2.257,3471.750,5.796,13.081,2.257
18,18,908,704,19,914,710,33,7,7,15,18,18,18,9450,0,525,8611920,6681690,245700,911.314,707.057,26.000,478440,371205,13650,911.314,707.057,26.000,2421.591,4.613,7.817,1.695,2421.591,4.613,7.817,1.695
19,19,665,710,19,674,719,49,10,10,31,19,19,19,37088,0,1952,24842310,26495880,1271480,669.821,714.406,34.283,1307490,1394520,66920,669.821,714.406,34.283,15373.828,7.876,15.936,2.023,15373.828,7.876,15.936,2.023
20,20,622,718,19,638,733,49,17,16,31,20,20,20,46720,0,2336,29421040,33853060,1553840,629.731,724.595,33.259,1471052,1692653,77692,629.731,724.595,33.259,18311.065,7.839,17.157,2.189,18311.065,7.839,17.157,2.189
21,21,614,722,19,620,726,41,7,5,23,21,21,21,8862,0,422,5467035,6415038,238140,616.908,723.882,26.872,260335,305478,11340,616.908,723.882,26.872,2098.111,4.972,14.315,2.879,2098.111,4.972,14.315,2.879
22,22,387,787,19,395,795,49,9,9,31,22,22,22,34584,0,1572,13518868,27353568,1059256,390.899,790.931,30.628,614494,1243344,48148,390.899,790.931,30.628,11150.174,7.093,18.425,2.598,11150.174,7.093,18.425,2.598
23,23,365,890,19,376,900,56,12,11,38,23,23,23,54418,0,2366,20156878,48704455,2131686,370.408,895.006,39.172,876386,2117585,92682,370.408,895.006,39.172,19616.286,8.291,20.555,2.479,19616.286,8.291,20.555,2.479
24,24,438,913,19,445,922,49,8,10,31,24,24,24,38448,0,1602,16976592,35285856,1365792,441.547,917.755,35.523,707358,1470244,56908,441.547,917.755,35.523,12274.407,7.662,16.910,2.207,12274.407,7.662,16.910,2.207
25,25,672,310,27,682,320,49,11,11,23,25,25,25,42875,0,1715,28998700,13517425,1669450,676.355,315.275,38.938,1159948,540697,66778,676.355,315.275,38.938,11584.412,6.755,13.121,1.943,11584.412,6.755,13.121,1.943
26,26,545,668,27,549,672,41,5,5,15,26,26,26,7020,0,270,3840330,4704180,238680,547.056,670.111,34.000,147705,180930,9180,547.056,670.111,34.000,1146.935,4.248,7.372,1.735,1146.935,4.248,7.372,1.735
27,27,701,671,27,717,689,87,17,19,61,27,27,27,144045,0,5335,102137058,98000361,8176302,709.064,680.345,56.762,3782854,3629643,302826,709.064,680.345,56.762,79181.591,14.842,31.370,2.114,79181.591,14.842,31.370,2.114
28,28,584,538,34,592,547,64,9,10,31,28,28,28,40572,0,1449,23858380,22010352,2039548,588.050,542.501,50.270,852085,786084,72841,588.050,542.501,50.270,9962.073,6.875,16.588,2.413,9962.073,6.875,16.588,2.413
29,29,518,612,34,535,633,72,18,22,39,29,29,29,239714,0,8266,126262085,149186933,13231366,526.720,622.354,55.196,4353865,5144377,456254,526.720,622.354,55.196,89334.019,10.807,22.600,2.091,89334.019,10.807,22.600,2.091
