 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,644,433,19,653,441,41,10,9,23,1,1,1,1101,0,1101,714109,481028,36330,648.600,436.901,32.997,714109,481028,36330,648.600,436.901,32.997,6269.251,5.694,14.342,2.519,6269.251,5.694,14.342,2.519
2,2,664,770,19,669,775,33,6,6,15,2,2,2,750,0,375,500100,579450,19500,666.800,772.600,26.000,250050,289725,9750,666.800,772.600,26.000,1650.623,4.402,7.563,1.718,1650.623,4.402,7.563,1.718
3,3,475,267,27,483,273,49,9,7,23,3,3,3,2211,0,737,1060071,597300,85818,479.453,270.149,38.814,353357,199100,28606,479.453,270.149,38.814,4496.664,6.101,13.012,2.133,4496.664,6.101,13.012,2.133
4,4,512,279,27,537,302,56,26,24,30,4,4,4,36896,0,9224,19328188,10686712,1465760,523.856,289.644,39.727,4832047,2671678,366440,523.856,289.644,39.727,95933.583,10.400,18.847,1.812,95933.583,10.400,18.847,1.812
5,5,456,327,27,477,358,64,22,32,38,5,5,5,57615,0,11523,26848510,19618910,2543595,465.999,340.517,44.148,5369702,3923782,508719,465.999,340.517,44.148,128759.171,11.174,21.325,1.908,128759.171,11.174,21.325,1.908
6,6,612,389,27,617,393,49,6,5,23,6,6,6,2280,0,380,1401084,891258,88248,614.511,390.903,38.705,233514,148543,14708,614.511,390.903,38.705,2186.070,5.753,12.117,2.106,2186.070,5.753,12.117,2.106
7,7,238,457,27,242,460,41,5,4,15,7,7,7,1365,0,195,327390,625695,46410,239.846,458.385,34.000,46770,89385,6630,239.846,458.385,34.000,812.054,4.164,7.371,1.770,812.054,4.164,7.371,1.770
8,8,323,462,27,328,467,49,6,6,23,8,8,8,5104,0,638,1661752,2372536,194304,325.578,464.839,38.069,207719,296567,24288,325.578,464.839,38.069,3934.318,6.167,11.515,1.867,3934.318,6.167,11.515,1.867
9,9,244,487,27,324,545,87,81,59,61,9,9,9,794331,0,88259,233161002,410823918,40693140,293.531,517.195,51.229,25906778,45647102,4521460,293.531,517.195,51.229,2060902.006,23.351,53.624,2.296,2060902.006,23.351,53.624,2.296
10,10,213,543,27,226,557,64,14,15,38,10,10,10,44840,0,4484,9838210,24658790,2023780,219.407,549.928,45.133,983821,2465879,202378,219.407,549.928,45.133,43812.272,9.771,20.069,2.054,43812.272,9.771,20.069,2.054
11,11,792,812,27,794,814,41,3,3,15,11,11,11,1485,0,135,1177605,1207305,50490,793.000,813.000,34.000,107055,109755,4590,793.000,813.000,34.000,541.107,4.008,7.141,1.782,541.107,4.008,7.141,1.782
12,12,819,832,27,819,832,41,1,1,15,12,12,12,180,0,15,147420,149760,6120,819.000,832.000,34.000,12285,12480,510,819.000,832.000,34.000,56.000,3.733,7.000,1.875,56.000,3.733,7.000,1.875
13,13,650,937,27,652,937,41,3,1,15,13,13,13,585,0,45,380835,548145,19890,651.000,937.000,34.000,29295,42165,1530,651.000,937.000,34.000,174.754,3.883,7.071,1.821,174.754,3.883,7.071,1.821
14,14,645,939,27,648,943,41,4,5,15,14,14,14,2310,0,165,1493100,2173080,78540,646.364,940.727,34.000,106650,155220,5610,646.364,940.727,34.000,691.780,4.193,7.485,1.785,691.780,4.193,7.485,1.785
15,15,559,985,27,570,995,41,12,11,15,15,15,15,14400,0,960,8140950,14244975,489600,565.344,989.234,34.000,542730,949665,32640,565.344,989.234,34.000,5393.827,5.619,10.352,1.843,5393.827,5.619,10.352,1.843
16,16,479,258,34,480,258,49,2,1,16,16,16,16,512,0,32,245504,132096,21248,479.500,258.000,41.500,15344,8256,1328,479.500,258.000,41.500,129.838,4.057,7.517,1.853,129.838,4.057,7.517,1.853
17,17,527,303,34,527,303,49,1,1,16,17,17,17,272,0,16,143344,82416,11288,527.000,303.000,41.500,8432,4848,664,527.000,303.000,41.500,64.000,4.000,7.500,1.875,64.000,4.000,7.500,1.875
18,18,524,305,34,524,305,49,1,1,16,18,18,18,288,0,16,150912,87840,11952,524.000,305.000,41.500,8384,4880,664,524.000,305.000,41.500,64.000,4.000,7.500,1.875,64.000,4.000,7.500,1.875
19,19,567,365,34,593,386,64,27,22,31,19,19,19,142576,0,7504,82695771,53564496,7118844,580.012,375.691,49.930,4352409,2819184,374676,580.012,375.691,49.930,79465.797,10.590,20.285,1.916,79465.797,10.590,20.285,1.916
20,20,812,446,34,813,447,49,2,2,16,20,20,20,960,0,48,779840,428800,39840,812.333,446.667,41.500,38992,21440,1992,812.333,446.667,41.500,196.627,4.096,7.537,1.840,196.627,4.096,7.537,1.840
21,21,721,472,34,742,506,87,22,35,54,21,21,21,273315,0,13015,199776948,134295147,17656737,730.940,491.357,64.602,9513188,6395007,840797,730.940,491.357,64.602,175100.497,13.454,36.437,2.708,175100.497,13.454,36.437,2.708
22,22,420,322,42,430,330,64,11,9,23,22,22,22,33176,0,1508,14084708,10813902,1688368,424.545,325.956,50.891,640214,491541,76744,424.545,325.956,50.891,9622.842,6.381,13.907,2.179,9622.842,6.381,13.907,2.179
23,23,262,418,42,268,423,64,7,6,23,23,23,23,11799,0,513,3129357,4966965,590847,265.222,420.965,50.076,136059,215955,25689,265.222,420.965,50.076,2659.024,5.183,14.125,2.725,2659.024,5.183,14.125,2.725
24,24,277,433,42,320,450,79,44,18,38,24,24,24,310704,0,12946,93690792,137308536,19979640,301.544,441.927,64.304,3903783,5721189,832485,301.544,441.927,64.304,167528.459,12.941,26.042,2.012,167528.459,12.941,26.042,2.012
25,25,827,563,42,856,596,72,30,34,31,25,25,25,159300,0,6372,134405875,91586575,9145400,843.728,574.931,57.410,5376235,3663463,365816,843.728,574.931,57.410,83539.900,13.110,24.693,1.883,83539.900,13.110,24.693,1.883
26,26,757,580,42,803,656,117,47,77,76,26,26,26,1431430,0,55055,1118733044,880447906,124596732,781.549,615.083,87.044,43028194,33863381,4792182,781.549,615.083,87.044,1150162.427,20.891,57.725,2.763,1150162.427,20.891,57.725,2.763
27,27,317,646,42,321,652,56,5,7,15,27,27,27,11745,0,435,3749490,7621290,575505,319.241,648.897,49.000,138870,282270,21315,319.241,648.897,49.000,1964.648,4.516,7.856,1.740,1964.648,4.516,7.856,1.740
28,28,353,714,42,362,726,72,10,13,31,28,28,28,54012,0,1929,19317032,38923052,3150924,357.643,720.637,58.337,689894,1390109,112533,357.643,720.637,58.337,14713.536,7.628,17.073,2.238,14713.536,7.628,17.073,2.238
29,29,787,831,42,796,840,72,10,10,31,29,29,29,38802,0,1338,30701198,32417418,2166358,791.227,835.457,55.831,1058662,1117842,74702,791.227,835.457,55.831,8228.116,6.150,16.394,2.666,8228.116,6.150,16.394,2.666
30,30,560,403,50,568,409,64,9,7,15,30,30,30,15750,0,525,8876250,6393150,897750,563.571,405.914,57.000,295875,213105,29925,563.571,405.914,57.000,2447.991,4.663,8.284,1.777,2447.991,4.663,8.284,1.777
31,31,271,428,50,273,431,64,3,4,15,31,31,31,4650,0,150,1264800,1998570,265050,272.000,429.800,57.000,40800,64470,8550,272.000,429.800,57.000,606.747,4.045,7.228,1.787,606.747,4.045,7.228,1.787
32,32,785,486,50,790,491,72,6,6,23,32,32,32,17248,0,539,13577280,8420672,1079008,787.180,488.212,62.558,424290,263146,33719,787.180,488.212,62.558,3093.027,5.738,12.881,2.245,3093.027,5.738,12.881,2.245
33,33,822,616,50,837,632,87,16,17,38,33,33,33,140580,0,4260,116539071,87595134,9269403,828.988,623.098,65.937,3531487,2654398,280891,828.988,623.098,65.937,43002.874,10.095,23.216,2.300,43002.874,10.095,23.216,2.300
34,34,84,1169,50,99,1198,72,16,30,23,34,34,34,106046,0,3119,9895870,125373844,6477374,93.317,1182.259,61.081,291055,3687466,190511,93.317,1182.259,61.081,28928.220,9.275,19.203,2.070,28928.220,9.275,19.203,2.070
35,35,549,402,57,553,406,72,5,5,16,35,35,35,8400,0,240,4633440,3396960,541800,551.600,404.400,64.500,132384,97056,15480,551.600,404.400,64.500,1083.476,4.514,8.098,1.794,1083.476,4.514,8.098,1.794
36,36,599,411,57,604,419,79,6,9,23,36,36,36,25560,0,710,15372648,10608876,1677600,601.434,415.058,65.634,427018,294691,46600,601.434,415.058,65.634,3960.303,5.578,13.698,2.456,3960.303,5.578,13.698,2.456
37,37,551,420,57,564,425,72,14,6,16,37,37,37,13616,0,368,7591216,5760752,878232,557.522,423.087,64.500,205168,155696,23736,557.522,423.087,64.500,2141.671,5.820,10.407,1.788,2141.671,5.820,10.407,1.788
38,38,603,421,57,611,425,79,9,5,23,38,38,38,17404,0,458,10572170,7354178,1249592,607.456,422.557,71.799,278215,193531,32884,607.456,422.557,71.799,2180.018,4.760,15.012,3.154,2180.018,4.760,15.012,3.154
39,39,307,581,57,310,584,79,4,4,23,39,39,39,7371,0,189,2277171,4291521,486096,308.937,582.217,65.947,58389,110039,12464,308.937,582.217,65.947,955.133,5.054,13.198,2.612,955.133,5.054,13.198,2.612
40,40,41,1164,57,45,1168,72,5,5,16,40,40,40,8320,0,208,358400,9703680,536640,43.077,1166.308,64.500,8960,242592,13416,43.077,1166.308,64.500,924.746,4.446,7.925,1.783,924.746,4.446,7.925,1.783
41,41,50,1173,57,50,1173,72,1,1,16,41,41,41,656,0,16,32800,769488,42312,50.000,1173.000,64.500,800,18768,1032,50.000,1173.000,64.500,64.000,4.000,7.500,1.875,64.000,4.000,7.500,1.875
42,42,59,1176,57,62,1179,72,4,4,16,42,42,42,6720,0,160,405216,7912128,433440,60.300,1177.400,64.500,9648,188384,10320,60.300,1177.400,64.500,696.037,4.350,7.855,1.806,696.037,4.350,7.855,1.806
43,43,567,434,65,580,442,79,14,9,15,43,43,43,39345,0,915,22567260,17235690,2832840,573.574,438.066,72.000,524820,400830,65880,573.574,438.066,72.000,5367.711,5.866,10.285,1.753,5367.711,5.866,10.285,1.753
44,44,743,547,65,757,560,110,15,14,46,44,44,44,261712,0,5948,196260416,144850948,23580436,749.910,553.475,90.101,4460464,3292067,535919,749.910,553.475,90.101,67694.136,11.381,25.818,2.269,67694.136,11.381,25.818,2.269
45,45,314,623,65,317,628,87,4,6,23,45,45,45,9450,0,210,2984850,5917725,739800,315.857,626.214,78.286,66330,131505,16440,315.857,626.214,78.286,1039.875,4.952,13.717,2.770,1039.875,4.952,13.717,2.770
