 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,244,789,8,273,820,52,30,32,45,1,1,1,21330,0,21330,5491705,17151190,682825,257.464,804.088,32.012,5491705,17151190,682825,257.464,804.088,32.012,285020.428,13.362,24.373,1.824,285020.428,13.362,24.373,1.824
2,2,424,804,8,448,827,47,25,24,40,2,2,2,24340,0,12170,10591870,19868800,709600,435.163,816.302,29.154,5295935,9934400,354800,435.163,816.302,29.154,138528.037,11.383,22.528,1.979,138528.037,11.383,22.528,1.979
3,3,313,251,13,324,261,37,12,11,25,3,3,3,5790,0,1930,1845405,1480605,155700,318.723,255.718,26.891,615135,493535,51900,318.723,255.718,26.891,13036.694,6.755,14.182,2.100,13036.694,6.755,14.182,2.100
4,4,357,712,13,381,751,68,25,40,56,4,4,4,85292,0,21323,31389880,62521908,3418496,368.028,733.034,40.080,7847470,15630477,854624,368.028,733.034,40.080,321077.734,15.058,29.210,1.940,321077.734,15.058,29.210,1.940
5,5,156,802,13,195,826,52,40,25,40,5,5,5,82050,0,16410,14346975,66801575,2962125,174.856,814.157,36.101,2869395,13360315,592425,174.856,814.157,36.101,213493.417,13.010,24.491,1.882,213493.417,13.010,24.491,1.882
6,6,829,238,18,842,253,42,14,16,25,6,6,6,19290,0,3215,16124610,4738170,615000,835.905,245.628,31.882,2687435,789695,102500,835.905,245.628,31.882,23608.164,7.343,14.438,1.966,23608.164,7.343,14.438,1.966
7,7,885,283,18,902,312,52,18,30,35,7,7,7,49525,0,7075,44230725,14745570,1734075,893.099,297.740,35.014,6318675,2106510,247725,893.099,297.740,35.014,73674.660,10.413,20.287,1.948,73674.660,10.413,20.287,1.948
8,8,936,451,18,959,468,42,24,18,25,8,8,8,32920,0,4115,31233400,15124880,994200,948.767,459.443,30.200,3904175,1890610,124275,948.767,459.443,30.200,37295.777,9.063,16.611,1.833,37295.777,9.063,16.611,1.833
9,9,838,543,18,853,560,42,16,18,25,9,9,9,26145,0,2905,22102290,14422680,823725,845.373,551.642,31.506,2455810,1602520,91525,845.373,551.642,31.506,21272.978,7.323,13.922,1.901,21272.978,7.323,13.922,1.901
10,10,705,660,18,741,679,47,37,20,30,10,10,10,57550,0,5755,41550400,38509400,2003250,721.988,669.147,34.809,4155040,3850940,200325,721.988,669.147,34.809,56421.538,9.804,22.661,2.311,56421.538,9.804,22.661,2.311
11,11,301,674,18,317,691,42,17,18,25,11,11,11,41085,0,3735,12725845,28040870,1293325,309.744,682.509,31.479,1156895,2549170,117575,309.744,682.509,31.479,29208.015,7.820,15.130,1.935,29208.015,7.820,15.130,1.935
12,12,284,709,18,313,736,52,30,28,35,12,12,12,182460,0,15205,54261060,131721900,6668400,297.386,721.922,36.547,4521755,10976825,555700,297.386,721.922,36.547,182868.816,12.027,22.831,1.898,182868.816,12.027,22.831,1.898
13,13,863,738,18,892,770,47,30,33,30,13,13,13,143650,0,11050,126089470,108325750,4576975,877.755,754.095,31.862,9699190,8332750,352075,877.755,754.095,31.862,132115.187,11.956,22.401,1.874,132115.187,11.956,22.401,1.874
14,14,705,766,18,730,782,42,26,17,25,14,14,14,68880,0,4920,49564340,53311090,2159500,719.575,773.971,31.352,3540310,3807935,154250,719.575,773.971,31.352,42671.786,8.673,18.608,2.145,42671.786,8.673,18.608,2.145
15,15,384,819,18,404,844,52,21,26,35,15,15,15,151650,0,10110,59874525,126004200,5593125,394.820,830.888,36.882,3991635,8400280,372875,394.820,830.888,36.882,106977.763,10.581,20.294,1.918,106977.763,10.581,20.294,1.918
16,16,613,930,18,624,945,42,12,16,25,16,16,16,37680,0,2355,23296080,35340720,1053200,618.261,937.917,27.951,1456005,2208795,65825,618.261,937.917,27.951,15848.839,6.730,14.222,2.113,15848.839,6.730,14.222,2.113
17,17,903,68,23,911,75,42,9,8,20,17,17,17,12070,0,710,10943580,866320,378250,906.676,71.775,31.338,643740,50960,22250,906.676,71.775,31.338,3424.764,4.824,10.940,2.268,3424.764,4.824,10.940,2.268
18,18,749,93,23,758,104,37,10,12,15,18,18,18,19530,0,1085,14708790,1931670,585450,753.138,98.908,29.977,817155,107315,32525,753.138,98.908,29.977,5736.240,5.287,9.423,1.782,5736.240,5.287,9.423,1.782
19,19,805,227,23,825,256,52,21,30,30,19,19,19,175655,0,9245,143093465,42404105,6606300,814.628,241.406,37.610,7531235,2231795,347700,814.628,241.406,37.610,97757.084,10.574,20.771,1.964,97757.084,10.574,20.771,1.964
20,20,718,243,23,734,252,47,17,10,25,20,20,20,56400,0,2820,40953600,13952200,1950000,726.128,247.379,34.574,2047680,697610,97500,726.128,247.379,34.574,21101.820,7.483,13.513,1.806,21101.820,7.483,13.513,1.806
21,21,748,511,23,752,515,32,5,5,10,21,21,21,2520,0,120,1887690,1292550,69300,749.083,512.917,27.500,89890,61550,3300,749.083,512.917,27.500,378.263,3.152,5.440,1.726,378.263,3.152,5.440,1.726
22,22,751,515,23,754,516,32,4,2,10,22,22,22,880,0,40,662200,453640,24200,752.500,515.500,27.500,30100,20620,1100,752.500,515.500,27.500,114.618,2.865,4.770,1.665,114.618,2.865,4.770,1.665
23,23,206,524,23,241,563,58,36,40,36,23,23,23,458252,0,19924,102547271,249648095,17450491,223.779,544.783,38.081,4458577,10854265,758717,223.779,544.783,38.081,284068.400,14.258,27.084,1.900,284068.400,14.258,27.084,1.900
24,24,865,539,23,887,556,52,23,18,30,24,24,24,120240,0,5010,105142680,65834280,4404600,874.440,547.524,36.632,4380945,2743095,183525,874.440,547.524,36.632,42109.278,8.405,15.654,1.862,42109.278,8.405,15.654,1.862
25,25,750,643,23,782,679,58,33,37,36,25,25,25,396900,0,15876,303776550,262836375,15497450,765.373,662.223,39.046,12151062,10513455,619898,765.373,662.223,39.046,195818.543,12.334,22.417,1.817,195818.543,12.334,22.417,1.817
26,26,615,668,23,630,682,47,16,15,25,26,26,26,86970,0,3345,54162940,58660680,3160950,622.777,674.493,36.345,2083190,2256180,121575,622.777,674.493,36.345,24592.618,7.352,13.878,1.888,24592.618,7.352,13.878,1.888
27,27,143,672,23,156,682,47,14,11,25,27,27,27,58455,0,2165,8745705,39597795,1989900,149.614,677.406,34.042,323915,1466585,73700,149.614,677.406,34.042,14656.595,6.770,13.400,1.979,14656.595,6.770,13.400,1.979
28,28,523,675,23,534,686,47,12,12,25,28,28,28,65940,0,2355,34857340,44884840,2253300,528.622,680.692,34.172,1244905,1603030,80475,528.622,680.692,34.172,16632.474,7.063,13.459,1.906,16632.474,7.063,13.459,1.906
29,29,233,703,23,262,727,63,30,25,41,29,29,29,379059,0,13071,92608252,270572494,17535227,244.311,713.800,46.260,3193388,9330086,604663,244.311,713.800,46.260,152273.215,11.650,23.542,2.021,152273.215,11.650,23.542,2.021
30,30,387,724,23,390,732,42,4,9,20,30,30,30,7950,0,265,3088050,5793150,252750,388.434,728.698,31.792,102935,193105,8425,388.434,728.698,31.792,1182.033,4.461,10.573,2.370,1182.033,4.461,10.573,2.370
31,31,86,736,23,102,751,52,17,16,30,31,31,31,113305,0,3655,10604790,84201425,4391925,93.595,743.140,38.762,342090,2716175,141675,93.595,743.140,38.762,28993.609,7.933,15.968,2.013,28993.609,7.933,15.968,2.013
32,32,705,749,23,719,765,42,15,17,20,32,32,32,62720,0,1960,44683200,47420640,2136000,712.423,756.069,34.056,1396350,1481895,66750,712.423,756.069,34.056,13534.669,6.905,12.799,1.853,13534.669,6.905,12.799,1.853
33,33,441,766,23,441,767,32,1,2,10,33,33,33,660,0,20,291060,505890,18150,441.000,766.500,27.500,8820,15330,550,441.000,766.500,27.500,51.604,2.580,4.528,1.755,51.604,2.580,4.528,1.755
34,34,440,769,23,440,769,32,1,1,10,34,34,34,340,0,10,149600,261460,9350,440.000,769.000,27.500,4400,7690,275,440.000,769.000,27.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
35,35,792,323,28,815,356,63,24,34,36,35,35,35,409745,0,11707,329260645,138111295,18946060,803.575,337.066,46.239,9407447,3946037,541316,803.575,337.066,46.239,139352.880,11.903,22.745,1.911,139352.880,11.903,22.745,1.911
36,36,777,394,28,788,405,47,12,12,20,36,36,36,55620,0,1545,43556040,22209300,2130300,783.100,399.304,38.301,1209890,616925,59175,783.100,399.304,38.301,9141.867,5.917,11.253,1.902,9141.867,5.917,11.253,1.902
37,37,828,560,28,828,561,37,1,2,10,37,37,37,740,0,20,612720,414770,24050,828.000,560.500,32.500,16560,11210,650,828.000,560.500,32.500,51.604,2.580,4.528,1.755,51.604,2.580,4.528,1.755
38,38,831,560,28,837,566,42,7,7,15,38,38,38,17100,0,450,14268810,9633380,575700,834.433,563.356,33.667,375495,253510,15150,834.433,563.356,33.667,1883.336,4.185,8.705,2.080,1883.336,4.185,8.705,2.080
39,39,223,675,28,254,699,63,32,25,36,39,39,39,480675,0,12325,114765885,329585178,21355230,238.760,685.672,44.428,2942715,8450902,547570,238.760,685.672,44.428,141927.153,11.515,22.283,1.935,141927.153,11.515,22.283,1.935
40,40,677,228,33,685,236,52,9,9,20,40,40,40,32800,0,820,22354000,7600400,1397000,681.524,231.720,42.591,558850,190010,34925,681.524,231.720,42.591,4293.667,5.236,10.066,1.922,4293.667,5.236,10.066,1.922
41,41,875,390,33,890,401,58,16,12,26,41,41,41,106559,0,2599,94017961,42084737,4712827,882.309,394.943,44.227,2293121,1026457,114947,882.309,394.943,44.227,18507.572,7.121,14.297,2.008,18507.572,7.121,14.297,2.008
42,42,822,379,33,846,406,73,25,28,41,42,42,42,575778,0,13709,479672298,226316916,29893374,833.085,393.063,51.918,11420769,5388498,711747,833.085,393.063,51.918,159523.864,11.636,22.001,1.891,159523.864,11.636,22.001,1.891
43,43,784,537,33,801,558,58,18,22,26,43,43,43,211517,0,4919,167548081,116031157,9198001,792.126,548.567,43.486,3896467,2698399,213907,792.126,548.567,43.486,41335.828,8.403,16.018,1.906,41335.828,8.403,16.018,1.906
44,44,523,674,33,523,674,42,1,1,10,44,44,44,440,0,10,230120,296560,16500,523.000,674.000,37.500,5230,6740,375,523.000,674.000,37.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
45,45,383,728,33,383,728,42,1,1,10,45,45,45,450,0,10,172350,327600,16875,383.000,728.000,37.500,3830,7280,375,383.000,728.000,37.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
46,46,263,753,33,276,763,52,14,11,20,46,46,46,58190,0,1265,15596070,44133550,2426500,268.020,758.439,41.700,339045,959425,52750,268.020,758.439,41.700,7624.076,6.027,11.919,1.978,7624.076,6.027,11.919,1.978
47,47,709,297,38,720,308,58,12,12,21,47,47,47,86057,0,1831,61517642,26036355,4141076,714.848,302.548,48.120,1308886,553965,88108,714.848,302.548,48.120,11812.774,6.452,11.743,1.820,11812.774,6.452,11.743,1.820
48,48,446,617,38,460,631,68,15,15,31,48,48,48,206112,0,4294,93277968,128489952,10816656,452.560,623.399,52.480,1943291,2676874,225347,452.560,623.399,52.480,36630.916,8.531,16.255,1.906,36630.916,8.531,16.255,1.906
49,49,457,786,38,469,796,58,13,11,21,49,49,49,77273,0,1577,35728938,61139750,3740954,462.373,791.218,48.412,729162,1247750,76346,462.373,791.218,48.412,9570.994,6.069,11.408,1.880,9570.994,6.069,11.408,1.880
50,50,655,243,43,673,257,68,19,15,26,50,50,50,224250,0,4485,148829550,55953650,12126500,663.677,249.515,54.076,2976591,1119073,242530,663.677,249.515,54.076,36716.377,8.186,15.493,1.893,36716.377,8.186,15.493,1.893
51,51,752,362,43,767,375,68,16,14,26,51,51,51,114087,0,2237,86530782,42108354,6450531,758.463,369.090,56.540,1696682,825654,126481,758.463,369.090,56.540,15699.899,7.018,13.860,1.975,15699.899,7.018,13.860,1.975
