 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,748,913,13,762,931,47,15,19,35,1,1,1,4680,0,4680,3534605,4307315,145950,755.257,920.366,31.186,3534605,4307315,145950,755.257,920.366,31.186,41344.758,8.834,18.784,2.126,41344.758,8.834,18.784,2.126
2,2,430,240,18,457,262,58,28,23,41,2,2,2,24582,0,12291,10911014,6185234,936106,443.862,251.616,38.081,5455507,3092617,468053,443.862,251.616,38.081,139079.352,11.316,21.451,1.896,139079.352,11.316,21.451,1.896
3,3,880,363,18,901,376,42,22,14,25,3,3,3,9840,0,3280,8767935,3634815,295725,891.050,369.392,30.053,2922645,1211605,98575,891.050,369.392,30.053,25851.193,7.881,15.261,1.936,25851.193,7.881,15.261,1.936
4,4,661,427,18,674,437,42,14,11,25,4,4,4,8320,0,2080,5550080,3594360,246800,667.077,432.014,29.663,1387520,898590,61700,667.077,432.014,29.663,14002.579,6.732,13.685,2.033,14002.579,6.732,13.685,2.033
5,5,440,606,18,449,614,42,10,9,25,5,5,5,4800,0,960,2132875,2927050,144500,444.349,609.802,30.104,426575,585410,28900,444.349,609.802,30.104,4949.711,5.156,12.243,2.374,4949.711,5.156,12.243,2.374
6,6,570,726,18,579,736,42,10,11,25,6,6,6,8400,0,1400,4824390,6136380,241350,574.332,730.521,28.732,804065,1022730,40225,574.332,730.521,28.732,8246.852,5.891,13.293,2.257,8246.852,5.891,13.293,2.257
7,7,436,817,18,449,836,47,14,20,30,7,7,7,34020,0,4860,15052275,28122885,1104250,442.454,826.657,32.459,2150325,4017555,157750,442.454,826.657,32.459,42401.253,8.725,15.984,1.832,42401.253,8.725,15.984,1.832
8,8,428,856,18,502,915,88,75,60,71,8,8,8,852008,0,106501,393733464,754659240,44531104,462.124,885.742,52.266,49216683,94332405,5566388,462.124,885.742,52.266,2611261.073,24.519,49.190,2.006,2611261.073,24.519,49.190,2.006
9,9,675,248,23,684,260,47,10,13,25,9,9,9,15435,0,1715,10494315,3915225,556425,679.904,253.659,36.050,1166035,435025,61825,679.904,253.659,36.050,10520.642,6.134,13.200,2.152,10520.642,6.134,13.200,2.152
10,10,625,296,23,649,314,52,25,19,30,10,10,10,47800,0,4780,30451050,14576500,1805750,637.051,304.948,37.777,3045105,1457650,180575,637.051,304.948,37.777,46478.903,9.724,19.630,2.019,46478.903,9.724,19.630,2.019
