 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,659,320,18,678,343,52,20,24,35,1,1,1,8815,0,8815,5891325,2927535,311675,668.330,332.108,35.357,5891325,2927535,311675,668.330,332.108,35.357,89017.304,10.098,18.723,1.854,89017.304,10.098,18.723,1.854
2,2,490,662,18,507,678,47,18,17,30,2,2,2,8180,0,4090,4065850,5482410,265650,497.048,670.221,32.476,2032925,2741205,132825,497.048,670.221,32.476,33456.515,8.180,15.286,1.869,33456.515,8.180,15.286,1.869
3,3,489,866,18,543,914,63,55,49,46,3,3,3,59583,0,19861,30647010,53125893,2612709,514.358,891.628,43.850,10215670,17708631,870903,514.358,891.628,43.850,324684.020,16.348,32.908,2.013,324684.020,16.348,32.908,2.013
4,4,457,653,23,475,669,42,19,17,20,4,4,4,8560,0,2140,3972920,5656880,283300,464.126,660.850,33.096,993230,1414220,70825,464.126,660.850,33.096,15406.047,7.199,12.150,1.688,15406.047,7.199,12.150,1.688
5,5,654,770,23,670,797,52,17,28,30,5,5,5,33550,0,6710,22215925,26257900,1289500,662.174,782.650,38.435,4443185,5251580,257900,662.174,782.650,38.435,64243.269,9.574,18.363,1.918,64243.269,9.574,18.363,1.918
6,6,398,891,23,437,927,78,40,37,56,6,6,6,171354,0,28559,71517552,155740740,9110712,417.367,908.883,53.169,11919592,25956790,1518452,417.367,908.883,53.169,484683.757,16.971,35.882,2.114,484683.757,16.971,35.882,2.114
7,7,654,905,23,683,931,78,30,27,56,7,7,7,164465,0,23495,109743676,150977960,8539965,667.277,917.994,51.926,15677668,21568280,1219995,667.277,917.994,51.926,357653.476,15.223,30.662,2.014,357653.476,15.223,30.662,2.014
8,8,580,951,23,613,979,73,34,29,51,8,8,8,205152,0,25644,122332608,198084464,10136336,596.302,965.550,49.409,15291576,24760558,1267042,596.302,965.550,49.409,380227.882,14.827,27.839,1.878,380227.882,14.827,27.839,1.878
9,9,608,1019,23,617,1028,52,10,10,30,9,9,9,15030,0,1670,9200070,15384060,580050,612.114,1023.557,38.593,1022230,1709340,64450,612.114,1023.557,38.593,11451.192,6.857,15.822,2.307,11451.192,6.857,15.822,2.307
10,10,617,417,28,676,498,83,60,82,56,10,10,10,614350,0,61435,398416700,281184660,31731450,648.517,457.695,51.650,39841670,28118466,3173145,648.517,457.695,51.650,1538413.837,25.041,54.524,2.177,1538413.837,25.041,54.524,2.177
11,11,606,552,28,636,579,88,31,28,61,11,11,11,182743,0,16613,113243097,103485690,9698579,619.685,566.291,53.072,10294827,9407790,881689,619.685,566.291,53.072,239072.107,14.391,40.019,2.781,239072.107,14.391,40.019,2.781
12,12,587,649,28,594,657,42,8,9,15,12,12,12,9960,0,830,5879400,6501480,346200,590.301,652.759,34.759,489950,541790,28850,590.301,652.759,34.759,4065.809,4.899,8.753,1.787,4065.809,4.899,8.753,1.787
