 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,1105,810,13,1122,827,42,18,18,30,1,1,1,4485,0,4485,4993050,3670720,132325,1113.278,818.444,29.504,4993050,3670720,132325,1113.278,818.444,29.504,37885.035,8.447,17.336,2.052,37885.035,8.447,17.336,2.052
2,2,600,928,13,636,951,47,37,24,35,2,2,2,17810,0,8905,10996050,16739460,548350,617.409,939.891,30.789,5498025,8369730,274175,617.409,939.891,30.789,99614.371,11.186,20.910,1.869,99614.371,11.186,20.910,1.869
3,3,463,673,18,473,684,37,11,12,20,3,3,3,5460,0,1820,2557065,3703335,154200,468.327,678.266,28.242,852355,1234445,51400,468.327,678.266,28.242,11478.471,6.307,11.174,1.772,11478.471,6.307,11.174,1.772
4,4,826,734,18,867,795,63,42,62,46,4,4,4,195608,0,48902,165380956,150131720,8246824,845.471,767.513,42.160,41345239,37532930,2061706,845.471,767.513,42.160,968708.823,19.809,37.457,1.891,968708.823,19.809,37.457,1.891
5,5,351,870,18,378,899,52,28,30,35,5,5,5,65025,0,13005,23655775,57495125,2330250,363.795,884.200,35.836,4731155,11499025,466050,363.795,884.200,35.836,149323.403,11.482,21.549,1.877,149323.403,11.482,21.549,1.877
6,6,885,869,18,927,897,52,43,29,35,6,6,6,88650,0,14775,80040570,78402240,3142650,902.883,884.402,35.450,13340095,13067040,523775,902.883,884.402,35.450,205446.285,13.905,25.419,1.828,205446.285,13.905,25.419,1.828
7,7,543,908,18,572,936,58,30,29,41,7,7,7,82803,0,11829,46301892,76268094,2921254,559.181,921.079,35.280,6614556,10895442,417322,559.181,921.079,35.280,140356.071,11.865,24.488,2.064,140356.071,11.865,24.488,2.064
8,8,1040,932,18,1060,953,47,21,22,30,8,8,8,50920,0,6365,53455560,47964640,1648600,1049.795,941.961,32.376,6681945,5995580,206075,1049.795,941.961,32.376,57702.055,9.066,16.124,1.779,57702.055,9.066,16.124,1.779
9,9,118,952,18,127,961,42,10,10,25,9,9,9,10665,0,1185,1298565,10203975,323100,121.759,956.772,30.295,144285,1133775,35900,121.759,956.772,30.295,6977.269,5.888,12.546,2.131,6977.269,5.888,12.546,2.131
10,10,294,1036,18,302,1047,37,9,12,20,10,10,10,15000,0,1500,4477000,15619650,412500,298.467,1041.310,27.500,447700,1561965,41250,298.467,1041.310,27.500,9225.694,6.150,10.991,1.787,9225.694,6.150,10.991,1.787
11,11,234,1161,18,238,1165,32,5,5,15,11,11,11,2255,0,205,532455,2622235,60775,236.122,1162.854,26.951,48405,238385,5525,236.122,1162.854,26.951,718.957,3.507,9.035,2.576,718.957,3.507,9.035,2.576
12,12,74,99,23,84,109,42,11,11,20,12,12,12,18420,0,1535,1452420,1918740,587400,78.850,104.166,31.889,121035,159895,48950,78.850,104.166,31.889,9162.771,5.969,11.301,1.893,9162.771,5.969,11.301,1.893
13,13,297,298,23,314,313,52,18,16,30,13,13,13,55705,0,4285,17039295,17031495,2088450,305.884,305.744,37.491,1310715,1310115,160650,305.884,305.744,37.491,34341.154,8.014,15.249,1.903,34341.154,8.014,15.249,1.903
14,14,277,429,23,300,460,58,24,32,36,14,14,14,200452,0,14318,57874040,88976790,8328306,288.718,443.881,41.548,4133860,6355485,594879,288.718,443.881,41.548,167061.544,11.668,21.028,1.802,167061.544,11.668,21.028,1.802
15,15,139,451,23,167,486,58,29,36,36,15,15,15,183930,0,12262,28471455,86263365,7404015,154.795,469.001,40.255,1898097,5750891,493601,154.795,469.001,40.255,145358.409,11.854,21.608,1.823,145358.409,11.854,21.608,1.823
16,16,242,723,23,256,738,58,15,16,36,16,16,16,50496,0,3156,12573200,36972496,1970528,248.994,732.187,39.023,785825,2310781,123158,248.994,732.187,39.023,25574.023,8.103,19.382,2.392,25574.023,8.103,19.382,2.392
17,17,216,761,23,230,773,42,15,13,20,17,17,17,38590,0,2270,8591460,29580425,1284775,222.634,766.531,33.293,505380,1740025,75575,222.634,766.531,33.293,14850.229,6.542,11.867,1.814,14850.229,6.542,11.867,1.814
18,18,366,801,23,374,808,37,9,8,15,18,18,18,12690,0,705,4694040,10204650,375300,369.901,804.149,29.574,260780,566925,20850,369.901,804.149,29.574,3371.161,4.782,8.659,1.811,3371.161,4.782,8.659,1.811
19,19,840,888,23,866,906,52,27,19,30,19,19,19,129010,0,6790,110018930,115833785,4985125,852.794,897.867,38.641,5790470,6096515,262375,852.794,897.867,38.641,66093.822,9.734,17.259,1.773,66093.822,9.734,17.259,1.773
20,20,1151,923,23,1155,928,37,5,6,15,20,20,20,5400,0,270,6225100,4998400,150000,1152.796,925.630,27.778,311255,249920,7500,1152.796,925.630,27.778,943.632,3.495,9.417,2.694,943.632,3.495,9.417,2.694
21,21,141,945,23,167,968,52,27,24,30,21,21,21,148050,0,7050,23106930,141726585,5781825,156.075,957.289,39.053,1100330,6748885,275325,156.075,957.289,39.053,69201.241,9.816,17.909,1.824,69201.241,9.816,17.909,1.824
