 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,1151,120,13,1164,135,37,14,16,25,1,1,1,2665,0,2665,3084970,341140,71800,1157.587,128.008,26.942,3084970,341140,71800,1157.587,128.008,26.942,18841.177,7.070,14.319,2.025,18841.177,7.070,14.319,2.025
2,2,176,747,13,199,763,47,24,17,35,2,2,2,14930,0,7465,2814360,11275140,429400,188.504,755.200,28.761,1407180,5637570,214700,188.504,755.200,28.761,73936.178,9.904,18.701,1.888,73936.178,9.904,18.701,1.888
3,3,613,570,18,618,576,32,6,7,15,3,3,3,1035,0,345,636840,593460,27150,615.304,573.391,26.232,212280,197820,9050,615.304,573.391,26.232,1399.571,4.057,8.733,2.153,1399.571,4.057,8.733,2.153
4,4,705,587,18,722,608,52,18,22,35,4,4,4,24280,0,6070,17306520,14533220,818800,712.789,598.568,33.723,4326630,3633305,204700,712.789,598.568,33.723,56280.457,9.272,19.407,2.093,56280.457,9.272,19.407,2.093
5,5,605,650,18,613,659,37,9,10,20,5,5,5,4700,0,940,2864600,3077125,122250,609.489,654.707,26.011,572920,615425,24450,609.489,654.707,26.011,4968.784,5.286,11.327,2.143,4968.784,5.286,11.327,2.143
6,6,39,715,18,49,723,37,11,9,20,6,6,6,9060,0,1510,399630,6513870,250800,44.109,718.970,27.682,66605,1085645,41800,44.109,718.970,27.682,9287.966,6.151,10.712,1.742,9287.966,6.151,10.712,1.742
7,7,887,740,18,898,750,42,12,11,25,7,7,7,13405,0,1915,11960655,9982140,374850,892.253,744.658,27.963,1708665,1426020,53550,892.253,744.658,27.963,12308.043,6.427,14.103,2.194,12308.043,6.427,14.103,2.194
8,8,73,899,18,83,907,42,11,9,25,8,8,8,10880,0,1360,846720,9825920,311000,77.824,903.118,28.585,105840,1228240,38875,77.824,903.118,28.585,8142.963,5.987,13.787,2.303,8142.963,5.987,13.787,2.303
9,9,632,928,18,642,939,42,11,12,25,9,9,9,14625,0,1625,9310815,13651155,439200,636.637,933.412,30.031,1034535,1516795,48800,636.637,933.412,30.031,10381.683,6.389,13.061,2.044,10381.683,6.389,13.061,2.044
10,10,1132,1,23,1132,1,32,1,1,10,10,10,10,100,0,10,113200,100,2750,1132.000,1.000,27.500,11320,10,275,1132.000,1.000,27.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
