 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,1168,339,13,1197,355,58,30,17,46,1,1,1,12854,0,12854,15195286,4460446,448497,1182.145,347.008,34.892,15195286,4460446,448497,1182.145,347.008,34.892,161068.756,12.531,24.148,1.927,161068.756,12.531,24.148,1.927
2,2,1135,487,13,1150,501,47,16,15,35,2,2,2,9990,0,4995,11412590,4932640,319650,1142.401,493.758,31.997,5706295,2466320,159825,1142.401,493.758,31.997,47803.910,9.570,20.061,2.096,47803.910,9.570,20.061,2.096
3,3,345,588,13,356,601,47,12,14,35,3,3,3,8835,0,2945,3091530,5252535,279525,349.919,594.514,31.638,1030510,1750845,93175,349.919,594.514,31.638,24130.228,8.194,18.984,2.317,24130.228,8.194,18.984,2.317
4,4,572,680,13,607,707,58,36,28,46,4,4,4,79600,0,19900,46973280,55184484,3003680,590.117,693.272,37.735,11743320,13796121,750920,590.117,693.272,37.735,283201.959,14.231,27.160,1.909,283201.959,14.231,27.160,1.909
5,5,1158,64,18,1177,82,63,20,19,46,5,5,5,54730,0,10946,63855605,4028040,2363215,1166.739,73.598,43.180,12771121,805608,472643,1166.739,73.598,43.180,136959.390,12.512,26.184,2.093,136959.390,12.512,26.184,2.093
6,6,849,173,18,867,186,52,19,14,35,6,6,6,24450,0,4075,20979960,4403100,939000,858.076,180.086,38.405,3496660,733850,156500,858.076,180.086,38.405,35779.312,8.780,20.724,2.360,35779.312,8.780,20.724,2.360
7,7,466,227,18,480,237,42,15,11,25,7,7,7,18445,0,2635,8722455,4283755,565600,472.890,232.245,30.664,1246065,611965,80800,472.890,232.245,30.664,19554.829,7.421,13.769,1.855,19554.829,7.421,13.769,1.855
8,8,783,278,18,797,289,47,15,12,30,8,8,8,22840,0,2855,18044840,6486240,795400,790.054,283.986,34.825,2255605,810780,99425,790.054,283.986,34.825,21634.831,7.578,16.967,2.239,21634.831,7.578,16.967,2.239
9,9,931,279,18,944,294,52,14,16,35,9,9,9,33390,0,3710,31321800,9552465,1237950,938.059,286.088,37.075,3480200,1061385,137550,938.059,286.088,37.075,31752.460,8.559,19.208,2.244,31752.460,8.559,19.208,2.244
10,10,616,427,18,627,440,47,12,14,30,10,10,10,29300,0,2930,18202600,12703450,1014750,621.249,433.565,34.633,1820260,1270345,101475,621.249,433.565,34.633,24189.702,8.256,17.159,2.078,24189.702,8.256,17.159,2.078
11,11,80,564,18,92,576,52,13,13,35,11,11,11,36025,0,3275,3106785,20532160,1357125,86.240,569.942,37.672,282435,1866560,123375,86.240,569.942,37.672,28315.388,8.646,19.986,2.312,28315.388,8.646,19.986,2.312
12,12,692,302,23,698,309,42,7,8,20,12,12,12,5340,0,445,3712140,1632900,174900,695.157,305.787,32.753,309345,136075,14575,695.157,305.787,32.753,2013.786,4.525,10.253,2.266,2013.786,4.525,10.253,2.266
13,13,94,374,23,121,402,88,28,29,66,13,13,13,268736,0,20672,29056859,103958010,14688583,108.124,386.841,54.658,2235143,7996770,1129891,108.124,386.841,54.658,316832.751,15.327,36.478,2.380,316832.751,15.327,36.478,2.380
14,14,313,532,23,321,542,42,9,11,20,14,14,14,13930,0,995,4417630,7477190,434350,317.131,536.769,31.181,315545,534085,31025,317.131,536.769,31.181,5334.729,5.362,11.332,2.114,5334.729,5.362,11.332,2.114
15,15,170,552,23,170,552,37,1,1,15,15,15,15,225,0,15,38250,124200,6750,170.000,552.000,30.000,2550,8280,450,170.000,552.000,30.000,56.000,3.733,7.000,1.875,56.000,3.733,7.000,1.875
16,16,999,586,23,1009,592,42,11,7,20,16,16,16,14880,0,930,14942640,8760560,472400,1004.210,588.747,31.747,933915,547535,29525,1004.210,588.747,31.747,5121.874,5.507,11.319,2.055,5121.874,5.507,11.319,2.055
17,17,780,591,23,789,601,42,10,11,20,17,17,17,18530,0,1090,14541375,11036740,612425,784.748,595.615,33.050,855375,649220,36025,784.748,595.615,33.050,6217.726,5.704,11.104,1.947,6217.726,5.704,11.104,1.947
18,18,1075,1192,23,1081,1198,37,7,7,15,18,18,18,7290,0,405,7855470,8712630,220500,1077.568,1195.148,30.247,436415,484035,12250,1077.568,1195.148,30.247,1766.041,4.361,7.922,1.817,1766.041,4.361,7.922,1.817
19,19,846,108,28,855,119,52,10,12,25,19,19,19,29165,0,1535,24817515,3309230,1197950,850.935,113.466,41.075,1306185,174170,63050,850.935,113.466,41.075,9774.762,6.368,13.480,2.117,9774.762,6.368,13.480,2.117
20,20,937,184,28,938,186,37,2,3,10,20,20,20,600,0,30,562600,111000,19500,937.667,185.000,32.500,28130,5550,975,937.667,185.000,32.500,82.068,2.736,4.658,1.703,82.068,2.736,4.658,1.703
21,21,498,198,28,511,210,58,14,13,31,21,21,21,67935,0,3235,34294197,13877892,2996385,504.809,204.282,44.107,1633057,660852,142685,504.809,204.282,44.107,27153.220,8.394,16.825,2.004,27153.220,8.394,16.825,2.004
22,22,235,224,28,235,227,37,1,4,10,22,22,22,880,0,40,206800,198440,28600,235.000,225.500,32.500,9400,9020,1300,235.000,225.500,32.500,112.281,2.807,4.743,1.690,112.281,2.807,4.743,1.690
23,23,641,251,28,654,263,63,14,13,36,23,23,23,90643,0,3941,58673092,23319930,4123279,647.299,257.272,45.489,2551004,1013910,179273,647.299,257.272,45.489,37220.244,9.444,18.477,1.956,37220.244,9.444,18.477,1.956
24,24,937,260,28,937,260,37,1,1,10,24,24,24,240,0,10,224880,62400,7800,937.000,260.000,32.500,9370,2600,325,937.000,260.000,32.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
25,25,54,532,28,70,546,63,17,15,36,25,25,25,127575,0,5103,7781275,68708775,5825975,60.994,538.576,45.667,311251,2748351,233039,60.994,538.576,45.667,48909.972,9.585,18.520,1.932,48909.972,9.585,18.520,1.932
26,26,173,550,28,175,552,37,3,3,10,26,26,26,1040,0,40,180700,573040,33800,173.750,551.000,32.500,6950,22040,1300,173.750,551.000,32.500,111.766,2.794,4.776,1.709,111.766,2.794,4.776,1.709
27,27,162,625,28,172,635,52,11,11,25,27,27,27,46305,0,1715,7720920,29171610,1881900,166.741,629.988,40.641,285960,1080430,69700,166.741,629.988,40.641,11684.957,6.813,13.398,1.966,11684.957,6.813,13.398,1.966
28,28,780,627,28,792,645,58,13,19,31,28,28,28,79268,0,2831,62281128,50486660,3366384,785.703,636.911,42.468,2224326,1803095,120228,785.703,636.911,42.468,23216.126,8.201,16.795,2.048,23216.126,8.201,16.795,2.048
29,29,807,876,28,821,891,73,15,16,46,29,29,29,172608,0,5952,140451901,152541160,8994379,813.704,883.743,52.109,4843169,5260040,310151,813.704,883.743,52.109,63787.773,10.717,24.415,2.278,63787.773,10.717,24.415,2.278
30,30,229,221,33,230,221,42,2,1,10,30,30,30,600,0,20,137700,132600,22500,229.500,221.000,37.500,4590,4420,750,229.500,221.000,37.500,51.604,2.580,4.528,1.755,51.604,2.580,4.528,1.755
31,31,227,225,33,228,227,42,2,3,10,31,31,31,930,0,30,211420,210180,34875,227.333,226.000,37.500,6820,6780,1125,227.333,226.000,37.500,82.068,2.736,4.658,1.703,82.068,2.736,4.658,1.703
32,32,698,310,33,698,310,42,1,1,10,32,32,32,320,0,10,223360,99200,12000,698.000,310.000,37.500,6980,3100,375,698.000,310.000,37.500,25.000,2.500,4.500,1.800,25.000,2.500,4.500,1.800
33,33,906,336,33,921,351,68,16,16,36,33,33,33,155331,0,4707,141911286,53408619,8061603,913.606,343.837,51.900,4300342,1618443,244291,913.606,343.837,51.900,42751.063,9.082,19.139,2.107,42751.063,9.082,19.139,2.107
34,34,918,944,33,927,956,58,10,13,26,34,34,34,71230,0,2095,65713262,67684854,3269440,922.550,950.230,45.900,1932743,1990731,96160,922.550,950.230,45.900,15146.008,7.230,13.765,1.904,15146.008,7.230,13.765,1.904
35,35,673,255,38,684,265,68,12,11,31,35,35,35,83335,0,2381,56535220,21668395,4377030,678.409,260.016,52.523,1615292,619097,125058,678.409,260.016,52.523,18837.323,7.912,16.280,2.058,18837.323,7.912,16.280,2.058
36,36,718,434,38,729,444,73,12,11,36,36,36,36,85176,0,2366,61598592,37393056,4824108,723.192,439.009,56.637,1711072,1038696,134003,723.192,439.009,56.637,18085.164,7.644,18.760,2.454,18085.164,7.644,18.760,2.454
