 ,IDENTIFIER,BOUNDING_BOX_X,BOUNDING_BOX_Y,BOUNDING_BOX_Z,BOUNDING_BOX_END_X,BOUNDING_BOX_END_Y,BOUNDING_BOX_END_Z,BOUNDING_BOX_WIDTH,BOUNDING_BOX_HEIGHT,BOUNDING_BOX_DEPTH,MINIMUM_INTENSITY,MAXIMUM_INTENSITY,MEAN_INTENSITY,SUM_INTENSITY,STANDARD_DEVIATION_INTENSITY,PIXEL_COUNT,SUM_INTENSITY_TIMES_X,SUM_INTENSITY_TIMES_Y,SUM_INTENSITY_TIMES_Z,MASS_CENTER_X,MASS_CENTER_Y,MASS_CENTER_Z,SUM_X,SUM_Y,SUM_Z,CENTROID_X,CENTROID_Y,CENTROID_Z,SUM_DISTANCE_TO_MASS_CENTER,MEAN_DISTANCE_TO_MASS_CENTER,MAX_DISTANCE_TO_MASS_CENTER,MAX_MEAN_DISTANCE_TO_MASS_CENTER_RATIO,SUM_DISTANCE_TO_CENTROID,MEAN_DISTANCE_TO_CENTROID,MAX_DISTANCE_TO_CENTROID,MAX_MEAN_DISTANCE_TO_CENTROID_RATIO
1,1,960,323,13,986,341,58,27,19,46,1,1,1,7827,0,7827,7624092,2600944,271996,974.076,332.304,34.751,7624092,2600944,271996,974.076,332.304,34.751,91136.711,11.644,25.546,2.194,91136.711,11.644,25.546,2.194
2,2,773,417,13,792,438,37,20,22,25,2,2,2,7860,0,3930,6141490,3376050,187600,781.360,429.523,23.868,3070745,1688025,93800,781.360,429.523,23.868,31641.655,8.051,14.977,1.860,31641.655,8.051,14.977,1.860
3,3,861,466,13,872,475,32,12,10,20,3,3,3,3045,0,1015,2636775,1432320,70050,865.936,470.384,23.005,878925,477440,23350,865.936,470.384,23.005,5522.562,5.441,11.012,2.024,5522.562,5.441,11.012,2.024
4,4,785,556,13,794,565,32,10,10,20,4,4,4,4620,0,1155,3647720,2588580,105500,789.550,560.299,22.835,911930,647145,26375,789.550,560.299,22.835,6515.930,5.641,10.964,1.944,6515.930,5.641,10.964,1.944
5,5,553,598,13,575,625,42,23,28,30,5,5,5,25875,0,5175,14585450,15839025,699250,563.689,612.136,27.024,2917090,3167805,139850,563.689,612.136,27.024,47951.184,9.266,17.425,1.881,47951.184,9.266,17.425,1.881
6,6,974,287,18,986,296,37,13,10,20,6,6,6,8610,0,1435,8431920,2509500,235050,979.317,291.463,27.300,1405320,418250,39175,979.317,291.463,27.300,8734.489,6.087,10.900,1.791,8734.489,6.087,10.900,1.791
7,7,766,388,18,770,391,27,5,4,10,7,7,7,560,0,80,429940,217980,12600,767.750,389.250,22.500,61420,31140,1800,767.750,389.250,22.500,240.857,3.011,5.184,1.722,240.857,3.011,5.184,1.722
8,8,659,421,18,659,423,27,1,3,10,8,8,8,240,0,30,158160,101280,5400,659.000,422.000,22.500,19770,12660,675,659.000,422.000,22.500,80.453,2.682,4.610,1.719,80.453,2.682,4.610,1.719
9,9,854,438,18,855,438,27,2,1,10,9,9,9,180,0,20,153810,78840,4050,854.500,438.000,22.500,17090,8760,450,854.500,438.000,22.500,51.604,2.580,4.528,1.755,51.604,2.580,4.528,1.755
10,10,770,450,18,794,468,42,25,19,25,10,10,10,47950,0,4795,37561350,22096900,1451250,783.344,460.832,30.266,3756135,2209690,145125,783.344,460.832,30.266,43957.413,9.167,16.355,1.784,43957.413,9.167,16.355,1.784
11,11,862,460,18,863,461,27,2,2,10,11,11,11,220,0,20,189750,101310,4950,862.500,460.500,22.500,17250,9210,450,862.500,460.500,22.500,52.993,2.650,4.555,1.719,52.993,2.650,4.555,1.719
12,12,686,569,18,696,574,32,11,6,15,12,12,12,4740,0,395,3277860,2711460,116100,691.532,572.038,24.494,273155,225955,9675,691.532,572.038,24.494,1851.680,4.688,9.374,2.000,1851.680,4.688,9.374,2.000
13,13,573,627,18,601,667,58,29,41,41,13,13,13,189124,0,14548,110805981,122397678,6454422,585.891,647.182,34.128,8523537,9415206,496494,585.891,647.182,34.128,191642.126,13.173,25.960,1.971,191642.126,13.173,25.960,1.971
14,14,621,641,18,628,647,32,8,7,15,14,14,14,6860,0,490,4283090,4420920,173950,624.357,644.449,25.357,305935,315780,12425,624.357,644.449,25.357,2172.622,4.434,8.228,1.856,2172.622,4.434,8.228,1.856
15,15,912,662,18,923,673,42,12,12,25,15,15,15,21450,0,1430,19682925,14329350,640125,917.619,668.035,29.843,1312195,955290,42675,917.619,668.035,29.843,8725.394,6.102,12.782,2.095,8725.394,6.102,12.782,2.095
16,16,805,679,18,820,688,37,16,10,20,16,16,16,23040,0,1440,18720320,15742400,613200,812.514,683.264,26.615,1170020,983900,38325,812.514,683.264,26.615,8823.953,6.128,12.274,2.003,8823.953,6.128,12.274,2.003
17,17,804,692,18,818,699,37,15,8,20,17,17,17,13260,0,780,10761935,9214935,366350,811.609,694.942,27.628,633055,542055,21550,811.609,694.942,27.628,4253.431,5.453,11.035,2.024,4253.431,5.453,11.035,2.024
18,18,671,706,18,675,712,42,5,7,25,18,18,18,6390,0,355,4301190,4533840,189900,673.113,709.521,29.718,238955,251880,10550,673.113,709.521,29.718,1592.216,4.485,12.471,2.781,1592.216,4.485,12.471,2.781
19,19,654,728,18,663,736,32,10,9,15,19,19,19,4655,0,245,3064605,3407555,110200,658.347,732.020,23.673,161295,179345,5800,658.347,732.020,23.673,1085.262,4.430,9.540,2.154,1085.262,4.430,9.540,2.154
20,20,896,782,18,909,800,47,14,19,30,20,20,20,67900,0,3395,61282300,53670600,2142000,902.538,790.436,31.546,3064115,2683530,107100,902.538,790.436,31.546,27500.258,8.100,17.740,2.190,27500.258,8.100,17.740,2.190
21,21,922,806,18,936,820,42,15,15,25,21,21,21,64785,0,3085,60218025,52726485,1841700,929.506,813.869,28.428,2867525,2510785,87700,929.506,813.869,28.428,22393.408,7.259,14.265,1.965,22393.408,7.259,14.265,1.965
