 ,Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
1,366,106,260,208477,0,TPD54,01-Registered,postRapalog_Cont/
2,161,106,55,276530,1,TPD54,01-Registered,postRapalog_Cont/
3,256,113,143,208477,0,ATG9,01-Registered,postRapalog_Cont/
4,198,113,85,276530,1,ATG9,01-Registered,postRapalog_Cont/
5,437,106,331,128480,0,TPD54,02-Registered,postRapalog_Cont/
6,168,106,62,224711,1,TPD54,02-Registered,postRapalog_Cont/
7,254,113,141,128480,0,ATG9,02-Registered,postRapalog_Cont/
8,215,113,102,224711,1,ATG9,02-Registered,postRapalog_Cont/
9,1292,115,1177,63783,0,TPD54,03-Registered,postRapalog_Cont/
10,440,115,325,75436,1,TPD54,03-Registered,postRapalog_Cont/
11,251,119,132,63783,0,ATG9,03-Registered,postRapalog_Cont/
12,165,119,46,75436,1,ATG9,03-Registered,postRapalog_Cont/
13,715,109,606,145177,0,TPD54,04-Registered,postRapalog_Cont/
14,225,109,116,269399,1,TPD54,04-Registered,postRapalog_Cont/
15,233,113,120,145177,0,ATG9,04-Registered,postRapalog_Cont/
16,207,113,93,269399,1,ATG9,04-Registered,postRapalog_Cont/
17,288,119,170,86164,0,TPD54,05-Registered,postRapalog_Cont/
18,156,119,38,105856,1,TPD54,05-Registered,postRapalog_Cont/
19,280,137,143,86164,0,ATG9,05-Registered,postRapalog_Cont/
20,255,137,118,105856,1,ATG9,05-Registered,postRapalog_Cont/
21,348,122,225,95508,0,TPD54,06-Registered,postRapalog_Cont/
22,184,122,62,107457,1,TPD54,06-Registered,postRapalog_Cont/
23,324,156,168,95508,0,ATG9,06-Registered,postRapalog_Cont/
24,257,156,101,107457,1,ATG9,06-Registered,postRapalog_Cont/
25,613,114,499,105029,0,TPD54,07-Registered,postRapalog_Cont/
26,218,114,104,93040,1,TPD54,07-Registered,postRapalog_Cont/
27,314,125,189,105029,0,ATG9,07-Registered,postRapalog_Cont/
28,270,125,145,93040,1,ATG9,07-Registered,postRapalog_Cont/
29,439,112,327,183765,0,TPD54,08-Registered,postRapalog_Cont/
30,199,112,87,199113,1,TPD54,08-Registered,postRapalog_Cont/
31,338,120,218,183765,0,ATG9,08-Registered,postRapalog_Cont/
32,277,120,157,199113,1,ATG9,08-Registered,postRapalog_Cont/
33,589,110,479,296332,0,TPD54,09-Registered,postRapalog_Cont/
34,231,110,121,266643,1,TPD54,09-Registered,postRapalog_Cont/
35,270,110,160,296332,0,ATG9,09-Registered,postRapalog_Cont/
36,208,110,98,266643,1,ATG9,09-Registered,postRapalog_Cont/
37,894,109,785,29394,0,TPD54,10-Registered,postRapalog_Cont/
38,318,109,209,46586,1,TPD54,10-Registered,postRapalog_Cont/
39,334,109,225,29394,0,ATG9,10-Registered,postRapalog_Cont/
40,250,109,141,46586,1,ATG9,10-Registered,postRapalog_Cont/
41,482,109,373,118033,0,TPD54,11-Registered,postRapalog_Cont/
42,184,109,75,164435,1,TPD54,11-Registered,postRapalog_Cont/
43,274,109,165,118033,0,ATG9,11-Registered,postRapalog_Cont/
44,236,109,127,164435,1,ATG9,11-Registered,postRapalog_Cont/
45,406,119,287,222838,0,TPD54,12-Registered,postRapalog_Cont/
46,204,119,85,261740,1,TPD54,12-Registered,postRapalog_Cont/
47,310,130,180,222838,0,ATG9,12-Registered,postRapalog_Cont/
48,249,130,119,261740,1,ATG9,12-Registered,postRapalog_Cont/
49,488,111,377,142368,0,TPD54,13-Registered,postRapalog_Cont/
50,192,111,81,161571,1,TPD54,13-Registered,postRapalog_Cont/
51,268,114,154,142368,0,ATG9,13-Registered,postRapalog_Cont/
52,214,114,101,161571,1,ATG9,13-Registered,postRapalog_Cont/
53,695,111,584,133028,0,TPD54,14-Registered,postRapalog_Cont/
54,261,111,150,134463,1,TPD54,14-Registered,postRapalog_Cont/
55,336,122,214,133028,0,ATG9,14-Registered,postRapalog_Cont/
56,261,122,139,134463,1,ATG9,14-Registered,postRapalog_Cont/
57,325,109,216,164583,0,TPD54,15-Registered,postRapalog_Cont/
58,159,109,50,160477,1,TPD54,15-Registered,postRapalog_Cont/
59,325,120,205,164583,0,ATG9,15-Registered,postRapalog_Cont/
60,247,120,127,160477,1,ATG9,15-Registered,postRapalog_Cont/
61,918,108,810,113683,0,TPD54,16-Registered,postRapalog_Cont/
62,422,108,314,113707,1,TPD54,16-Registered,postRapalog_Cont/
63,297,120,177,113683,0,ATG9,16-Registered,postRapalog_Cont/
64,246,120,126,113707,1,ATG9,16-Registered,postRapalog_Cont/
65,425,108,317,152578,0,TPD54,17-Registered,postRapalog_Cont/
66,187,108,79,234647,1,TPD54,17-Registered,postRapalog_Cont/
67,348,126,221,152578,0,ATG9,17-Registered,postRapalog_Cont/
68,253,126,127,234647,1,ATG9,17-Registered,postRapalog_Cont/
