Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
240.280,112.592,127.688,242651,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K3b/
153.646,112.592,41.054,240776,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K3b/
331.916,108.028,223.888,242651,0,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K3b/
253.262,108.028,145.235,240776,1,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K3b/
291.535,114.635,176.900,393456,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K3b/
148.880,114.635,34.245,508315,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K3b/
559.179,109.047,450.132,393456,0,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K3b/
376.737,109.047,267.690,508315,1,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K3b/
746.388,111.438,634.950,151940,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K3b/
181.687,111.438,70.248,179007,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K3b/
395.965,106.564,289.401,151940,0,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K3b/
239.049,106.564,132.485,179007,1,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K3b/
369.382,113.902,255.480,201901,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K3b/
171.900,113.902,57.998,327535,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K3b/
324.170,110.806,213.364,201901,0,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K3b/
224.212,110.806,113.405,327535,1,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K3b/
320.450,114.070,206.381,258426,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K3b/
173.348,114.070,59.279,365268,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K3b/
327.077,110.086,216.990,258426,0,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K3b/
245.508,110.086,135.422,365268,1,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K3b/
448.247,113.348,334.899,245234,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K3b/
198.197,113.348,84.848,221481,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K3b/
565.940,109.436,456.504,245234,0,ATG9Cargo,06-Registered,postRapalog_ATG9_PI4K3b/
422.744,109.436,313.307,221481,1,ATG9Cargo,06-Registered,postRapalog_ATG9_PI4K3b/
503.922,113.405,390.518,277561,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_PI4K3b/
191.757,113.405,78.352,345057,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_PI4K3b/
849.261,109.436,739.825,277561,0,ATG9Cargo,07-Registered,postRapalog_ATG9_PI4K3b/
479.096,109.436,369.660,345057,1,ATG9Cargo,07-Registered,postRapalog_ATG9_PI4K3b/
1168.956,112.042,1056.914,235125,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K3b/
298.119,112.042,186.078,275456,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K3b/
523.880,106.722,417.158,235125,0,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K3b/
308.956,106.722,202.235,275456,1,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K3b/
309.542,112.406,197.136,299854,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K3b/
167.164,112.406,54.758,328557,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K3b/
524.614,110.271,414.343,299854,0,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K3b/
374.385,110.271,264.114,328557,1,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K3b/
794.638,110.756,683.882,147206,0,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K3b/
211.589,110.756,100.833,205449,1,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K3b/
755.655,108.610,647.045,147206,0,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K3b/
412.018,108.610,303.408,205449,1,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K3b/
241.901,104.366,137.535,271283,0,FKBPTagPOI,01-Registered,postRapalog_EmptyV_PI4K3b/
138.020,104.366,33.654,314720,1,FKBPTagPOI,01-Registered,postRapalog_EmptyV_PI4K3b/
907.338,106.516,800.822,271283,0,ATG9Cargo,01-Registered,postRapalog_EmptyV_PI4K3b/
644.852,106.516,538.337,314720,1,ATG9Cargo,01-Registered,postRapalog_EmptyV_PI4K3b/
185.444,104.286,81.157,195408,0,FKBPTagPOI,02-Registered,postRapalog_EmptyV_PI4K3b/
146.597,104.286,42.311,197318,1,FKBPTagPOI,02-Registered,postRapalog_EmptyV_PI4K3b/
485.551,105.628,379.924,195408,0,ATG9Cargo,02-Registered,postRapalog_EmptyV_PI4K3b/
440.351,105.628,334.724,197318,1,ATG9Cargo,02-Registered,postRapalog_EmptyV_PI4K3b/
321.280,104.170,217.110,79289,0,FKBPTagPOI,03-Registered,postRapalog_EmptyV_PI4K3b/
173.039,104.170,68.869,98777,1,FKBPTagPOI,03-Registered,postRapalog_EmptyV_PI4K3b/
725.254,105.800,619.455,79289,0,ATG9Cargo,03-Registered,postRapalog_EmptyV_PI4K3b/
407.927,105.800,302.128,98777,1,ATG9Cargo,03-Registered,postRapalog_EmptyV_PI4K3b/
269.495,104.433,165.062,79928,0,FKBPTagPOI,04-Registered,postRapalog_EmptyV_PI4K3b/
140.246,104.433,35.813,61574,1,FKBPTagPOI,04-Registered,postRapalog_EmptyV_PI4K3b/
237.012,106.227,130.786,79928,0,ATG9Cargo,04-Registered,postRapalog_EmptyV_PI4K3b/
190.051,106.227,83.824,61574,1,ATG9Cargo,04-Registered,postRapalog_EmptyV_PI4K3b/
374.123,103.851,270.272,56221,0,FKBPTagPOI,05-Registered,postRapalog_EmptyV_PI4K3b/
163.108,103.851,59.257,97533,1,FKBPTagPOI,05-Registered,postRapalog_EmptyV_PI4K3b/
774.893,106.546,668.348,56221,0,ATG9Cargo,05-Registered,postRapalog_EmptyV_PI4K3b/
592.783,106.546,486.237,97533,1,ATG9Cargo,05-Registered,postRapalog_EmptyV_PI4K3b/
490.270,103.947,386.324,104810,0,FKBPTagPOI,06-Registered,postRapalog_EmptyV_PI4K3b/
241.222,103.947,137.275,61497,1,FKBPTagPOI,06-Registered,postRapalog_EmptyV_PI4K3b/
2899.360,109.402,2789.959,104810,0,ATG9Cargo,06-Registered,postRapalog_EmptyV_PI4K3b/
