Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
1113.352,108.052,1005.300,304632,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K2a/
339.866,108.052,231.814,389109,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K2a/
1175.458,113.156,1062.302,304632,0,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K2a/
711.575,113.156,598.419,389109,1,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K2a/
501.201,107.250,393.952,240031,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K2a/
219.571,107.250,112.321,307103,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K2a/
548.268,112.363,435.905,240031,0,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K2a/
439.323,112.363,326.959,307103,1,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K2a/
535.083,105.670,429.413,249159,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K2a/
165.217,105.670,59.547,313816,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K2a/
407.249,108.792,298.457,249159,0,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K2a/
232.747,108.792,123.955,313816,1,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K2a/
784.675,107.870,676.806,215899,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K2a/
259.822,107.870,151.952,361398,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K2a/
672.733,113.066,559.667,215899,0,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K2a/
416.559,113.066,303.492,361398,1,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K2a/
1248.942,109.114,1139.828,210139,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K2a/
363.619,109.114,254.505,275459,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K2a/
931.590,111.696,819.895,210139,0,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K2a/
640.876,111.696,529.180,275459,1,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K2a/
367.206,109.657,257.549,315820,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K2a/
190.066,109.657,80.409,437615,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K2a/
492.630,113.521,379.108,315820,0,ATG9Cargo,06-Registered,postRapalog_ATG9_PI4K2a/
