Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
1312.105,106.455,1205.650,190029,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_BIF1/
344.967,106.455,238.512,252494,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_BIF1/
913.420,109.295,804.125,190029,0,ATG9Cargo,02-Registered,postRapalog_ATG9_BIF1/
469.897,109.295,360.601,252494,1,ATG9Cargo,02-Registered,postRapalog_ATG9_BIF1/
636.011,105.773,530.238,63563,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_BIF1/
178.078,105.773,72.304,112664,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_BIF1/
638.538,107.132,531.406,63563,0,ATG9Cargo,03-Registered,postRapalog_ATG9_BIF1/
339.879,107.132,232.747,112664,1,ATG9Cargo,03-Registered,postRapalog_ATG9_BIF1/
2774.922,107.095,2667.827,73403,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_BIF1/
891.839,107.095,784.743,128972,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_BIF1/
1461.520,108.578,1352.942,73403,0,ATG9Cargo,04-Registered,postRapalog_ATG9_BIF1/
896.529,108.578,787.951,128972,1,ATG9Cargo,04-Registered,postRapalog_ATG9_BIF1/
1141.475,106.043,1035.432,159342,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_BIF1/
350.180,106.043,244.137,213069,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_BIF1/
1730.391,107.534,1622.857,159342,0,ATG9Cargo,05-Registered,postRapalog_ATG9_BIF1/
992.444,107.534,884.911,213069,1,ATG9Cargo,05-Registered,postRapalog_ATG9_BIF1/
664.265,110.261,554.004,208883,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_BIF1/
260.946,110.261,150.685,248955,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_BIF1/
946.461,115.654,830.807,208883,0,ATG9Cargo,06-Registered,postRapalog_ATG9_BIF1/
516.451,115.654,400.797,248955,1,ATG9Cargo,06-Registered,postRapalog_ATG9_BIF1/
700.977,107.531,593.446,82105,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_BIF1/
198.969,107.531,91.438,122486,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_BIF1/
1684.845,110.266,1574.578,82105,0,ATG9Cargo,07-Registered,postRapalog_ATG9_BIF1/
951.083,110.266,840.816,122486,1,ATG9Cargo,07-Registered,postRapalog_ATG9_BIF1/
836.162,107.981,728.181,112411,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_BIF1/
466.433,107.981,358.452,170030,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_BIF1/
1412.995,113.296,1299.699,112411,0,ATG9Cargo,08-Registered,postRapalog_ATG9_BIF1/
