Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
682.572,113.518,569.055,188271,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_ARFIP2/
207.197,113.518,93.680,261101,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_ARFIP2/
1799.157,108.519,1690.639,188271,0,ATG9Cargo,01-Registered,postRapalog_ATG9_ARFIP2/
799.175,108.519,690.656,261101,1,ATG9Cargo,01-Registered,postRapalog_ATG9_ARFIP2/
372.102,115.574,256.528,106276,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_ARFIP2/
139.208,115.574,23.635,138025,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_ARFIP2/
3123.886,110.660,3013.226,106276,0,ATG9Cargo,02-Registered,postRapalog_ATG9_ARFIP2/
1539.612,110.660,1428.952,138025,1,ATG9Cargo,02-Registered,postRapalog_ATG9_ARFIP2/
224.807,113.883,110.924,183356,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_ARFIP2/
134.749,113.883,20.866,210735,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_ARFIP2/
1758.312,109.289,1649.023,183356,0,ATG9Cargo,03-Registered,postRapalog_ATG9_ARFIP2/
1221.181,109.289,1111.892,210735,1,ATG9Cargo,03-Registered,postRapalog_ATG9_ARFIP2/
388.182,115.715,272.467,188929,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_ARFIP2/
163.543,115.715,47.828,256936,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_ARFIP2/
1478.326,110.728,1367.598,188929,0,ATG9Cargo,04-Registered,postRapalog_ATG9_ARFIP2/
852.669,110.728,741.942,256936,1,ATG9Cargo,04-Registered,postRapalog_ATG9_ARFIP2/
147.063,113.595,33.468,118702,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_ARFIP2/
126.435,113.595,12.841,142026,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_ARFIP2/
1835.386,109.604,1725.782,118702,0,ATG9Cargo,05-Registered,postRapalog_ATG9_ARFIP2/
1202.368,109.604,1092.764,142026,1,ATG9Cargo,05-Registered,postRapalog_ATG9_ARFIP2/
209.496,114.346,95.150,242761,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_ARFIP2/
139.473,114.346,25.127,278128,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_ARFIP2/
3784.874,109.212,3675.662,242761,0,ATG9Cargo,06-Registered,postRapalog_ATG9_ARFIP2/
2689.284,109.212,2580.072,278128,1,ATG9Cargo,06-Registered,postRapalog_ATG9_ARFIP2/
249.363,115.708,133.655,191532,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_ARFIP2/
136.730,115.708,21.022,300936,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_ARFIP2/
2649.622,119.737,2529.885,191532,0,ATG9Cargo,07-Registered,postRapalog_ATG9_ARFIP2/
1307.056,119.737,1187.319,300936,1,ATG9Cargo,07-Registered,postRapalog_ATG9_ARFIP2/
1222.340,115.394,1106.946,163895,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_ARFIP2/
400.813,115.394,285.419,208859,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_ARFIP2/
1548.160,117.476,1430.684,163895,0,ATG9Cargo,08-Registered,postRapalog_ATG9_ARFIP2/
1007.085,117.476,889.609,208859,1,ATG9Cargo,08-Registered,postRapalog_ATG9_ARFIP2/
292.470,115.541,176.929,313389,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_ARFIP2/
145.899,115.541,30.358,399758,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_ARFIP2/
1235.621,123.368,1112.253,313389,0,ATG9Cargo,09-Registered,postRapalog_ATG9_ARFIP2/
754.054,123.368,630.686,399758,1,ATG9Cargo,09-Registered,postRapalog_ATG9_ARFIP2/
387.014,113.812,273.203,327267,0,FKBPTagPOI,10-Registered,postRapalog_ATG9_ARFIP2/
177.601,113.812,63.789,366417,1,FKBPTagPOI,10-Registered,postRapalog_ATG9_ARFIP2/
2193.450,110.609,2082.840,327267,0,ATG9Cargo,10-Registered,postRapalog_ATG9_ARFIP2/
1364.062,110.609,1253.452,366417,1,ATG9Cargo,10-Registered,postRapalog_ATG9_ARFIP2/
261.861,115.232,146.629,232376,0,FKBPTagPOI,11-Registered,postRapalog_ATG9_ARFIP2/
143.307,115.232,28.075,240146,1,FKBPTagPOI,11-Registered,postRapalog_ATG9_ARFIP2/
1553.720,116.748,1436.973,232376,0,ATG9Cargo,11-Registered,postRapalog_ATG9_ARFIP2/
918.128,116.748,801.380,240146,1,ATG9Cargo,11-Registered,postRapalog_ATG9_ARFIP2/
1091.214,110.137,981.077,155969,0,FKBPTagPOI,02-Registered,postRapalog_EmptyV_ARFIP2/
355.333,110.137,245.196,200974,1,FKBPTagPOI,02-Registered,postRapalog_EmptyV_ARFIP2/
