 ,Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
240,349.06,108.86,240.20,346439,1,ATG9Cargo,16-Registered,postRapalog_TPDmut_DAGLB/
241,603.02,144.74,458.28,211873,0,FKBPTagPOI,17-Registered,postRapalog_TPDmut_DAGLB/
242,315.34,144.74,170.60,245819,1,FKBPTagPOI,17-Registered,postRapalog_TPDmut_DAGLB/
243,379.44,106.22,273.22,211873,0,ATG9Cargo,17-Registered,postRapalog_TPDmut_DAGLB/
244,266.80,106.22,160.58,245819,1,ATG9Cargo,17-Registered,postRapalog_TPDmut_DAGLB/
245,1255.10,127.53,1127.57,314737,0,FKBPTagPOI,18-Registered,postRapalog_TPDmut_DAGLB/
246,555.00,127.53,427.47,294252,1,FKBPTagPOI,18-Registered,postRapalog_TPDmut_DAGLB/
247,562.69,114.94,447.75,314737,0,ATG9Cargo,18-Registered,postRapalog_TPDmut_DAGLB/
248,368.34,114.94,253.40,294252,1,ATG9Cargo,18-Registered,postRapalog_TPDmut_DAGLB/
249,712.30,115.11,597.18,298450,0,FKBPTagPOI,19-Registered,postRapalog_TPDmut_DAGLB/
250,326.72,115.11,211.61,385012,1,FKBPTagPOI,19-Registered,postRapalog_TPDmut_DAGLB/
251,565.91,111.09,454.82,298450,0,ATG9Cargo,19-Registered,postRapalog_TPDmut_DAGLB/
252,421.24,111.09,310.14,385012,1,ATG9Cargo,19-Registered,postRapalog_TPDmut_DAGLB/
253,691.03,112.20,578.83,279465,0,FKBPTagPOI,20-Registered,postRapalog_TPDmut_DAGLB/
254,311.69,112.20,199.49,285389,1,FKBPTagPOI,20-Registered,postRapalog_TPDmut_DAGLB/
255,253.56,105.28,148.28,279465,0,ATG9Cargo,20-Registered,postRapalog_TPDmut_DAGLB/
256,218.64,105.28,113.36,285389,1,ATG9Cargo,20-Registered,postRapalog_TPDmut_DAGLB/
