 ,Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
28,376.82,107.75,269.07,277340,1,ATG9Cargo,07-Registered,postRapalog_ATG9_PI4K2a/
29,611.06,106.07,504.98,217735,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K2a/
30,184.89,106.07,78.82,280006,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K2a/
31,781.47,111.00,670.47,217735,0,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K2a/
32,373.32,111.00,262.33,280006,1,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K2a/
33,330.69,105.64,225.04,188835,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K2a/
34,154.11,105.64,48.47,161271,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K2a/
35,757.95,109.15,648.80,188835,0,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K2a/
36,413.71,109.15,304.56,161271,1,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K2a/
37,441.46,105.45,336.01,55067,0,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K2a/
38,158.66,105.45,53.21,121600,1,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K2a/
39,614.01,108.08,505.93,55067,0,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K2a/
40,230.74,108.08,122.66,121600,1,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K2a/
41,399.01,105.07,293.94,97866,0,FKBPTagPOI,11-Registered,postRapalog_ATG9_PI4K2a/
42,163.26,105.07,58.19,162824,1,FKBPTagPOI,11-Registered,postRapalog_ATG9_PI4K2a/
43,231.02,107.75,123.26,97866,0,ATG9Cargo,11-Registered,postRapalog_ATG9_PI4K2a/
44,163.33,107.75,55.58,162824,1,ATG9Cargo,11-Registered,postRapalog_ATG9_PI4K2a/
45,1830.26,104.99,1725.27,55899,0,FKBPTagPOI,12-Registered,postRapalog_ATG9_PI4K2a/
46,498.47,104.99,393.48,73246,1,FKBPTagPOI,12-Registered,postRapalog_ATG9_PI4K2a/
47,1589.69,109.26,1480.43,55899,0,ATG9Cargo,12-Registered,postRapalog_ATG9_PI4K2a/
48,795.81,109.26,686.54,73246,1,ATG9Cargo,12-Registered,postRapalog_ATG9_PI4K2a/
49,468.19,104.20,363.99,105891,0,FKBPTagPOI,13-Registered,postRapalog_ATG9_PI4K2a/
50,188.97,104.20,84.77,154784,1,FKBPTagPOI,13-Registered,postRapalog_ATG9_PI4K2a/
51,4873.41,107.63,4765.78,105891,0,ATG9Cargo,13-Registered,postRapalog_ATG9_PI4K2a/
52,1549.51,107.63,1441.88,154784,1,ATG9Cargo,13-Registered,postRapalog_ATG9_PI4K2a/
53,479.29,104.86,374.43,226533,0,FKBPTagPOI,14-Registered,postRapalog_ATG9_PI4K2a/
54,201.12,104.86,96.25,335888,1,FKBPTagPOI,14-Registered,postRapalog_ATG9_PI4K2a/
55,372.29,108.18,264.11,226533,0,ATG9Cargo,14-Registered,postRapalog_ATG9_PI4K2a/
56,249.65,108.18,141.47,335888,1,ATG9Cargo,14-Registered,postRapalog_ATG9_PI4K2a/
57,395.86,105.77,290.09,230985,0,FKBPTagPOI,15-Registered,postRapalog_ATG9_PI4K2a/
58,157.93,105.77,52.17,229755,1,FKBPTagPOI,15-Registered,postRapalog_ATG9_PI4K2a/
59,1399.02,108.52,1290.50,230985,0,ATG9Cargo,15-Registered,postRapalog_ATG9_PI4K2a/
60,814.07,108.52,705.55,229755,1,ATG9Cargo,15-Registered,postRapalog_ATG9_PI4K2a/
61,410.08,105.30,304.78,326068,0,FKBPTagPOI,01-Registered,postRapalog_EmptyV_PI4K2a/
62,214.86,105.30,109.56,432104,1,FKBPTagPOI,01-Registered,postRapalog_EmptyV_PI4K2a/
63,1356.91,117.21,1239.70,326068,0,ATG9Cargo,01-Registered,postRapalog_EmptyV_PI4K2a/
64,1201.00,117.21,1083.79,432104,1,ATG9Cargo,01-Registered,postRapalog_EmptyV_PI4K2a/
65,207.39,105.89,101.50,255467,0,FKBPTagPOI,02-Registered,postRapalog_EmptyV_PI4K2a/
66,153.75,105.89,47.86,399230,1,FKBPTagPOI,02-Registered,postRapalog_EmptyV_PI4K2a/
67,251.15,113.49,137.66,255467,0,ATG9Cargo,02-Registered,postRapalog_EmptyV_PI4K2a/
68,187.11,113.49,73.63,399230,1,ATG9Cargo,02-Registered,postRapalog_EmptyV_PI4K2a/
69,198.82,104.24,94.58,242046,0,FKBPTagPOI,03-Registered,postRapalog_EmptyV_PI4K2a/
70,143.14,104.24,38.90,313169,1,FKBPTagPOI,03-Registered,postRapalog_EmptyV_PI4K2a/
71,342.86,108.50,234.35,242046,0,ATG9Cargo,03-Registered,postRapalog_EmptyV_PI4K2a/
72,272.78,108.50,164.27,313169,1,ATG9Cargo,03-Registered,postRapalog_EmptyV_PI4K2a/
73,295.14,104.94,190.20,324810,0,FKBPTagPOI,04-Registered,postRapalog_EmptyV_PI4K2a/
74,198.76,104.94,93.81,487146,1,FKBPTagPOI,04-Registered,postRapalog_EmptyV_PI4K2a/
75,376.65,110.41,266.24,324810,0,ATG9Cargo,04-Registered,postRapalog_EmptyV_PI4K2a/
76,276.61,110.41,166.20,487146,1,ATG9Cargo,04-Registered,postRapalog_EmptyV_PI4K2a/
77,334.70,105.35,229.35,144742,0,FKBPTagPOI,05-Registered,postRapalog_EmptyV_PI4K2a/
78,164.09,105.35,58.75,198926,1,FKBPTagPOI,05-Registered,postRapalog_EmptyV_PI4K2a/
79,348.99,108.57,240.43,144742,0,ATG9Cargo,05-Registered,postRapalog_EmptyV_PI4K2a/
80,270.27,108.57,161.70,198926,1,ATG9Cargo,05-Registered,postRapalog_EmptyV_PI4K2a/
81,250.86,105.25,145.61,286245,0,FKBPTagPOI,06-Registered,postRapalog_EmptyV_PI4K2a/
82,190.31,105.25,85.06,395982,1,FKBPTagPOI,06-Registered,postRapalog_EmptyV_PI4K2a/
83,821.02,109.12,711.90,286245,0,ATG9Cargo,06-Registered,postRapalog_EmptyV_PI4K2a/
84,617.10,109.12,507.98,395982,1,ATG9Cargo,06-Registered,postRapalog_EmptyV_PI4K2a/
85,283.74,105.22,178.52,177493,0,FKBPTagPOI,07-Registered,postRapalog_EmptyV_PI4K2a/
86,147.94,105.22,42.72,242901,1,FKBPTagPOI,07-Registered,postRapalog_EmptyV_PI4K2a/
87,608.70,109.46,499.23,177493,0,ATG9Cargo,07-Registered,postRapalog_EmptyV_PI4K2a/
88,411.24,109.46,301.78,242901,1,ATG9Cargo,07-Registered,postRapalog_EmptyV_PI4K2a/
89,313.02,105.27,207.75,182715,0,FKBPTagPOI,08-Registered,postRapalog_EmptyV_PI4K2a/
90,160.01,105.27,54.75,230322,1,FKBPTagPOI,08-Registered,postRapalog_EmptyV_PI4K2a/
91,283.34,110.21,173.13,182715,0,ATG9Cargo,08-Registered,postRapalog_EmptyV_PI4K2a/
92,187.12,110.21,76.91,230322,1,ATG9Cargo,08-Registered,postRapalog_EmptyV_PI4K2a/
93,302.64,106.67,195.97,178861,0,FKBPTagPOI,09-Registered,postRapalog_EmptyV_PI4K2a/
94,172.35,106.67,65.68,308851,1,FKBPTagPOI,09-Registered,postRapalog_EmptyV_PI4K2a/
95,491.79,110.92,380.87,178861,0,ATG9Cargo,09-Registered,postRapalog_EmptyV_PI4K2a/
96,357.88,110.92,246.96,308851,1,ATG9Cargo,09-Registered,postRapalog_EmptyV_PI4K2a/
97,368.46,104.61,263.85,159926,0,FKBPTagPOI,10-Registered,postRapalog_EmptyV_PI4K2a/
98,171.78,104.61,67.17,167913,1,FKBPTagPOI,10-Registered,postRapalog_EmptyV_PI4K2a/
99,321.76,108.03,213.72,159926,0,ATG9Cargo,10-Registered,postRapalog_EmptyV_PI4K2a/
100,303.96,108.03,195.92,167913,1,ATG9Cargo,10-Registered,postRapalog_EmptyV_PI4K2a/
101,408.77,107.18,301.59,187309,0,FKBPTagPOI,11-Registered,postRapalog_EmptyV_PI4K2a/
102,178.89,107.18,71.71,241033,1,FKBPTagPOI,11-Registered,postRapalog_EmptyV_PI4K2a/
103,1104.57,112.53,992.04,187309,0,ATG9Cargo,11-Registered,postRapalog_EmptyV_PI4K2a/
104,773.34,112.53,660.81,241033,1,ATG9Cargo,11-Registered,postRapalog_EmptyV_PI4K2a/
105,268.24,105.02,163.22,111717,0,FKBPTagPOI,12-Registered,postRapalog_EmptyV_PI4K2a/
106,138.00,105.02,32.98,176287,1,FKBPTagPOI,12-Registered,postRapalog_EmptyV_PI4K2a/
107,796.26,109.03,687.22,111717,0,ATG9Cargo,12-Registered,postRapalog_EmptyV_PI4K2a/
108,577.32,109.03,468.28,176287,1,ATG9Cargo,12-Registered,postRapalog_EmptyV_PI4K2a/
109,196.85,105.51,91.34,158576,0,FKBPTagPOI,13-Registered,postRapalog_EmptyV_PI4K2a/
110,240.06,105.51,134.56,266057,1,FKBPTagPOI,13-Registered,postRapalog_EmptyV_PI4K2a/
111,237.61,109.79,127.82,158576,0,ATG9Cargo,13-Registered,postRapalog_EmptyV_PI4K2a/
112,320.11,109.79,210.32,266057,1,ATG9Cargo,13-Registered,postRapalog_EmptyV_PI4K2a/
113,230.89,104.65,126.24,52987,0,FKBPTagPOI,14-Registered,postRapalog_EmptyV_PI4K2a/
114,150.56,104.65,45.91,72852,1,FKBPTagPOI,14-Registered,postRapalog_EmptyV_PI4K2a/
115,258.02,107.63,150.39,52987,0,ATG9Cargo,14-Registered,postRapalog_EmptyV_PI4K2a/
116,236.60,107.63,128.97,72852,1,ATG9Cargo,14-Registered,postRapalog_EmptyV_PI4K2a/
117,363.89,106.66,257.23,203370,0,FKBPTagPOI,15-Registered,postRapalog_EmptyV_PI4K2a/
118,186.32,106.66,79.65,278772,1,FKBPTagPOI,15-Registered,postRapalog_EmptyV_PI4K2a/
119,827.38,111.08,716.30,203370,0,ATG9Cargo,15-Registered,postRapalog_EmptyV_PI4K2a/
120,465.16,111.08,354.08,278772,1,ATG9Cargo,15-Registered,postRapalog_EmptyV_PI4K2a/
121,197.97,105.82,92.15,74900,0,FKBPTagPOI,16-Registered,postRapalog_EmptyV_PI4K2a/
122,126.68,105.82,20.85,155170,1,FKBPTagPOI,16-Registered,postRapalog_EmptyV_PI4K2a/
123,320.04,110.36,209.67,74900,0,ATG9Cargo,16-Registered,postRapalog_EmptyV_PI4K2a/
124,229.58,110.36,119.22,155170,1,ATG9Cargo,16-Registered,postRapalog_EmptyV_PI4K2a/
125,708.02,105.84,602.18,326379,0,FKBPTagPOI,01-Registered,postRapalog_TPDmut_PI4K2a/
126,243.30,105.84,137.46,454038,1,FKBPTagPOI,01-Registered,postRapalog_TPDmut_PI4K2a/
127,707.55,107.41,600.14,326379,0,ATG9Cargo,01-Registered,postRapalog_TPDmut_PI4K2a/
128,703.44,107.41,596.03,454038,1,ATG9Cargo,01-Registered,postRapalog_TPDmut_PI4K2a/
129,690.26,105.12,585.14,313084,0,FKBPTagPOI,02-Registered,postRapalog_TPDmut_PI4K2a/
130,247.47,105.12,142.35,391432,1,FKBPTagPOI,02-Registered,postRapalog_TPDmut_PI4K2a/
131,422.99,106.31,316.68,313084,0,ATG9Cargo,02-Registered,postRapalog_TPDmut_PI4K2a/
132,388.48,106.31,282.16,391432,1,ATG9Cargo,02-Registered,postRapalog_TPDmut_PI4K2a/
133,443.33,104.89,338.44,264881,0,FKBPTagPOI,03-Registered,postRapalog_TPDmut_PI4K2a/
134,189.43,104.89,84.54,293770,1,FKBPTagPOI,03-Registered,postRapalog_TPDmut_PI4K2a/
135,308.48,104.72,203.76,264881,0,ATG9Cargo,03-Registered,postRapalog_TPDmut_PI4K2a/
136,237.16,104.72,132.44,293770,1,ATG9Cargo,03-Registered,postRapalog_TPDmut_PI4K2a/
137,679.09,105.88,573.20,277430,0,FKBPTagPOI,04-Registered,postRapalog_TPDmut_PI4K2a/
138,261.12,105.88,155.24,343472,1,FKBPTagPOI,04-Registered,postRapalog_TPDmut_PI4K2a/
139,312.22,105.63,206.59,277430,0,ATG9Cargo,04-Registered,postRapalog_TPDmut_PI4K2a/
140,246.26,105.63,140.63,343472,1,ATG9Cargo,04-Registered,postRapalog_TPDmut_PI4K2a/
141,1337.81,105.10,1232.70,107674,0,FKBPTagPOI,05-Registered,postRapalog_TPDmut_PI4K2a/
142,309.34,105.10,204.24,215041,1,FKBPTagPOI,05-Registered,postRapalog_TPDmut_PI4K2a/
143,1474.16,105.85,1368.31,107674,0,ATG9Cargo,05-Registered,postRapalog_TPDmut_PI4K2a/
144,987.25,105.85,881.41,215041,1,ATG9Cargo,05-Registered,postRapalog_TPDmut_PI4K2a/
145,378.14,106.85,271.29,262054,0,FKBPTagPOI,06-Registered,postRapalog_TPDmut_PI4K2a/
146,177.42,106.85,70.57,326365,1,FKBPTagPOI,06-Registered,postRapalog_TPDmut_PI4K2a/
147,480.23,110.03,370.19,262054,0,ATG9Cargo,06-Registered,postRapalog_TPDmut_PI4K2a/
148,416.44,110.03,306.41,326365,1,ATG9Cargo,06-Registered,postRapalog_TPDmut_PI4K2a/
149,801.64,108.26,693.38,179088,0,FKBPTagPOI,07-Registered,postRapalog_TPDmut_PI4K2a/
150,216.93,108.26,108.67,400382,1,FKBPTagPOI,07-Registered,postRapalog_TPDmut_PI4K2a/
151,455.31,109.38,345.93,179088,0,ATG9Cargo,07-Registered,postRapalog_TPDmut_PI4K2a/
152,316.93,109.38,207.55,400382,1,ATG9Cargo,07-Registered,postRapalog_TPDmut_PI4K2a/
153,827.64,107.36,720.28,302958,0,FKBPTagPOI,08-Registered,postRapalog_TPDmut_PI4K2a/
154,260.41,107.36,153.05,407214,1,FKBPTagPOI,08-Registered,postRapalog_TPDmut_PI4K2a/
155,328.67,108.70,219.97,302958,0,ATG9Cargo,08-Registered,postRapalog_TPDmut_PI4K2a/
156,266.86,108.70,158.16,407214,1,ATG9Cargo,08-Registered,postRapalog_TPDmut_PI4K2a/
157,496.98,108.87,388.12,301775,0,FKBPTagPOI,09-Registered,postRapalog_TPDmut_PI4K2a/
158,214.78,108.87,105.91,427522,1,FKBPTagPOI,09-Registered,postRapalog_TPDmut_PI4K2a/
159,412.53,112.82,299.72,301775,0,ATG9Cargo,09-Registered,postRapalog_TPDmut_PI4K2a/
160,273.14,112.82,160.32,427522,1,ATG9Cargo,09-Registered,postRapalog_TPDmut_PI4K2a/
161,587.10,105.70,481.40,183307,0,FKBPTagPOI,10-Registered,postRapalog_TPDmut_PI4K2a/
162,239.11,105.70,133.41,239113,1,FKBPTagPOI,10-Registered,postRapalog_TPDmut_PI4K2a/
163,262.06,105.39,156.67,183307,0,ATG9Cargo,10-Registered,postRapalog_TPDmut_PI4K2a/
164,235.48,105.39,130.09,239113,1,ATG9Cargo,10-Registered,postRapalog_TPDmut_PI4K2a/
165,863.55,105.98,757.57,282418,0,FKBPTagPOI,11-Registered,postRapalog_TPDmut_PI4K2a/
166,240.81,105.98,134.82,334929,1,FKBPTagPOI,11-Registered,postRapalog_TPDmut_PI4K2a/
167,1685.51,108.48,1577.03,282418,0,ATG9Cargo,11-Registered,postRapalog_TPDmut_PI4K2a/
168,1172.69,108.48,1064.21,334929,1,ATG9Cargo,11-Registered,postRapalog_TPDmut_PI4K2a/
169,970.26,108.01,862.25,308787,0,FKBPTagPOI,12-Registered,postRapalog_TPDmut_PI4K2a/
170,294.88,108.01,186.87,392644,1,FKBPTagPOI,12-Registered,postRapalog_TPDmut_PI4K2a/
171,757.02,112.98,644.04,308787,0,ATG9Cargo,12-Registered,postRapalog_TPDmut_PI4K2a/
172,724.53,112.98,611.54,392644,1,ATG9Cargo,12-Registered,postRapalog_TPDmut_PI4K2a/
173,544.60,107.54,437.06,313746,0,FKBPTagPOI,13-Registered,postRapalog_TPDmut_PI4K2a/
174,263.03,107.54,155.49,463024,1,FKBPTagPOI,13-Registered,postRapalog_TPDmut_PI4K2a/
175,191.74,108.08,83.66,313746,0,ATG9Cargo,13-Registered,postRapalog_TPDmut_PI4K2a/
176,167.62,108.08,59.54,463024,1,ATG9Cargo,13-Registered,postRapalog_TPDmut_PI4K2a/
177,1034.18,112.33,921.85,360354,0,FKBPTagPOI,14-Registered,postRapalog_TPDmut_PI4K2a/
178,522.85,112.33,410.52,435136,1,FKBPTagPOI,14-Registered,postRapalog_TPDmut_PI4K2a/
179,769.85,114.00,655.85,360354,0,ATG9Cargo,14-Registered,postRapalog_TPDmut_PI4K2a/
180,733.19,114.00,619.20,435136,1,ATG9Cargo,14-Registered,postRapalog_TPDmut_PI4K2a/
181,415.07,106.11,308.96,286484,0,FKBPTagPOI,15-Registered,postRapalog_TPDmut_PI4K2a/
182,184.78,106.11,78.68,338570,1,FKBPTagPOI,15-Registered,postRapalog_TPDmut_PI4K2a/
183,195.19,106.81,88.38,286484,0,ATG9Cargo,15-Registered,postRapalog_TPDmut_PI4K2a/
184,170.26,106.81,63.45,338570,1,ATG9Cargo,15-Registered,postRapalog_TPDmut_PI4K2a/
185,573.59,105.59,467.99,206083,0,FKBPTagPOI,16-Registered,postRapalog_TPDmut_PI4K2a/
186,204.78,105.59,99.19,344901,1,FKBPTagPOI,16-Registered,postRapalog_TPDmut_PI4K2a/
187,268.37,108.90,159.47,206083,0,ATG9Cargo,16-Registered,postRapalog_TPDmut_PI4K2a/
188,215.11,108.90,106.20,344901,1,ATG9Cargo,16-Registered,postRapalog_TPDmut_PI4K2a/
189,535.52,105.09,430.44,239169,0,FKBPTagPOI,17-Registered,postRapalog_TPDmut_PI4K2a/
190,188.88,105.09,83.80,319862,1,FKBPTagPOI,17-Registered,postRapalog_TPDmut_PI4K2a/
191,1162.95,105.73,1057.21,239169,0,ATG9Cargo,17-Registered,postRapalog_TPDmut_PI4K2a/
192,676.92,105.73,571.19,319862,1,ATG9Cargo,17-Registered,postRapalog_TPDmut_PI4K2a/
193,384.96,108.68,276.27,255674,0,FKBPTagPOI,18-Registered,postRapalog_TPDmut_PI4K2a/
194,178.29,108.68,69.60,224080,1,FKBPTagPOI,18-Registered,postRapalog_TPDmut_PI4K2a/
195,443.03,109.73,333.29,255674,0,ATG9Cargo,18-Registered,postRapalog_TPDmut_PI4K2a/
196,326.76,109.73,217.03,224080,1,ATG9Cargo,18-Registered,postRapalog_TPDmut_PI4K2a/
197,256.53,105.76,150.77,310742,0,FKBPTagPOI,19-Registered,postRapalog_TPDmut_PI4K2a/
198,149.32,105.76,43.55,396789,1,FKBPTagPOI,19-Registered,postRapalog_TPDmut_PI4K2a/
199,309.59,105.02,204.58,310742,0,ATG9Cargo,19-Registered,postRapalog_TPDmut_PI4K2a/
200,220.07,105.02,115.06,396789,1,ATG9Cargo,19-Registered,postRapalog_TPDmut_PI4K2a/
201,652.64,106.64,546.00,222602,0,FKBPTagPOI,01-Registered,postRapalog_TPDwt_PI4K2a/
202,257.82,106.64,151.18,389800,1,FKBPTagPOI,01-Registered,postRapalog_TPDwt_PI4K2a/
203,782.26,110.55,671.72,222602,0,ATG9Cargo,01-Registered,postRapalog_TPDwt_PI4K2a/
204,451.19,110.55,340.64,389800,1,ATG9Cargo,01-Registered,postRapalog_TPDwt_PI4K2a/
205,1586.46,107.27,1479.19,54341,0,FKBPTagPOI,02-Registered,postRapalog_TPDwt_PI4K2a/
206,356.80,107.27,249.54,74571,1,FKBPTagPOI,02-Registered,postRapalog_TPDwt_PI4K2a/
207,1368.52,109.74,1258.78,54341,0,ATG9Cargo,02-Registered,postRapalog_TPDwt_PI4K2a/
208,648.00,109.74,538.26,74571,1,ATG9Cargo,02-Registered,postRapalog_TPDwt_PI4K2a/
209,3113.20,108.62,3004.58,48979,0,FKBPTagPOI,03-Registered,postRapalog_TPDwt_PI4K2a/
210,927.48,108.62,818.86,103513,1,FKBPTagPOI,03-Registered,postRapalog_TPDwt_PI4K2a/
211,2674.97,110.71,2564.26,48979,0,ATG9Cargo,03-Registered,postRapalog_TPDwt_PI4K2a/
212,1371.85,110.71,1261.14,103513,1,ATG9Cargo,03-Registered,postRapalog_TPDwt_PI4K2a/
213,2065.80,110.10,1955.71,91225,0,FKBPTagPOI,04-Registered,postRapalog_TPDwt_PI4K2a/
214,562.43,110.10,452.34,78589,1,FKBPTagPOI,04-Registered,postRapalog_TPDwt_PI4K2a/
215,1970.28,113.38,1856.90,91225,0,ATG9Cargo,04-Registered,postRapalog_TPDwt_PI4K2a/
216,887.63,113.38,774.25,78589,1,ATG9Cargo,04-Registered,postRapalog_TPDwt_PI4K2a/
217,1739.49,107.93,1631.56,204231,0,FKBPTagPOI,05-Registered,postRapalog_TPDwt_PI4K2a/
218,563.66,107.93,455.73,301288,1,FKBPTagPOI,05-Registered,postRapalog_TPDwt_PI4K2a/
219,899.07,113.14,785.93,204231,0,ATG9Cargo,05-Registered,postRapalog_TPDwt_PI4K2a/
220,508.13,113.14,394.98,301288,1,ATG9Cargo,05-Registered,postRapalog_TPDwt_PI4K2a/
221,2132.74,109.70,2023.04,111367,0,FKBPTagPOI,06-Registered,postRapalog_TPDwt_PI4K2a/
222,391.84,109.70,282.14,125444,1,FKBPTagPOI,06-Registered,postRapalog_TPDwt_PI4K2a/
223,1060.68,111.78,948.90,111367,0,ATG9Cargo,06-Registered,postRapalog_TPDwt_PI4K2a/
224,374.63,111.78,262.85,125444,1,ATG9Cargo,06-Registered,postRapalog_TPDwt_PI4K2a/
225,2595.24,108.00,2487.24,250466,0,FKBPTagPOI,07-Registered,postRapalog_TPDwt_PI4K2a/
226,909.15,108.00,801.15,253238,1,FKBPTagPOI,07-Registered,postRapalog_TPDwt_PI4K2a/
227,1472.04,111.32,1360.72,250466,0,ATG9Cargo,07-Registered,postRapalog_TPDwt_PI4K2a/
228,1237.05,111.32,1125.73,253238,1,ATG9Cargo,07-Registered,postRapalog_TPDwt_PI4K2a/
229,2830.28,106.03,2724.26,111061,0,FKBPTagPOI,08-Registered,postRapalog_TPDwt_PI4K2a/
230,1025.01,106.03,918.99,133681,1,FKBPTagPOI,08-Registered,postRapalog_TPDwt_PI4K2a/
231,649.27,109.01,540.26,111061,0,ATG9Cargo,08-Registered,postRapalog_TPDwt_PI4K2a/
232,441.36,109.01,332.35,133681,1,ATG9Cargo,08-Registered,postRapalog_TPDwt_PI4K2a/
233,1330.20,106.56,1223.64,150676,0,FKBPTagPOI,09-Registered,postRapalog_TPDwt_PI4K2a/
234,319.14,106.56,212.58,249934,1,FKBPTagPOI,09-Registered,postRapalog_TPDwt_PI4K2a/
235,328.43,109.31,219.12,150676,0,ATG9Cargo,09-Registered,postRapalog_TPDwt_PI4K2a/
236,198.68,109.31,89.37,249934,1,ATG9Cargo,09-Registered,postRapalog_TPDwt_PI4K2a/
237,1624.28,108.76,1515.52,104960,0,FKBPTagPOI,10-Registered,postRapalog_TPDwt_PI4K2a/
238,333.62,108.76,224.86,223433,1,FKBPTagPOI,10-Registered,postRapalog_TPDwt_PI4K2a/
239,790.75,110.95,679.80,104960,0,ATG9Cargo,10-Registered,postRapalog_TPDwt_PI4K2a/
240,311.46,110.95,200.51,223433,1,ATG9Cargo,10-Registered,postRapalog_TPDwt_PI4K2a/
241,1425.50,105.51,1319.98,85219,0,FKBPTagPOI,11-Registered,postRapalog_TPDwt_PI4K2a/
242,436.80,105.51,331.29,128187,1,FKBPTagPOI,11-Registered,postRapalog_TPDwt_PI4K2a/
243,941.23,108.41,832.82,85219,0,ATG9Cargo,11-Registered,postRapalog_TPDwt_PI4K2a/
244,419.62,108.41,311.21,128187,1,ATG9Cargo,11-Registered,postRapalog_TPDwt_PI4K2a/
245,2923.97,106.63,2817.34,91649,0,FKBPTagPOI,12-Registered,postRapalog_TPDwt_PI4K2a/
246,796.59,106.63,689.96,118669,1,FKBPTagPOI,12-Registered,postRapalog_TPDwt_PI4K2a/
247,777.14,107.56,669.58,91649,0,ATG9Cargo,12-Registered,postRapalog_TPDwt_PI4K2a/
248,393.69,107.56,286.14,118669,1,ATG9Cargo,12-Registered,postRapalog_TPDwt_PI4K2a/
249,1761.88,106.74,1655.14,109280,0,FKBPTagPOI,13-Registered,postRapalog_TPDwt_PI4K2a/
250,434.67,106.74,327.93,210564,1,FKBPTagPOI,13-Registered,postRapalog_TPDwt_PI4K2a/
251,478.00,108.01,369.99,109280,0,ATG9Cargo,13-Registered,postRapalog_TPDwt_PI4K2a/
252,268.81,108.01,160.80,210564,1,ATG9Cargo,13-Registered,postRapalog_TPDwt_PI4K2a/
253,535.33,106.86,428.46,176494,0,FKBPTagPOI,14-Registered,postRapalog_TPDwt_PI4K2a/
254,247.32,106.86,140.46,241059,1,FKBPTagPOI,14-Registered,postRapalog_TPDwt_PI4K2a/
255,289.91,109.71,180.20,176494,0,ATG9Cargo,14-Registered,postRapalog_TPDwt_PI4K2a/
