Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
532.426,104.537,427.888,96892,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_ARFIP2/
179.344,104.537,74.807,163647,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_ARFIP2/
1763.834,110.583,1653.252,96892,0,ATG9Cargo,01-Registered,postRapalog_ATG9_ARFIP2/
890.609,110.583,780.026,163647,1,ATG9Cargo,01-Registered,postRapalog_ATG9_ARFIP2/
942.436,106.074,836.362,135849,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_ARFIP2/
260.680,106.074,154.606,160347,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_ARFIP2/
5551.800,113.773,5438.027,135849,0,ATG9Cargo,02-Registered,postRapalog_ATG9_ARFIP2/
3398.665,113.773,3284.892,160347,1,ATG9Cargo,02-Registered,postRapalog_ATG9_ARFIP2/
1155.043,105.467,1049.576,97191,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_ARFIP2/
207.713,105.467,102.246,251587,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_ARFIP2/
2072.078,114.560,1957.518,97191,0,ATG9Cargo,03-Registered,postRapalog_ATG9_ARFIP2/
941.613,114.560,827.053,251587,1,ATG9Cargo,03-Registered,postRapalog_ATG9_ARFIP2/
322.543,109.384,213.159,180790,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_ARFIP2/
163.488,109.384,54.104,226759,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_ARFIP2/
2873.393,114.299,2759.094,180790,0,ATG9Cargo,04-Registered,postRapalog_ATG9_ARFIP2/
1756.976,114.299,1642.677,226759,1,ATG9Cargo,04-Registered,postRapalog_ATG9_ARFIP2/
876.128,105.752,770.376,94391,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_ARFIP2/
237.129,105.752,131.377,235884,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_ARFIP2/
3186.782,113.216,3073.567,94391,0,ATG9Cargo,05-Registered,postRapalog_ATG9_ARFIP2/
1639.123,113.216,1525.908,235884,1,ATG9Cargo,05-Registered,postRapalog_ATG9_ARFIP2/
1675.629,105.499,1570.131,171382,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_ARFIP2/
361.511,105.499,256.012,186303,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_ARFIP2/
3857.551,111.789,3745.762,171382,0,ATG9Cargo,06-Registered,postRapalog_ATG9_ARFIP2/
2292.458,111.789,2180.669,186303,1,ATG9Cargo,06-Registered,postRapalog_ATG9_ARFIP2/
635.712,106.955,528.757,219070,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_ARFIP2/
220.829,106.955,113.874,322643,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_ARFIP2/
2795.235,116.290,2678.945,219070,0,ATG9Cargo,07-Registered,postRapalog_ATG9_ARFIP2/
1715.958,116.290,1599.668,322643,1,ATG9Cargo,07-Registered,postRapalog_ATG9_ARFIP2/
542.481,106.910,435.572,144759,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_ARFIP2/
154.527,106.910,47.617,196791,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_ARFIP2/
2530.086,112.750,2417.336,144759,0,ATG9Cargo,08-Registered,postRapalog_ATG9_ARFIP2/
1047.443,112.750,934.693,196791,1,ATG9Cargo,08-Registered,postRapalog_ATG9_ARFIP2/
527.301,107.896,419.405,319838,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_ARFIP2/
163.187,107.896,55.291,414043,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_ARFIP2/
2454.380,130.740,2323.639,319838,0,ATG9Cargo,09-Registered,postRapalog_ATG9_ARFIP2/
1175.575,130.740,1044.834,414043,1,ATG9Cargo,09-Registered,postRapalog_ATG9_ARFIP2/
786.558,106.385,680.173,256710,0,FKBPTagPOI,10-Registered,postRapalog_ATG9_ARFIP2/
205.498,106.385,99.113,266764,1,FKBPTagPOI,10-Registered,postRapalog_ATG9_ARFIP2/
2880.308,114.059,2766.249,256710,0,ATG9Cargo,10-Registered,postRapalog_ATG9_ARFIP2/
1420.747,114.059,1306.688,266764,1,ATG9Cargo,10-Registered,postRapalog_ATG9_ARFIP2/
774.128,105.308,668.819,280383,0,FKBPTagPOI,11-Registered,postRapalog_ATG9_ARFIP2/
204.517,105.308,99.208,330839,1,FKBPTagPOI,11-Registered,postRapalog_ATG9_ARFIP2/
6728.798,121.620,6607.178,280383,0,ATG9Cargo,11-Registered,postRapalog_ATG9_ARFIP2/
3249.633,121.620,3128.013,330839,1,ATG9Cargo,11-Registered,postRapalog_ATG9_ARFIP2/
278.088,106.162,171.926,257805,0,FKBPTagPOI,13-Registered,postRapalog_ATG9_ARFIP2/
148.013,106.162,41.850,314358,1,FKBPTagPOI,13-Registered,postRapalog_ATG9_ARFIP2/
2795.908,114.844,2681.064,257805,0,ATG9Cargo,13-Registered,postRapalog_ATG9_ARFIP2/
1542.339,114.844,1427.495,314358,1,ATG9Cargo,13-Registered,postRapalog_ATG9_ARFIP2/
736.578,104.826,631.752,188952,0,FKBPTagPOI,14-Registered,postRapalog_ATG9_ARFIP2/
204.252,104.826,99.426,211814,1,FKBPTagPOI,14-Registered,postRapalog_ATG9_ARFIP2/
3035.672,112.065,2923.608,188952,0,ATG9Cargo,14-Registered,postRapalog_ATG9_ARFIP2/
2037.117,112.065,1925.053,211814,1,ATG9Cargo,14-Registered,postRapalog_ATG9_ARFIP2/
898.678,115.350,783.328,162579,0,FKBPTagPOI,16-Registered,postRapalog_ATG9_ARFIP2/
263.059,115.350,147.708,254619,1,FKBPTagPOI,16-Registered,postRapalog_ATG9_ARFIP2/
2255.072,123.059,2132.013,162579,0,ATG9Cargo,16-Registered,postRapalog_ATG9_ARFIP2/
995.760,123.059,872.701,254619,1,ATG9Cargo,16-Registered,postRapalog_ATG9_ARFIP2/
783.686,108.689,674.997,280046,0,FKBPTagPOI,17-Registered,postRapalog_ATG9_ARFIP2/
221.942,108.689,113.253,377975,1,FKBPTagPOI,17-Registered,postRapalog_ATG9_ARFIP2/
2479.978,123.262,2356.716,280046,0,ATG9Cargo,17-Registered,postRapalog_ATG9_ARFIP2/
1200.500,123.262,1077.238,377975,1,ATG9Cargo,17-Registered,postRapalog_ATG9_ARFIP2/
962.457,105.708,856.748,273512,0,FKBPTagPOI,18-Registered,postRapalog_ATG9_ARFIP2/
321.273,105.708,215.565,342214,1,FKBPTagPOI,18-Registered,postRapalog_ATG9_ARFIP2/
1802.706,115.347,1687.359,273512,0,ATG9Cargo,18-Registered,postRapalog_ATG9_ARFIP2/
1052.212,115.347,936.866,342214,1,ATG9Cargo,18-Registered,postRapalog_ATG9_ARFIP2/
916.873,105.369,811.504,226704,0,FKBPTagPOI,19-Registered,postRapalog_ATG9_ARFIP2/
244.561,105.369,139.192,317157,1,FKBPTagPOI,19-Registered,postRapalog_ATG9_ARFIP2/
4380.768,113.375,4267.394,226704,0,ATG9Cargo,19-Registered,postRapalog_ATG9_ARFIP2/
2465.304,113.375,2351.930,317157,1,ATG9Cargo,19-Registered,postRapalog_ATG9_ARFIP2/
861.729,105.953,755.776,92383,0,FKBPTagPOI,20-Registered,postRapalog_ATG9_ARFIP2/
400.078,105.953,294.125,123180,1,FKBPTagPOI,20-Registered,postRapalog_ATG9_ARFIP2/
2843.857,114.127,2729.730,92383,0,ATG9Cargo,20-Registered,postRapalog_ATG9_ARFIP2/
1831.002,114.127,1716.875,123180,1,ATG9Cargo,20-Registered,postRapalog_ATG9_ARFIP2/
394.326,105.277,289.050,177574,0,FKBPTagPOI,21-Registered,postRapalog_ATG9_ARFIP2/
152.245,105.277,46.968,247737,1,FKBPTagPOI,21-Registered,postRapalog_ATG9_ARFIP2/
2363.896,113.752,2250.144,177574,0,ATG9Cargo,21-Registered,postRapalog_ATG9_ARFIP2/
1197.717,113.752,1083.965,247737,1,ATG9Cargo,21-Registered,postRapalog_ATG9_ARFIP2/
725.273,105.414,619.860,203337,0,FKBPTagPOI,22-Registered,postRapalog_ATG9_ARFIP2/
186.900,105.414,81.486,300197,1,FKBPTagPOI,22-Registered,postRapalog_ATG9_ARFIP2/
2491.263,113.968,2377.295,203337,0,ATG9Cargo,22-Registered,postRapalog_ATG9_ARFIP2/
1184.272,113.968,1070.304,300197,1,ATG9Cargo,22-Registered,postRapalog_ATG9_ARFIP2/
346.823,104.774,242.049,133957,0,FKBPTagPOI,23-Registered,postRapalog_ATG9_ARFIP2/
137.981,104.774,33.206,200034,1,FKBPTagPOI,23-Registered,postRapalog_ATG9_ARFIP2/
1621.979,111.722,1510.257,133957,0,ATG9Cargo,23-Registered,postRapalog_ATG9_ARFIP2/
1036.826,111.722,925.104,200034,1,ATG9Cargo,23-Registered,postRapalog_ATG9_ARFIP2/
1080.093,104.596,975.497,151524,0,FKBPTagPOI,24-Registered,postRapalog_ATG9_ARFIP2/
227.904,104.596,123.308,161585,1,FKBPTagPOI,24-Registered,postRapalog_ATG9_ARFIP2/
13414.347,113.129,13301.218,151524,0,ATG9Cargo,24-Registered,postRapalog_ATG9_ARFIP2/
4691.347,113.129,4578.219,161585,1,ATG9Cargo,24-Registered,postRapalog_ATG9_ARFIP2/
272.975,107.390,165.585,271155,0,FKBPTagPOI,01-Registered,postRapalog_EmptyV_ARFIP2/
176.258,107.390,68.868,350581,1,FKBPTagPOI,01-Registered,postRapalog_EmptyV_ARFIP2/
2078.829,117.693,1961.136,271155,0,ATG9Cargo,01-Registered,postRapalog_EmptyV_ARFIP2/
1146.403,117.693,1028.710,350581,1,ATG9Cargo,01-Registered,postRapalog_EmptyV_ARFIP2/
258.047,106.338,151.708,138643,0,FKBPTagPOI,02-Registered,postRapalog_EmptyV_ARFIP2/
139.369,106.338,33.031,233903,1,FKBPTagPOI,02-Registered,postRapalog_EmptyV_ARFIP2/
3876.963,119.028,3757.934,138643,0,ATG9Cargo,02-Registered,postRapalog_EmptyV_ARFIP2/
2465.334,119.028,2346.306,233903,1,ATG9Cargo,02-Registered,postRapalog_EmptyV_ARFIP2/
443.960,110.676,333.284,340952,0,FKBPTagPOI,03-Registered,postRapalog_EmptyV_ARFIP2/
219.510,110.676,108.834,428187,1,FKBPTagPOI,03-Registered,postRapalog_EmptyV_ARFIP2/
2059.248,136.426,1922.821,340952,0,ATG9Cargo,03-Registered,postRapalog_EmptyV_ARFIP2/
