Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
251.718,113.208,138.510,196583,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_BIF1/
143.503,113.208,30.294,337282,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_BIF1/
522.145,109.114,413.031,196583,0,ATG9Cargo,01-Registered,postRapalog_ATG9_BIF1/
324.543,109.114,215.429,337282,1,ATG9Cargo,01-Registered,postRapalog_ATG9_BIF1/
414.245,113.745,300.500,208655,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_BIF1/
198.647,113.745,84.902,329416,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_BIF1/
603.691,110.984,492.707,208655,0,ATG9Cargo,02-Registered,postRapalog_ATG9_BIF1/
368.700,110.984,257.716,329416,1,ATG9Cargo,02-Registered,postRapalog_ATG9_BIF1/
1230.656,116.896,1113.760,232686,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_BIF1/
339.347,116.896,222.451,338577,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_BIF1/
689.043,110.825,578.218,232686,0,ATG9Cargo,03-Registered,postRapalog_ATG9_BIF1/
397.406,110.825,286.581,338577,1,ATG9Cargo,03-Registered,postRapalog_ATG9_BIF1/
387.778,115.241,272.537,267710,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_BIF1/
166.670,115.241,51.429,387292,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_BIF1/
982.756,117.018,865.738,267710,0,ATG9Cargo,04-Registered,postRapalog_ATG9_BIF1/
544.879,117.018,427.861,387292,1,ATG9Cargo,04-Registered,postRapalog_ATG9_BIF1/
2946.950,114.726,2832.224,135042,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_BIF1/
794.033,114.726,679.306,243113,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_BIF1/
1651.128,109.918,1541.210,135042,0,ATG9Cargo,05-Registered,postRapalog_ATG9_BIF1/
950.272,109.918,840.354,243113,1,ATG9Cargo,05-Registered,postRapalog_ATG9_BIF1/
398.429,116.696,281.733,105102,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_BIF1/
184.905,116.696,68.209,156633,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_BIF1/
339.163,111.187,227.976,105102,0,ATG9Cargo,06-Registered,postRapalog_ATG9_BIF1/
240.336,111.187,129.149,156633,1,ATG9Cargo,06-Registered,postRapalog_ATG9_BIF1/
928.429,114.769,813.660,85868,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_BIF1/
199.793,114.769,85.024,134535,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_BIF1/
1377.139,114.180,1262.959,85868,0,ATG9Cargo,07-Registered,postRapalog_ATG9_BIF1/
656.594,114.180,542.414,134535,1,ATG9Cargo,07-Registered,postRapalog_ATG9_BIF1/
728.319,112.016,616.303,163491,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_BIF1/
247.681,112.016,135.665,224486,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_BIF1/
2184.315,108.764,2075.551,163491,0,ATG9Cargo,08-Registered,postRapalog_ATG9_BIF1/
1215.822,108.764,1107.058,224486,1,ATG9Cargo,08-Registered,postRapalog_ATG9_BIF1/
557.726,111.936,445.789,94045,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_BIF1/
173.126,111.936,61.190,152758,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_BIF1/
