 ,Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
46,155.78,104.74,51.05,289913,1,FKBPTagPOI,12-Registered,postRapalog_ATG9_DAGLB/
47,496.91,106.66,390.25,262919,0,ATG9Cargo,12-Registered,postRapalog_ATG9_DAGLB/
48,224.48,106.66,117.82,289913,1,ATG9Cargo,12-Registered,postRapalog_ATG9_DAGLB/
49,880.15,105.22,774.93,93221,0,FKBPTagPOI,13-Registered,postRapalog_ATG9_DAGLB/
50,219.45,105.22,114.23,141511,1,FKBPTagPOI,13-Registered,postRapalog_ATG9_DAGLB/
51,3107.25,107.70,2999.55,93221,0,ATG9Cargo,13-Registered,postRapalog_ATG9_DAGLB/
52,1008.54,107.70,900.84,141511,1,ATG9Cargo,13-Registered,postRapalog_ATG9_DAGLB/
53,785.15,104.85,680.30,161124,0,FKBPTagPOI,14-Registered,postRapalog_ATG9_DAGLB/
54,203.57,104.85,98.72,142971,1,FKBPTagPOI,14-Registered,postRapalog_ATG9_DAGLB/
55,2905.33,107.33,2797.99,161124,0,ATG9Cargo,14-Registered,postRapalog_ATG9_DAGLB/
56,961.66,107.33,854.33,142971,1,ATG9Cargo,14-Registered,postRapalog_ATG9_DAGLB/
57,2009.08,105.04,1904.03,76893,0,FKBPTagPOI,15-Registered,postRapalog_ATG9_DAGLB/
58,571.31,105.04,466.27,144737,1,FKBPTagPOI,15-Registered,postRapalog_ATG9_DAGLB/
59,2995.97,107.37,2888.61,76893,0,ATG9Cargo,15-Registered,postRapalog_ATG9_DAGLB/
60,1270.44,107.37,1163.08,144737,1,ATG9Cargo,15-Registered,postRapalog_ATG9_DAGLB/
61,480.43,104.67,375.76,122815,0,FKBPTagPOI,16-Registered,postRapalog_ATG9_DAGLB/
62,180.63,104.67,75.96,131252,1,FKBPTagPOI,16-Registered,postRapalog_ATG9_DAGLB/
63,1454.67,106.69,1347.98,122815,0,ATG9Cargo,16-Registered,postRapalog_ATG9_DAGLB/
64,553.79,106.69,447.10,131252,1,ATG9Cargo,16-Registered,postRapalog_ATG9_DAGLB/
65,210.81,104.90,105.91,167002,0,FKBPTagPOI,01-Registered,postRapalog_EmptyV_DAGLB/
66,148.26,104.90,43.37,136462,1,FKBPTagPOI,01-Registered,postRapalog_EmptyV_DAGLB/
67,427.98,106.99,320.98,167002,0,ATG9Cargo,01-Registered,postRapalog_EmptyV_DAGLB/
68,268.67,106.99,161.68,136462,1,ATG9Cargo,01-Registered,postRapalog_EmptyV_DAGLB/
69,403.04,105.67,297.37,178654,0,FKBPTagPOI,02-Registered,postRapalog_EmptyV_DAGLB/
70,224.30,105.67,118.63,267342,1,FKBPTagPOI,02-Registered,postRapalog_EmptyV_DAGLB/
71,436.54,108.74,327.80,178654,0,ATG9Cargo,02-Registered,postRapalog_EmptyV_DAGLB/
72,292.20,108.74,183.46,267342,1,ATG9Cargo,02-Registered,postRapalog_EmptyV_DAGLB/
73,217.60,104.84,112.76,254262,0,FKBPTagPOI,03-Registered,postRapalog_EmptyV_DAGLB/
74,148.62,104.84,43.79,410718,1,FKBPTagPOI,03-Registered,postRapalog_EmptyV_DAGLB/
75,253.24,110.81,142.42,254262,0,ATG9Cargo,03-Registered,postRapalog_EmptyV_DAGLB/
76,176.44,110.81,65.63,410718,1,ATG9Cargo,03-Registered,postRapalog_EmptyV_DAGLB/
77,257.75,105.53,152.22,214405,0,FKBPTagPOI,04-Registered,postRapalog_EmptyV_DAGLB/
78,146.39,105.53,40.85,237133,1,FKBPTagPOI,04-Registered,postRapalog_EmptyV_DAGLB/
79,746.77,108.14,638.62,214405,0,ATG9Cargo,04-Registered,postRapalog_EmptyV_DAGLB/
80,453.47,108.14,345.33,237133,1,ATG9Cargo,04-Registered,postRapalog_EmptyV_DAGLB/
81,240.37,104.85,135.52,219155,0,FKBPTagPOI,05-Registered,postRapalog_EmptyV_DAGLB/
82,146.62,104.85,41.77,336617,1,FKBPTagPOI,05-Registered,postRapalog_EmptyV_DAGLB/
83,445.01,108.68,336.33,219155,0,ATG9Cargo,05-Registered,postRapalog_EmptyV_DAGLB/
84,201.99,108.68,93.31,336617,1,ATG9Cargo,05-Registered,postRapalog_EmptyV_DAGLB/
85,218.44,106.30,112.14,326821,0,FKBPTagPOI,06-Registered,postRapalog_EmptyV_DAGLB/
86,151.91,106.30,45.61,424409,1,FKBPTagPOI,06-Registered,postRapalog_EmptyV_DAGLB/
87,508.37,111.28,397.10,326821,0,ATG9Cargo,06-Registered,postRapalog_EmptyV_DAGLB/
88,265.02,111.28,153.74,424409,1,ATG9Cargo,06-Registered,postRapalog_EmptyV_DAGLB/
89,154.58,103.74,50.85,203425,0,FKBPTagPOI,07-Registered,postRapalog_EmptyV_DAGLB/
90,124.77,103.74,21.03,281074,1,FKBPTagPOI,07-Registered,postRapalog_EmptyV_DAGLB/
91,402.23,106.12,296.12,203425,0,ATG9Cargo,07-Registered,postRapalog_EmptyV_DAGLB/
92,369.18,106.12,263.07,281074,1,ATG9Cargo,07-Registered,postRapalog_EmptyV_DAGLB/
93,282.14,104.22,177.92,190591,0,FKBPTagPOI,08-Registered,postRapalog_EmptyV_DAGLB/
94,167.11,104.22,62.89,291887,1,FKBPTagPOI,08-Registered,postRapalog_EmptyV_DAGLB/
95,646.03,107.18,538.85,190591,0,ATG9Cargo,08-Registered,postRapalog_EmptyV_DAGLB/
96,370.06,107.18,262.88,291887,1,ATG9Cargo,08-Registered,postRapalog_EmptyV_DAGLB/
97,161.90,105.38,56.52,257947,0,FKBPTagPOI,09-Registered,postRapalog_EmptyV_DAGLB/
98,132.80,105.38,27.42,361498,1,FKBPTagPOI,09-Registered,postRapalog_EmptyV_DAGLB/
99,556.63,110.59,446.04,257947,0,ATG9Cargo,09-Registered,postRapalog_EmptyV_DAGLB/
100,372.77,110.59,262.18,361498,1,ATG9Cargo,09-Registered,postRapalog_EmptyV_DAGLB/
101,203.05,104.43,98.62,268596,0,FKBPTagPOI,10-Registered,postRapalog_EmptyV_DAGLB/
102,135.86,104.43,31.43,496125,1,FKBPTagPOI,10-Registered,postRapalog_EmptyV_DAGLB/
103,384.97,109.43,275.54,268596,0,ATG9Cargo,10-Registered,postRapalog_EmptyV_DAGLB/
104,207.25,109.43,97.82,496125,1,ATG9Cargo,10-Registered,postRapalog_EmptyV_DAGLB/
105,167.73,104.42,63.30,224067,0,FKBPTagPOI,11-Registered,postRapalog_EmptyV_DAGLB/
106,129.02,104.42,24.59,418559,1,FKBPTagPOI,11-Registered,postRapalog_EmptyV_DAGLB/
107,197.22,107.24,89.98,224067,0,ATG9Cargo,11-Registered,postRapalog_EmptyV_DAGLB/
108,158.93,107.24,51.69,418559,1,ATG9Cargo,11-Registered,postRapalog_EmptyV_DAGLB/
109,307.98,104.68,203.30,217062,0,FKBPTagPOI,12-Registered,postRapalog_EmptyV_DAGLB/
110,162.14,104.68,57.46,313744,1,FKBPTagPOI,12-Registered,postRapalog_EmptyV_DAGLB/
111,249.97,108.29,141.68,217062,0,ATG9Cargo,12-Registered,postRapalog_EmptyV_DAGLB/
112,195.93,108.29,87.64,313744,1,ATG9Cargo,12-Registered,postRapalog_EmptyV_DAGLB/
113,462.22,104.21,358.01,120888,0,FKBPTagPOI,13-Registered,postRapalog_EmptyV_DAGLB/
114,232.68,104.21,128.47,171356,1,FKBPTagPOI,13-Registered,postRapalog_EmptyV_DAGLB/
115,396.99,107.07,289.92,120888,0,ATG9Cargo,13-Registered,postRapalog_EmptyV_DAGLB/
116,260.35,107.07,153.27,171356,1,ATG9Cargo,13-Registered,postRapalog_EmptyV_DAGLB/
117,180.56,104.53,76.03,144810,0,FKBPTagPOI,14-Registered,postRapalog_EmptyV_DAGLB/
118,122.05,104.53,17.52,175177,1,FKBPTagPOI,14-Registered,postRapalog_EmptyV_DAGLB/
119,313.71,107.74,205.97,144810,0,ATG9Cargo,14-Registered,postRapalog_EmptyV_DAGLB/
120,244.25,107.74,136.51,175177,1,ATG9Cargo,14-Registered,postRapalog_EmptyV_DAGLB/
121,262.78,110.10,152.68,317375,0,FKBPTagPOI,15-Registered,postRapalog_EmptyV_DAGLB/
122,169.45,110.10,59.35,627936,1,FKBPTagPOI,15-Registered,postRapalog_EmptyV_DAGLB/
123,280.05,116.17,163.88,317375,0,ATG9Cargo,15-Registered,postRapalog_EmptyV_DAGLB/
124,179.01,116.17,62.84,627936,1,ATG9Cargo,15-Registered,postRapalog_EmptyV_DAGLB/
125,271.15,105.86,165.29,156282,0,FKBPTagPOI,16-Registered,postRapalog_EmptyV_DAGLB/
126,147.95,105.86,42.09,137053,1,FKBPTagPOI,16-Registered,postRapalog_EmptyV_DAGLB/
127,1192.23,108.26,1083.97,156282,0,ATG9Cargo,16-Registered,postRapalog_EmptyV_DAGLB/
128,988.90,108.26,880.64,137053,1,ATG9Cargo,16-Registered,postRapalog_EmptyV_DAGLB/
129,340.76,106.63,234.14,140030,0,FKBPTagPOI,17-Registered,postRapalog_EmptyV_DAGLB/
130,194.04,106.63,87.41,211356,1,FKBPTagPOI,17-Registered,postRapalog_EmptyV_DAGLB/
131,463.62,111.00,352.63,140030,0,ATG9Cargo,17-Registered,postRapalog_EmptyV_DAGLB/
132,346.42,111.00,235.43,211356,1,ATG9Cargo,17-Registered,postRapalog_EmptyV_DAGLB/
133,250.74,105.39,145.35,214452,0,FKBPTagPOI,18-Registered,postRapalog_EmptyV_DAGLB/
134,161.92,105.39,56.53,268207,1,FKBPTagPOI,18-Registered,postRapalog_EmptyV_DAGLB/
135,453.80,110.77,343.03,214452,0,ATG9Cargo,18-Registered,postRapalog_EmptyV_DAGLB/
136,264.82,110.77,154.05,268207,1,ATG9Cargo,18-Registered,postRapalog_EmptyV_DAGLB/
137,669.08,104.42,564.65,154669,0,FKBPTagPOI,19-Registered,postRapalog_EmptyV_DAGLB/
138,218.75,104.42,114.33,155421,1,FKBPTagPOI,19-Registered,postRapalog_EmptyV_DAGLB/
139,513.86,106.24,407.61,154669,0,ATG9Cargo,19-Registered,postRapalog_EmptyV_DAGLB/
140,411.71,106.24,305.47,155421,1,ATG9Cargo,19-Registered,postRapalog_EmptyV_DAGLB/
141,225.81,104.35,121.46,189629,0,FKBPTagPOI,20-Registered,postRapalog_EmptyV_DAGLB/
142,129.71,104.35,25.35,156092,1,FKBPTagPOI,20-Registered,postRapalog_EmptyV_DAGLB/
143,560.60,106.49,454.11,189629,0,ATG9Cargo,20-Registered,postRapalog_EmptyV_DAGLB/
144,444.69,106.49,338.20,156092,1,ATG9Cargo,20-Registered,postRapalog_EmptyV_DAGLB/
145,570.47,107.43,463.04,213860,0,FKBPTagPOI,01-Registered,postRapalog_TPDmut_DAGLB/
146,295.68,107.43,188.25,315752,1,FKBPTagPOI,01-Registered,postRapalog_TPDmut_DAGLB/
147,716.03,106.71,609.32,213860,0,ATG9Cargo,01-Registered,postRapalog_TPDmut_DAGLB/
148,455.13,106.71,348.42,315752,1,ATG9Cargo,01-Registered,postRapalog_TPDmut_DAGLB/
149,1153.23,106.39,1046.84,117882,0,FKBPTagPOI,02-Registered,postRapalog_TPDmut_DAGLB/
150,346.19,106.39,239.81,154550,1,FKBPTagPOI,02-Registered,postRapalog_TPDmut_DAGLB/
151,922.50,106.10,816.40,117882,0,ATG9Cargo,02-Registered,postRapalog_TPDmut_DAGLB/
152,610.40,106.10,504.30,154550,1,ATG9Cargo,02-Registered,postRapalog_TPDmut_DAGLB/
153,2277.98,115.61,2162.37,235765,0,FKBPTagPOI,03-Registered,postRapalog_TPDmut_DAGLB/
154,892.45,115.61,776.84,301689,1,FKBPTagPOI,03-Registered,postRapalog_TPDmut_DAGLB/
155,1040.26,113.10,927.16,235765,0,ATG9Cargo,03-Registered,postRapalog_TPDmut_DAGLB/
156,722.91,113.10,609.81,301689,1,ATG9Cargo,03-Registered,postRapalog_TPDmut_DAGLB/
157,4111.07,114.73,3996.33,159159,0,FKBPTagPOI,04-Registered,postRapalog_TPDmut_DAGLB/
158,1441.26,114.73,1326.53,256451,1,FKBPTagPOI,04-Registered,postRapalog_TPDmut_DAGLB/
159,1554.42,111.36,1443.06,159159,0,ATG9Cargo,04-Registered,postRapalog_TPDmut_DAGLB/
160,1166.63,111.36,1055.27,256451,1,ATG9Cargo,04-Registered,postRapalog_TPDmut_DAGLB/
161,1498.43,115.65,1382.79,358246,0,FKBPTagPOI,05-Registered,postRapalog_TPDmut_DAGLB/
162,733.12,115.65,617.47,429349,1,FKBPTagPOI,05-Registered,postRapalog_TPDmut_DAGLB/
163,1079.47,113.84,965.64,358246,0,ATG9Cargo,05-Registered,postRapalog_TPDmut_DAGLB/
164,640.99,113.84,527.15,429349,1,ATG9Cargo,05-Registered,postRapalog_TPDmut_DAGLB/
165,857.29,109.97,747.32,247010,0,FKBPTagPOI,06-Registered,postRapalog_TPDmut_DAGLB/
166,362.30,109.97,252.33,306745,1,FKBPTagPOI,06-Registered,postRapalog_TPDmut_DAGLB/
167,652.41,108.54,543.87,247010,0,ATG9Cargo,06-Registered,postRapalog_TPDmut_DAGLB/
168,487.57,108.54,379.03,306745,1,ATG9Cargo,06-Registered,postRapalog_TPDmut_DAGLB/
169,1303.25,106.72,1196.54,99401,0,FKBPTagPOI,07-Registered,postRapalog_TPDmut_DAGLB/
170,566.99,106.72,460.27,124167,1,FKBPTagPOI,07-Registered,postRapalog_TPDmut_DAGLB/
171,589.20,106.45,482.75,99401,0,ATG9Cargo,07-Registered,postRapalog_TPDmut_DAGLB/
172,555.63,106.45,449.17,124167,1,ATG9Cargo,07-Registered,postRapalog_TPDmut_DAGLB/
173,3213.50,110.64,3102.85,155670,0,FKBPTagPOI,08-Registered,postRapalog_TPDmut_DAGLB/
174,1694.36,110.64,1583.72,204106,1,FKBPTagPOI,08-Registered,postRapalog_TPDmut_DAGLB/
175,1401.12,109.18,1291.94,155670,0,ATG9Cargo,08-Registered,postRapalog_TPDmut_DAGLB/
176,692.79,109.18,583.61,204106,1,ATG9Cargo,08-Registered,postRapalog_TPDmut_DAGLB/
177,713.70,108.18,605.51,79134,0,FKBPTagPOI,09-Registered,postRapalog_TPDmut_DAGLB/
178,272.85,108.18,164.67,120662,1,FKBPTagPOI,09-Registered,postRapalog_TPDmut_DAGLB/
179,564.97,107.90,457.06,79134,0,ATG9Cargo,09-Registered,postRapalog_TPDmut_DAGLB/
180,360.20,107.90,252.30,120662,1,ATG9Cargo,09-Registered,postRapalog_TPDmut_DAGLB/
181,1399.06,115.15,1283.91,265132,0,FKBPTagPOI,10-Registered,postRapalog_TPDmut_DAGLB/
182,574.68,115.15,459.52,350432,1,FKBPTagPOI,10-Registered,postRapalog_TPDmut_DAGLB/
183,764.76,113.51,651.26,265132,0,ATG9Cargo,10-Registered,postRapalog_TPDmut_DAGLB/
184,523.65,113.51,410.14,350432,1,ATG9Cargo,10-Registered,postRapalog_TPDmut_DAGLB/
185,1998.52,110.91,1887.61,172399,0,FKBPTagPOI,11-Registered,postRapalog_TPDmut_DAGLB/
186,867.90,110.91,756.99,247981,1,FKBPTagPOI,11-Registered,postRapalog_TPDmut_DAGLB/
187,1378.72,111.12,1267.60,172399,0,ATG9Cargo,11-Registered,postRapalog_TPDmut_DAGLB/
188,912.97,111.12,801.86,247981,1,ATG9Cargo,11-Registered,postRapalog_TPDmut_DAGLB/
189,557.23,107.92,449.32,186062,0,FKBPTagPOI,12-Registered,postRapalog_TPDmut_DAGLB/
190,234.26,107.92,126.35,291111,1,FKBPTagPOI,12-Registered,postRapalog_TPDmut_DAGLB/
191,460.87,109.24,351.63,186062,0,ATG9Cargo,12-Registered,postRapalog_TPDmut_DAGLB/
192,331.76,109.24,222.52,291111,1,ATG9Cargo,12-Registered,postRapalog_TPDmut_DAGLB/
193,388.18,110.93,277.25,99218,0,FKBPTagPOI,13-Registered,postRapalog_TPDmut_DAGLB/
194,254.22,110.93,143.29,127357,1,FKBPTagPOI,13-Registered,postRapalog_TPDmut_DAGLB/
195,480.38,111.40,368.98,99218,0,ATG9Cargo,13-Registered,postRapalog_TPDmut_DAGLB/
196,317.30,111.40,205.90,127357,1,ATG9Cargo,13-Registered,postRapalog_TPDmut_DAGLB/
197,2402.56,118.67,2283.89,262470,0,FKBPTagPOI,14-Registered,postRapalog_TPDmut_DAGLB/
198,956.73,118.67,838.07,315119,1,FKBPTagPOI,14-Registered,postRapalog_TPDmut_DAGLB/
199,1781.61,114.28,1667.33,262470,0,ATG9Cargo,14-Registered,postRapalog_TPDmut_DAGLB/
200,1257.51,114.28,1143.23,315119,1,ATG9Cargo,14-Registered,postRapalog_TPDmut_DAGLB/
201,1323.62,108.97,1214.64,204924,0,FKBPTagPOI,15-Registered,postRapalog_TPDmut_DAGLB/
202,650.87,108.97,541.90,354603,1,FKBPTagPOI,15-Registered,postRapalog_TPDmut_DAGLB/
203,1307.01,109.22,1197.79,204924,0,ATG9Cargo,15-Registered,postRapalog_TPDmut_DAGLB/
204,736.60,109.22,627.38,354603,1,ATG9Cargo,15-Registered,postRapalog_TPDmut_DAGLB/
205,2625.94,109.76,2516.17,80989,0,FKBPTagPOI,16-Registered,postRapalog_TPDmut_DAGLB/
206,975.78,109.76,866.02,134739,1,FKBPTagPOI,16-Registered,postRapalog_TPDmut_DAGLB/
207,1264.87,107.72,1157.15,80989,0,ATG9Cargo,16-Registered,postRapalog_TPDmut_DAGLB/
208,896.18,107.72,788.46,134739,1,ATG9Cargo,16-Registered,postRapalog_TPDmut_DAGLB/
209,3986.87,110.16,3876.71,80634,0,FKBPTagPOI,17-Registered,postRapalog_TPDmut_DAGLB/
210,2232.32,110.16,2122.16,110622,1,FKBPTagPOI,17-Registered,postRapalog_TPDmut_DAGLB/
211,1308.42,108.67,1199.75,80634,0,ATG9Cargo,17-Registered,postRapalog_TPDmut_DAGLB/
212,1061.59,108.67,952.91,110622,1,ATG9Cargo,17-Registered,postRapalog_TPDmut_DAGLB/
213,2085.74,110.93,1974.81,84518,0,FKBPTagPOI,18-Registered,postRapalog_TPDmut_DAGLB/
214,789.60,110.93,678.67,119234,1,FKBPTagPOI,18-Registered,postRapalog_TPDmut_DAGLB/
215,1152.37,108.34,1044.03,84518,0,ATG9Cargo,18-Registered,postRapalog_TPDmut_DAGLB/
216,939.33,108.34,830.99,119234,1,ATG9Cargo,18-Registered,postRapalog_TPDmut_DAGLB/
217,960.41,108.36,852.05,185077,0,FKBPTagPOI,19-Registered,postRapalog_TPDmut_DAGLB/
218,526.34,108.36,417.98,264450,1,FKBPTagPOI,19-Registered,postRapalog_TPDmut_DAGLB/
219,1193.52,107.29,1086.23,185077,0,ATG9Cargo,19-Registered,postRapalog_TPDmut_DAGLB/
220,697.82,107.29,590.53,264450,1,ATG9Cargo,19-Registered,postRapalog_TPDmut_DAGLB/
221,2213.32,114.45,2098.88,296564,0,FKBPTagPOI,20-Registered,postRapalog_TPDmut_DAGLB/
222,1181.18,114.45,1066.74,331780,1,FKBPTagPOI,20-Registered,postRapalog_TPDmut_DAGLB/
223,847.67,107.06,740.62,296564,0,ATG9Cargo,20-Registered,postRapalog_TPDmut_DAGLB/
224,417.07,107.06,310.02,331780,1,ATG9Cargo,20-Registered,postRapalog_TPDmut_DAGLB/
225,675.96,107.98,567.98,131789,0,FKBPTagPOI,21-Registered,postRapalog_TPDmut_DAGLB/
226,320.34,107.98,212.36,183447,1,FKBPTagPOI,21-Registered,postRapalog_TPDmut_DAGLB/
227,597.09,107.37,489.72,131789,0,ATG9Cargo,21-Registered,postRapalog_TPDmut_DAGLB/
228,467.75,107.37,360.38,183447,1,ATG9Cargo,21-Registered,postRapalog_TPDmut_DAGLB/
229,2672.20,109.94,2562.26,305967,0,FKBPTagPOI,22-Registered,postRapalog_TPDmut_DAGLB/
230,1102.88,109.94,992.94,425485,1,FKBPTagPOI,22-Registered,postRapalog_TPDmut_DAGLB/
231,723.79,108.33,615.46,305967,0,ATG9Cargo,22-Registered,postRapalog_TPDmut_DAGLB/
232,460.75,108.33,352.42,425485,1,ATG9Cargo,22-Registered,postRapalog_TPDmut_DAGLB/
233,1208.43,111.46,1096.96,161401,0,FKBPTagPOI,23-Registered,postRapalog_TPDmut_DAGLB/
234,414.51,111.46,303.05,253572,1,FKBPTagPOI,23-Registered,postRapalog_TPDmut_DAGLB/
235,513.23,110.15,403.08,161401,0,ATG9Cargo,23-Registered,postRapalog_TPDmut_DAGLB/
236,457.08,110.15,346.92,253572,1,ATG9Cargo,23-Registered,postRapalog_TPDmut_DAGLB/
237,1664.32,108.51,1555.81,113873,0,FKBPTagPOI,01-Registered,postRapalog_TPDwt_DAGLB/
238,417.20,108.51,308.69,218176,1,FKBPTagPOI,01-Registered,postRapalog_TPDwt_DAGLB/
239,492.45,106.04,386.40,113873,0,ATG9Cargo,01-Registered,postRapalog_TPDwt_DAGLB/
240,216.88,106.04,110.83,218176,1,ATG9Cargo,01-Registered,postRapalog_TPDwt_DAGLB/
241,2237.16,108.75,2128.41,178802,0,FKBPTagPOI,02-Registered,postRapalog_TPDwt_DAGLB/
242,628.44,108.75,519.69,258397,1,FKBPTagPOI,02-Registered,postRapalog_TPDwt_DAGLB/
243,930.50,107.21,823.29,178802,0,ATG9Cargo,02-Registered,postRapalog_TPDwt_DAGLB/
244,385.43,107.21,278.22,258397,1,ATG9Cargo,02-Registered,postRapalog_TPDwt_DAGLB/
245,1743.68,111.57,1632.11,154842,0,FKBPTagPOI,03-Registered,postRapalog_TPDwt_DAGLB/
246,420.91,111.57,309.34,212566,1,FKBPTagPOI,03-Registered,postRapalog_TPDwt_DAGLB/
247,1112.95,107.22,1005.73,154842,0,ATG9Cargo,03-Registered,postRapalog_TPDwt_DAGLB/
248,412.79,107.22,305.56,212566,1,ATG9Cargo,03-Registered,postRapalog_TPDwt_DAGLB/
249,2419.04,113.59,2305.45,246449,0,FKBPTagPOI,04-Registered,postRapalog_TPDwt_DAGLB/
250,592.27,113.59,478.69,367652,1,FKBPTagPOI,04-Registered,postRapalog_TPDwt_DAGLB/
251,740.07,108.87,631.20,246449,0,ATG9Cargo,04-Registered,postRapalog_TPDwt_DAGLB/
252,313.17,108.87,204.30,367652,1,ATG9Cargo,04-Registered,postRapalog_TPDwt_DAGLB/
253,3103.29,111.89,2991.40,115707,0,FKBPTagPOI,05-Registered,postRapalog_TPDwt_DAGLB/
254,702.88,111.89,591.00,183759,1,FKBPTagPOI,05-Registered,postRapalog_TPDwt_DAGLB/
255,1427.84,108.17,1319.67,115707,0,ATG9Cargo,05-Registered,postRapalog_TPDwt_DAGLB/
256,469.24,108.17,361.07,183759,1,ATG9Cargo,05-Registered,postRapalog_TPDwt_DAGLB/
257,1270.78,107.18,1163.61,188697,0,FKBPTagPOI,06-Registered,postRapalog_TPDwt_DAGLB/
258,367.55,107.18,260.37,230087,1,FKBPTagPOI,06-Registered,postRapalog_TPDwt_DAGLB/
259,626.44,105.99,520.45,188697,0,ATG9Cargo,06-Registered,postRapalog_TPDwt_DAGLB/
