Mean,BG,Mean-BG,Area,Slice,Channel,Filename,Condition
765.689,105.992,659.697,84173,0,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K3b/
258.095,105.992,152.103,149966,1,FKBPTagPOI,01-Registered,postRapalog_ATG9_PI4K3b/
992.892,107.865,885.027,84173,0,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K3b/
744.352,107.865,636.487,149966,1,ATG9Cargo,01-Registered,postRapalog_ATG9_PI4K3b/
146.118,105.271,40.847,324221,0,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K3b/
120.194,105.271,14.923,376466,1,FKBPTagPOI,02-Registered,postRapalog_ATG9_PI4K3b/
246.441,108.228,138.212,324221,0,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K3b/
206.439,108.228,98.211,376466,1,ATG9Cargo,02-Registered,postRapalog_ATG9_PI4K3b/
784.656,105.592,679.064,62545,0,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K3b/
196.281,105.592,90.689,115461,1,FKBPTagPOI,03-Registered,postRapalog_ATG9_PI4K3b/
1081.945,107.127,974.818,62545,0,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K3b/
801.982,107.127,694.855,115461,1,ATG9Cargo,03-Registered,postRapalog_ATG9_PI4K3b/
535.532,106.128,429.405,116875,0,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K3b/
187.563,106.128,81.435,168661,1,FKBPTagPOI,04-Registered,postRapalog_ATG9_PI4K3b/
537.135,107.199,429.936,116875,0,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K3b/
454.117,107.199,346.918,168661,1,ATG9Cargo,04-Registered,postRapalog_ATG9_PI4K3b/
385.042,105.890,279.152,193543,0,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K3b/
133.734,105.890,27.844,238240,1,FKBPTagPOI,05-Registered,postRapalog_ATG9_PI4K3b/
642.126,107.672,534.454,193543,0,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K3b/
216.149,107.672,108.478,238240,1,ATG9Cargo,05-Registered,postRapalog_ATG9_PI4K3b/
508.617,105.448,403.169,73600,0,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K3b/
173.969,105.448,68.521,88925,1,FKBPTagPOI,06-Registered,postRapalog_ATG9_PI4K3b/
2806.178,107.165,2699.013,73600,0,ATG9Cargo,06-Registered,postRapalog_ATG9_PI4K3b/
2124.903,107.165,2017.738,88925,1,ATG9Cargo,06-Registered,postRapalog_ATG9_PI4K3b/
1348.614,105.284,1243.330,36688,0,FKBPTagPOI,07-Registered,postRapalog_ATG9_PI4K3b/
335.150,105.284,229.866,56393,1,FKBPTagPOI,07-Registered,postRapalog_ATG9_PI4K3b/
2505.579,106.866,2398.713,36688,0,ATG9Cargo,07-Registered,postRapalog_ATG9_PI4K3b/
1964.654,106.866,1857.788,56393,1,ATG9Cargo,07-Registered,postRapalog_ATG9_PI4K3b/
515.317,105.316,410.001,127814,0,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K3b/
157.636,105.316,52.320,164037,1,FKBPTagPOI,08-Registered,postRapalog_ATG9_PI4K3b/
1451.160,108.624,1342.536,127814,0,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K3b/
888.940,108.624,780.316,164037,1,ATG9Cargo,08-Registered,postRapalog_ATG9_PI4K3b/
361.696,105.867,255.829,180642,0,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K3b/
147.671,105.867,41.804,181451,1,FKBPTagPOI,09-Registered,postRapalog_ATG9_PI4K3b/
505.583,108.406,397.177,180642,0,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K3b/
394.443,108.406,286.037,181451,1,ATG9Cargo,09-Registered,postRapalog_ATG9_PI4K3b/
665.320,105.666,559.653,96924,0,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K3b/
229.590,105.666,123.924,148500,1,FKBPTagPOI,10-Registered,postRapalog_ATG9_PI4K3b/
1112.753,107.755,1004.998,96924,0,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K3b/
692.636,107.755,584.882,148500,1,ATG9Cargo,10-Registered,postRapalog_ATG9_PI4K3b/
373.502,105.920,267.583,95567,0,FKBPTagPOI,11-Registered,postRapalog_ATG9_PI4K3b/
148.168,105.920,42.249,175011,1,FKBPTagPOI,11-Registered,postRapalog_ATG9_PI4K3b/
846.791,109.715,737.076,95567,0,ATG9Cargo,11-Registered,postRapalog_ATG9_PI4K3b/
599.396,109.715,489.682,175011,1,ATG9Cargo,11-Registered,postRapalog_ATG9_PI4K3b/
460.239,106.285,353.954,114049,0,FKBPTagPOI,12-Registered,postRapalog_ATG9_PI4K3b/
153.467,106.285,47.182,261044,1,FKBPTagPOI,12-Registered,postRapalog_ATG9_PI4K3b/
450.741,108.314,342.428,114049,0,ATG9Cargo,12-Registered,postRapalog_ATG9_PI4K3b/
270.989,108.314,162.675,261044,1,ATG9Cargo,12-Registered,postRapalog_ATG9_PI4K3b/
1131.229,105.845,1025.384,59499,0,FKBPTagPOI,13-Registered,postRapalog_ATG9_PI4K3b/
218.625,105.845,112.780,91706,1,FKBPTagPOI,13-Registered,postRapalog_ATG9_PI4K3b/
2455.967,108.925,2347.041,59499,0,ATG9Cargo,13-Registered,postRapalog_ATG9_PI4K3b/
1119.021,108.925,1010.095,91706,1,ATG9Cargo,13-Registered,postRapalog_ATG9_PI4K3b/
714.107,106.554,607.553,104155,0,FKBPTagPOI,14-Registered,postRapalog_ATG9_PI4K3b/
200.974,106.554,94.420,123031,1,FKBPTagPOI,14-Registered,postRapalog_ATG9_PI4K3b/
1570.143,109.710,1460.433,104155,0,ATG9Cargo,14-Registered,postRapalog_ATG9_PI4K3b/
420.305,109.710,310.595,123031,1,ATG9Cargo,14-Registered,postRapalog_ATG9_PI4K3b/
418.615,105.695,312.920,93307,0,FKBPTagPOI,15-Registered,postRapalog_ATG9_PI4K3b/
177.021,105.695,71.327,166497,1,FKBPTagPOI,15-Registered,postRapalog_ATG9_PI4K3b/
1381.291,110.292,1271.000,93307,0,ATG9Cargo,15-Registered,postRapalog_ATG9_PI4K3b/
840.427,110.292,730.135,166497,1,ATG9Cargo,15-Registered,postRapalog_ATG9_PI4K3b/
615.165,107.303,507.861,211542,0,FKBPTagPOI,16-Registered,postRapalog_ATG9_PI4K3b/
