Mean,Area,ROI,Channel,Frame,Filename
107.977,2200,0,ATG9,14,s10_norapalog_xy1-Registered
107.935,2200,0,ATG9,15,s10_norapalog_xy1-Registered
107.910,2200,0,ATG9,16,s10_norapalog_xy1-Registered
107.860,2200,0,ATG9,17,s10_norapalog_xy1-Registered
108.020,2200,0,ATG9,18,s10_norapalog_xy1-Registered
107.783,2200,0,ATG9,19,s10_norapalog_xy1-Registered
107.895,2200,0,ATG9,20,s10_norapalog_xy1-Registered
108.004,2200,0,ATG9,21,s10_norapalog_xy1-Registered
107.945,2200,0,ATG9,22,s10_norapalog_xy1-Registered
107.810,2200,0,ATG9,23,s10_norapalog_xy1-Registered
107.828,2200,0,ATG9,24,s10_norapalog_xy1-Registered
107.852,2200,0,ATG9,25,s10_norapalog_xy1-Registered
107.864,2200,0,ATG9,26,s10_norapalog_xy1-Registered
107.976,2200,0,ATG9,27,s10_norapalog_xy1-Registered
107.793,2200,0,ATG9,28,s10_norapalog_xy1-Registered
107.872,2200,0,ATG9,29,s10_norapalog_xy1-Registered
107.825,2200,0,ATG9,30,s10_norapalog_xy1-Registered
107.694,2200,0,ATG9,31,s10_norapalog_xy1-Registered
107.781,2200,0,ATG9,32,s10_norapalog_xy1-Registered
107.635,2200,0,ATG9,33,s10_norapalog_xy1-Registered
107.675,2200,0,ATG9,34,s10_norapalog_xy1-Registered
107.656,2200,0,ATG9,35,s10_norapalog_xy1-Registered
107.711,2200,0,ATG9,36,s10_norapalog_xy1-Registered
107.673,2200,0,ATG9,37,s10_norapalog_xy1-Registered
372.009,244445,1,ATG9,1,s10_norapalog_xy1-Registered
366.367,244445,1,ATG9,2,s10_norapalog_xy1-Registered
364.840,244445,1,ATG9,3,s10_norapalog_xy1-Registered
358.874,244445,1,ATG9,4,s10_norapalog_xy1-Registered
353.525,244445,1,ATG9,5,s10_norapalog_xy1-Registered
352.939,244445,1,ATG9,6,s10_norapalog_xy1-Registered
348.795,244445,1,ATG9,7,s10_norapalog_xy1-Registered
345.375,244445,1,ATG9,8,s10_norapalog_xy1-Registered
340.303,244445,1,ATG9,9,s10_norapalog_xy1-Registered
336.648,244445,1,ATG9,10,s10_norapalog_xy1-Registered
332.482,244445,1,ATG9,11,s10_norapalog_xy1-Registered
329.640,244445,1,ATG9,12,s10_norapalog_xy1-Registered
325.512,244445,1,ATG9,13,s10_norapalog_xy1-Registered
322.423,244445,1,ATG9,14,s10_norapalog_xy1-Registered
319.190,244445,1,ATG9,15,s10_norapalog_xy1-Registered
315.929,244445,1,ATG9,16,s10_norapalog_xy1-Registered
313.526,244445,1,ATG9,17,s10_norapalog_xy1-Registered
309.402,244445,1,ATG9,18,s10_norapalog_xy1-Registered
306.816,244445,1,ATG9,19,s10_norapalog_xy1-Registered
304.291,244445,1,ATG9,20,s10_norapalog_xy1-Registered
303.211,244445,1,ATG9,21,s10_norapalog_xy1-Registered
299.614,244445,1,ATG9,22,s10_norapalog_xy1-Registered
295.165,244445,1,ATG9,23,s10_norapalog_xy1-Registered
294.023,244445,1,ATG9,24,s10_norapalog_xy1-Registered
290.479,244445,1,ATG9,25,s10_norapalog_xy1-Registered
288.152,244445,1,ATG9,26,s10_norapalog_xy1-Registered
289.246,244445,1,ATG9,27,s10_norapalog_xy1-Registered
285.523,244445,1,ATG9,28,s10_norapalog_xy1-Registered
282.984,244445,1,ATG9,29,s10_norapalog_xy1-Registered
281.685,244445,1,ATG9,30,s10_norapalog_xy1-Registered
278.357,244445,1,ATG9,31,s10_norapalog_xy1-Registered
277.014,244445,1,ATG9,32,s10_norapalog_xy1-Registered
274.479,244445,1,ATG9,33,s10_norapalog_xy1-Registered
270.452,244445,1,ATG9,34,s10_norapalog_xy1-Registered
267.325,244445,1,ATG9,35,s10_norapalog_xy1-Registered
265.263,244445,1,ATG9,36,s10_norapalog_xy1-Registered
264.105,244445,1,ATG9,37,s10_norapalog_xy1-Registered
145.485,1272660,2,TPD54,1,s10_norapalog_xy1-Registered
145.172,1270820,2,TPD54,2,s10_norapalog_xy1-Registered
144.362,1243270,2,TPD54,3,s10_norapalog_xy1-Registered
144.446,1251308,2,TPD54,4,s10_norapalog_xy1-Registered
144.543,1263717,2,TPD54,5,s10_norapalog_xy1-Registered
144.299,1256254,2,TPD54,6,s10_norapalog_xy1-Registered
144.070,1258178,2,TPD54,7,s10_norapalog_xy1-Registered
143.511,1245098,2,TPD54,8,s10_norapalog_xy1-Registered
143.433,1252484,2,TPD54,9,s10_norapalog_xy1-Registered
143.234,1246427,2,TPD54,10,s10_norapalog_xy1-Registered
142.555,1237395,2,TPD54,11,s10_norapalog_xy1-Registered
143.253,1262602,2,TPD54,12,s10_norapalog_xy1-Registered
141.820,1227569,2,TPD54,13,s10_norapalog_xy1-Registered
142.802,1258273,2,TPD54,14,s10_norapalog_xy1-Registered
142.463,1253737,2,TPD54,15,s10_norapalog_xy1-Registered
142.970,1272498,2,TPD54,16,s10_norapalog_xy1-Registered
141.596,1239872,2,TPD54,17,s10_norapalog_xy1-Registered
141.411,1240419,2,TPD54,18,s10_norapalog_xy1-Registered
141.779,1255604,2,TPD54,19,s10_norapalog_xy1-Registered
142.150,1270481,2,TPD54,20,s10_norapalog_xy1-Registered
141.758,1259460,2,TPD54,21,s10_norapalog_xy1-Registered
141.519,1258395,2,TPD54,22,s10_norapalog_xy1-Registered
141.017,1252405,2,TPD54,23,s10_norapalog_xy1-Registered
140.443,1240407,2,TPD54,24,s10_norapalog_xy1-Registered
141.190,1265246,2,TPD54,25,s10_norapalog_xy1-Registered
141.260,1269151,2,TPD54,26,s10_norapalog_xy1-Registered
140.448,1243593,2,TPD54,27,s10_norapalog_xy1-Registered
140.794,1261981,2,TPD54,28,s10_norapalog_xy1-Registered
139.771,1234264,2,TPD54,29,s10_norapalog_xy1-Registered
140.987,1269240,2,TPD54,30,s10_norapalog_xy1-Registered
140.019,1247438,2,TPD54,31,s10_norapalog_xy1-Registered
139.402,1232303,2,TPD54,32,s10_norapalog_xy1-Registered
139.777,1248122,2,TPD54,33,s10_norapalog_xy1-Registered
139.324,1240852,2,TPD54,34,s10_norapalog_xy1-Registered
139.999,1268419,2,TPD54,35,s10_norapalog_xy1-Registered
139.575,1259488,2,TPD54,36,s10_norapalog_xy1-Registered
138.763,1237435,2,TPD54,37,s10_norapalog_xy1-Registered
166.938,88618,3,TPD54,1,s10_norapalog_xy1-Registered
165.937,88723,3,TPD54,2,s10_norapalog_xy1-Registered
174.872,102116,3,TPD54,3,s10_norapalog_xy1-Registered
171.255,98495,3,TPD54,4,s10_norapalog_xy1-Registered
166.895,93665,3,TPD54,5,s10_norapalog_xy1-Registered
168.689,97359,3,TPD54,6,s10_norapalog_xy1-Registered
167.829,96363,3,TPD54,7,s10_norapalog_xy1-Registered
170.937,101884,3,TPD54,8,s10_norapalog_xy1-Registered
168.517,97597,3,TPD54,9,s10_norapalog_xy1-Registered
168.718,98702,3,TPD54,10,s10_norapalog_xy1-Registered
170.450,102009,3,TPD54,11,s10_norapalog_xy1-Registered
163.768,92050,3,TPD54,12,s10_norapalog_xy1-Registered
170.455,102722,3,TPD54,13,s10_norapalog_xy1-Registered
163.468,93848,3,TPD54,14,s10_norapalog_xy1-Registered
164.498,95613,3,TPD54,15,s10_norapalog_xy1-Registered
157.602,86389,3,TPD54,16,s10_norapalog_xy1-Registered
166.845,99734,3,TPD54,17,s10_norapalog_xy1-Registered
165.605,99623,3,TPD54,18,s10_norapalog_xy1-Registered
161.633,94130,3,TPD54,19,s10_norapalog_xy1-Registered
156.724,85682,3,TPD54,20,s10_norapalog_xy1-Registered
160.460,92037,3,TPD54,21,s10_norapalog_xy1-Registered
160.536,92475,3,TPD54,22,s10_norapalog_xy1-Registered
161.245,95455,3,TPD54,23,s10_norapalog_xy1-Registered
164.850,101005,3,TPD54,24,s10_norapalog_xy1-Registered
156.832,88846,3,TPD54,25,s10_norapalog_xy1-Registered
155.293,86090,3,TPD54,26,s10_norapalog_xy1-Registered
163.851,100198,3,TPD54,27,s10_norapalog_xy1-Registered
157.275,90648,3,TPD54,28,s10_norapalog_xy1-Registered
164.731,102270,3,TPD54,29,s10_norapalog_xy1-Registered
154.578,85621,3,TPD54,30,s10_norapalog_xy1-Registered
160.786,97175,3,TPD54,31,s10_norapalog_xy1-Registered
164.794,101669,3,TPD54,32,s10_norapalog_xy1-Registered
160.797,97203,3,TPD54,33,s10_norapalog_xy1-Registered
162.422,98349,3,TPD54,34,s10_norapalog_xy1-Registered
152.370,86235,3,TPD54,35,s10_norapalog_xy1-Registered
155.104,91534,3,TPD54,36,s10_norapalog_xy1-Registered
162.191,98919,3,TPD54,37,s10_norapalog_xy1-Registered
140.918,1272660,2,ATG9,1,s10_norapalog_xy1-Registered
139.863,1270820,2,ATG9,2,s10_norapalog_xy1-Registered
133.154,1243270,2,ATG9,3,s10_norapalog_xy1-Registered
134.837,1251308,2,ATG9,4,s10_norapalog_xy1-Registered
137.242,1263717,2,ATG9,5,s10_norapalog_xy1-Registered
135.356,1256254,2,ATG9,6,s10_norapalog_xy1-Registered
135.431,1258178,2,ATG9,7,s10_norapalog_xy1-Registered
132.088,1245098,2,ATG9,8,s10_norapalog_xy1-Registered
133.236,1252484,2,ATG9,9,s10_norapalog_xy1-Registered
131.843,1246427,2,ATG9,10,s10_norapalog_xy1-Registered
129.562,1237395,2,ATG9,11,s10_norapalog_xy1-Registered
134.776,1262602,2,ATG9,12,s10_norapalog_xy1-Registered
126.894,1227569,2,ATG9,13,s10_norapalog_xy1-Registered
133.258,1258273,2,ATG9,14,s10_norapalog_xy1-Registered
132.159,1253737,2,ATG9,15,s10_norapalog_xy1-Registered
135.590,1272498,2,ATG9,16,s10_norapalog_xy1-Registered
128.704,1239872,2,ATG9,17,s10_norapalog_xy1-Registered
128.622,1240419,2,ATG9,18,s10_norapalog_xy1-Registered
131.394,1255604,2,ATG9,19,s10_norapalog_xy1-Registered
134.018,1270481,2,ATG9,20,s10_norapalog_xy1-Registered
131.687,1259460,2,ATG9,21,s10_norapalog_xy1-Registered
131.100,1258395,2,ATG9,22,s10_norapalog_xy1-Registered
129.563,1252405,2,ATG9,23,s10_norapalog_xy1-Registered
127.364,1240407,2,ATG9,24,s10_norapalog_xy1-Registered
131.633,1265246,2,ATG9,25,s10_norapalog_xy1-Registered
132.133,1269151,2,ATG9,26,s10_norapalog_xy1-Registered
127.410,1243593,2,ATG9,27,s10_norapalog_xy1-Registered
130.362,1261981,2,ATG9,28,s10_norapalog_xy1-Registered
125.298,1234264,2,ATG9,29,s10_norapalog_xy1-Registered
131.321,1269240,2,ATG9,30,s10_norapalog_xy1-Registered
127.329,1247438,2,ATG9,31,s10_norapalog_xy1-Registered
124.549,1232303,2,ATG9,32,s10_norapalog_xy1-Registered
126.911,1248122,2,ATG9,33,s10_norapalog_xy1-Registered
125.424,1240852,2,ATG9,34,s10_norapalog_xy1-Registered
129.770,1268419,2,ATG9,35,s10_norapalog_xy1-Registered
128.128,1259488,2,ATG9,36,s10_norapalog_xy1-Registered
124.517,1237435,2,ATG9,37,s10_norapalog_xy1-Registered
359.791,88618,3,ATG9,1,s10_norapalog_xy1-Registered
355.617,88723,3,ATG9,2,s10_norapalog_xy1-Registered
381.468,102116,3,ATG9,3,s10_norapalog_xy1-Registered
368.550,98495,3,ATG9,4,s10_norapalog_xy1-Registered
348.908,93665,3,ATG9,5,s10_norapalog_xy1-Registered
356.688,97359,3,ATG9,6,s10_norapalog_xy1-Registered
350.493,96363,3,ATG9,7,s10_norapalog_xy1-Registered
359.973,101884,3,ATG9,8,s10_norapalog_xy1-Registered
349.051,97597,3,ATG9,9,s10_norapalog_xy1-Registered
346.598,98702,3,ATG9,10,s10_norapalog_xy1-Registered
347.910,102009,3,ATG9,11,s10_norapalog_xy1-Registered
324.037,92050,3,ATG9,12,s10_norapalog_xy1-Registered
342.713,102722,3,ATG9,13,s10_norapalog_xy1-Registered
320.196,93848,3,ATG9,14,s10_norapalog_xy1-Registered
321.984,95613,3,ATG9,15,s10_norapalog_xy1-Registered
299.179,86389,3,ATG9,16,s10_norapalog_xy1-Registered
325.717,99734,3,ATG9,17,s10_norapalog_xy1-Registered
318.681,99623,3,ATG9,18,s10_norapalog_xy1-Registered
307.717,94130,3,ATG9,19,s10_norapalog_xy1-Registered
292.899,85682,3,ATG9,20,s10_norapalog_xy1-Registered
301.980,92037,3,ATG9,21,s10_norapalog_xy1-Registered
299.589,92475,3,ATG9,22,s10_norapalog_xy1-Registered
298.369,95455,3,ATG9,23,s10_norapalog_xy1-Registered
305.749,101005,3,ATG9,24,s10_norapalog_xy1-Registered
283.338,88846,3,ATG9,25,s10_norapalog_xy1-Registered
275.324,86090,3,ATG9,26,s10_norapalog_xy1-Registered
301.721,100198,3,ATG9,27,s10_norapalog_xy1-Registered
281.411,90648,3,ATG9,28,s10_norapalog_xy1-Registered
297.488,102270,3,ATG9,29,s10_norapalog_xy1-Registered
270.628,85621,3,ATG9,30,s10_norapalog_xy1-Registered
285.016,97175,3,ATG9,31,s10_norapalog_xy1-Registered
293.863,101669,3,ATG9,32,s10_norapalog_xy1-Registered
281.918,97203,3,ATG9,33,s10_norapalog_xy1-Registered
282.505,98349,3,ATG9,34,s10_norapalog_xy1-Registered
256.369,86235,3,ATG9,35,s10_norapalog_xy1-Registered
262.737,91534,3,ATG9,36,s10_norapalog_xy1-Registered
275.828,98919,3,ATG9,37,s10_norapalog_xy1-Registered
106.703,2300,0,TPD54,1,s10_norapalog_xy2-Registered
106.459,2300,0,TPD54,2,s10_norapalog_xy2-Registered
106.429,2300,0,TPD54,3,s10_norapalog_xy2-Registered
106.541,2300,0,TPD54,4,s10_norapalog_xy2-Registered
106.243,2300,0,TPD54,5,s10_norapalog_xy2-Registered
106.142,2300,0,TPD54,6,s10_norapalog_xy2-Registered
106.185,2300,0,TPD54,7,s10_norapalog_xy2-Registered
106.150,2300,0,TPD54,8,s10_norapalog_xy2-Registered
106.219,2300,0,TPD54,9,s10_norapalog_xy2-Registered
106.137,2300,0,TPD54,10,s10_norapalog_xy2-Registered
106.198,2300,0,TPD54,11,s10_norapalog_xy2-Registered
105.973,2300,0,TPD54,12,s10_norapalog_xy2-Registered
105.931,2300,0,TPD54,13,s10_norapalog_xy2-Registered
106.039,2300,0,TPD54,14,s10_norapalog_xy2-Registered
105.890,2300,0,TPD54,15,s10_norapalog_xy2-Registered
105.960,2300,0,TPD54,16,s10_norapalog_xy2-Registered
105.833,2300,0,TPD54,17,s10_norapalog_xy2-Registered
105.779,2300,0,TPD54,18,s10_norapalog_xy2-Registered
105.767,2300,0,TPD54,19,s10_norapalog_xy2-Registered
105.649,2300,0,TPD54,20,s10_norapalog_xy2-Registered
105.687,2300,0,TPD54,21,s10_norapalog_xy2-Registered
105.761,2300,0,TPD54,22,s10_norapalog_xy2-Registered
105.579,2300,0,TPD54,23,s10_norapalog_xy2-Registered
105.701,2300,0,TPD54,24,s10_norapalog_xy2-Registered
105.712,2300,0,TPD54,25,s10_norapalog_xy2-Registered
105.683,2300,0,TPD54,26,s10_norapalog_xy2-Registered
105.817,2300,0,TPD54,27,s10_norapalog_xy2-Registered
105.807,2300,0,TPD54,28,s10_norapalog_xy2-Registered
105.847,2300,0,TPD54,29,s10_norapalog_xy2-Registered
105.749,2300,0,TPD54,30,s10_norapalog_xy2-Registered
105.751,2300,0,TPD54,31,s10_norapalog_xy2-Registered
105.897,2300,0,TPD54,32,s10_norapalog_xy2-Registered
105.676,2300,0,TPD54,33,s10_norapalog_xy2-Registered
105.726,2300,0,TPD54,34,s10_norapalog_xy2-Registered
105.579,2300,0,TPD54,35,s10_norapalog_xy2-Registered
105.575,2300,0,TPD54,36,s10_norapalog_xy2-Registered
105.557,2300,0,TPD54,37,s10_norapalog_xy2-Registered
179.861,151941,1,TPD54,1,s10_norapalog_xy2-Registered
179.299,151941,1,TPD54,2,s10_norapalog_xy2-Registered
178.849,151941,1,TPD54,3,s10_norapalog_xy2-Registered
178.941,151941,1,TPD54,4,s10_norapalog_xy2-Registered
178.175,151941,1,TPD54,5,s10_norapalog_xy2-Registered
177.446,151941,1,TPD54,6,s10_norapalog_xy2-Registered
177.166,151941,1,TPD54,7,s10_norapalog_xy2-Registered
176.446,151941,1,TPD54,8,s10_norapalog_xy2-Registered
175.803,151941,1,TPD54,9,s10_norapalog_xy2-Registered
175.603,151941,1,TPD54,10,s10_norapalog_xy2-Registered
175.336,151941,1,TPD54,11,s10_norapalog_xy2-Registered
174.969,151941,1,TPD54,12,s10_norapalog_xy2-Registered
174.768,151941,1,TPD54,13,s10_norapalog_xy2-Registered
174.294,151941,1,TPD54,14,s10_norapalog_xy2-Registered
174.138,151941,1,TPD54,15,s10_norapalog_xy2-Registered
173.740,151941,1,TPD54,16,s10_norapalog_xy2-Registered
173.549,151941,1,TPD54,17,s10_norapalog_xy2-Registered
173.246,151941,1,TPD54,18,s10_norapalog_xy2-Registered
172.995,151941,1,TPD54,19,s10_norapalog_xy2-Registered
172.796,151941,1,TPD54,20,s10_norapalog_xy2-Registered
172.474,151941,1,TPD54,21,s10_norapalog_xy2-Registered
172.337,151941,1,TPD54,22,s10_norapalog_xy2-Registered
172.087,151941,1,TPD54,23,s10_norapalog_xy2-Registered
172.215,151941,1,TPD54,24,s10_norapalog_xy2-Registered
171.851,151941,1,TPD54,25,s10_norapalog_xy2-Registered
171.640,151941,1,TPD54,26,s10_norapalog_xy2-Registered
170.957,151941,1,TPD54,27,s10_norapalog_xy2-Registered
171.122,151941,1,TPD54,28,s10_norapalog_xy2-Registered
170.655,151941,1,TPD54,29,s10_norapalog_xy2-Registered
170.501,151941,1,TPD54,30,s10_norapalog_xy2-Registered
169.901,151941,1,TPD54,31,s10_norapalog_xy2-Registered
170.048,151941,1,TPD54,32,s10_norapalog_xy2-Registered
169.976,151941,1,TPD54,33,s10_norapalog_xy2-Registered
169.587,151941,1,TPD54,34,s10_norapalog_xy2-Registered
169.435,151941,1,TPD54,35,s10_norapalog_xy2-Registered
168.720,151941,1,TPD54,36,s10_norapalog_xy2-Registered
168.558,151941,1,TPD54,37,s10_norapalog_xy2-Registered
111.645,2300,0,ATG9,1,s10_norapalog_xy2-Registered
111.503,2300,0,ATG9,2,s10_norapalog_xy2-Registered
111.771,2300,0,ATG9,3,s10_norapalog_xy2-Registered
111.607,2300,0,ATG9,4,s10_norapalog_xy2-Registered
111.508,2300,0,ATG9,5,s10_norapalog_xy2-Registered
111.314,2300,0,ATG9,6,s10_norapalog_xy2-Registered
111.558,2300,0,ATG9,7,s10_norapalog_xy2-Registered
111.471,2300,0,ATG9,8,s10_norapalog_xy2-Registered
111.473,2300,0,ATG9,9,s10_norapalog_xy2-Registered
111.663,2300,0,ATG9,10,s10_norapalog_xy2-Registered
111.219,2300,0,ATG9,11,s10_norapalog_xy2-Registered
111.393,2300,0,ATG9,12,s10_norapalog_xy2-Registered
111.420,2300,0,ATG9,13,s10_norapalog_xy2-Registered
110.929,2300,0,ATG9,14,s10_norapalog_xy2-Registered
111.227,2300,0,ATG9,15,s10_norapalog_xy2-Registered
110.934,2300,0,ATG9,16,s10_norapalog_xy2-Registered
110.920,2300,0,ATG9,17,s10_norapalog_xy2-Registered
110.821,2300,0,ATG9,18,s10_norapalog_xy2-Registered
110.840,2300,0,ATG9,19,s10_norapalog_xy2-Registered
111.047,2300,0,ATG9,20,s10_norapalog_xy2-Registered
111.093,2300,0,ATG9,21,s10_norapalog_xy2-Registered
110.890,2300,0,ATG9,22,s10_norapalog_xy2-Registered
110.812,2300,0,ATG9,23,s10_norapalog_xy2-Registered
110.750,2300,0,ATG9,24,s10_norapalog_xy2-Registered
110.549,2300,0,ATG9,25,s10_norapalog_xy2-Registered
110.697,2300,0,ATG9,26,s10_norapalog_xy2-Registered
110.847,2300,0,ATG9,27,s10_norapalog_xy2-Registered
110.622,2300,0,ATG9,28,s10_norapalog_xy2-Registered
110.877,2300,0,ATG9,29,s10_norapalog_xy2-Registered
110.770,2300,0,ATG9,30,s10_norapalog_xy2-Registered
110.879,2300,0,ATG9,31,s10_norapalog_xy2-Registered
110.801,2300,0,ATG9,32,s10_norapalog_xy2-Registered
110.624,2300,0,ATG9,33,s10_norapalog_xy2-Registered
110.614,2300,0,ATG9,34,s10_norapalog_xy2-Registered
110.585,2300,0,ATG9,35,s10_norapalog_xy2-Registered
110.418,2300,0,ATG9,36,s10_norapalog_xy2-Registered
110.421,2300,0,ATG9,37,s10_norapalog_xy2-Registered
553.313,151941,1,ATG9,1,s10_norapalog_xy2-Registered
549.132,151941,1,ATG9,2,s10_norapalog_xy2-Registered
540.401,151941,1,ATG9,3,s10_norapalog_xy2-Registered
537.456,151941,1,ATG9,4,s10_norapalog_xy2-Registered
528.915,151941,1,ATG9,5,s10_norapalog_xy2-Registered
524.444,151941,1,ATG9,6,s10_norapalog_xy2-Registered
517.632,151941,1,ATG9,7,s10_norapalog_xy2-Registered
509.759,151941,1,ATG9,8,s10_norapalog_xy2-Registered
500.608,151941,1,ATG9,9,s10_norapalog_xy2-Registered
497.820,151941,1,ATG9,10,s10_norapalog_xy2-Registered
491.608,151941,1,ATG9,11,s10_norapalog_xy2-Registered
485.976,151941,1,ATG9,12,s10_norapalog_xy2-Registered
480.984,151941,1,ATG9,13,s10_norapalog_xy2-Registered
475.482,151941,1,ATG9,14,s10_norapalog_xy2-Registered
470.476,151941,1,ATG9,15,s10_norapalog_xy2-Registered
464.765,151941,1,ATG9,16,s10_norapalog_xy2-Registered
460.453,151941,1,ATG9,17,s10_norapalog_xy2-Registered
454.890,151941,1,ATG9,18,s10_norapalog_xy2-Registered
450.777,151941,1,ATG9,19,s10_norapalog_xy2-Registered
445.675,151941,1,ATG9,20,s10_norapalog_xy2-Registered
441.099,151941,1,ATG9,21,s10_norapalog_xy2-Registered
437.168,151941,1,ATG9,22,s10_norapalog_xy2-Registered
432.836,151941,1,ATG9,23,s10_norapalog_xy2-Registered
429.865,151941,1,ATG9,24,s10_norapalog_xy2-Registered
425.517,151941,1,ATG9,25,s10_norapalog_xy2-Registered
421.642,151941,1,ATG9,26,s10_norapalog_xy2-Registered
